question_id,sample_id,source_index,budget,question,category,population,evidence_id,dense_relation,association,dense_rank,cc80_rank,a3_rank,admission_phase
1bfdd0785118525b71ee4a4f7a260ca8198f9f47f7aea0cbb966acbedca16fae,conv-41,91,16000,What did John attend with his colleagues in March 2023?,2,targeted,7226c327607941916123babf324c8f5f48f7d1aff938cca9f0c8c6ed4b286208,TIE_COMPLETE,NOT_APPLICABLE,18,2,8,INITIAL_RELEVANCE
1bfdd0785118525b71ee4a4f7a260ca8198f9f47f7aea0cbb966acbedca16fae,conv-41,91,32000,What did John attend with his colleagues in March 2023?,2,targeted,7226c327607941916123babf324c8f5f48f7d1aff938cca9f0c8c6ed4b286208,TIE_COMPLETE,NOT_APPLICABLE,18,2,8,INITIAL_RELEVANCE
3fc421c922311fbcd561baacb0a3e2392686093904f25d7f0bd432b52c446699,conv-41,92,16000,How often does John work out with his family?,4,targeted,b80f8469f016d5e4cc3e5e40a2d37d38e63d15fb5c137d62793c1e4515236d8d,TIE_COMPLETE,NOT_APPLICABLE,2,3,2,INITIAL_RELEVANCE
3fc421c922311fbcd561baacb0a3e2392686093904f25d7f0bd432b52c446699,conv-41,92,32000,How often does John work out with his family?,4,targeted,b80f8469f016d5e4cc3e5e40a2d37d38e63d15fb5c137d62793c1e4515236d8d,TIE_COMPLETE,NOT_APPLICABLE,2,3,2,INITIAL_RELEVANCE
c999400bebd41b668faa6c0b86f43a7bc022aee773fc5b75173731a01ed379a5,conv-41,93,16000,How has John's fitness improved since starting boot camps with his family?,4,targeted,aebe9b6bafd920488043ec99a2f6ed085a339c891fe7537ab9bb745a539f03bb,TIE_COMPLETE,NOT_APPLICABLE,3,5,12,INITIAL_RELEVANCE
c999400bebd41b668faa6c0b86f43a7bc022aee773fc5b75173731a01ed379a5,conv-41,93,32000,How has John's fitness improved since starting boot camps with his family?,4,targeted,aebe9b6bafd920488043ec99a2f6ed085a339c891fe7537ab9bb745a539f03bb,TIE_COMPLETE,NOT_APPLICABLE,3,5,12,INITIAL_RELEVANCE
9389c8d0e05c3e5300d9e079cb05b661ab96e470bdd216f02137729461b2ebb8,conv-41,94,16000,What kind of food did Maria have on her dinner spread iwth her mother?,4,targeted,fe8fb06344e0b5d214a7327094492dd6d1dba8224a28872977b0fd7f19513927,TIE_COMPLETE,NOT_APPLICABLE,4,2,13,INITIAL_RELEVANCE
9389c8d0e05c3e5300d9e079cb05b661ab96e470bdd216f02137729461b2ebb8,conv-41,94,32000,What kind of food did Maria have on her dinner spread iwth her mother?,4,targeted,fe8fb06344e0b5d214a7327094492dd6d1dba8224a28872977b0fd7f19513927,TIE_COMPLETE,NOT_APPLICABLE,4,2,13,INITIAL_RELEVANCE
4f8879b30ded93074f60074c056eddf69906ea51e349e828893a70f3dff6cd8d,conv-41,95,16000,What activity did Maria and her mom do together in May 2023?,4,targeted,b3eed047db0e00026bd60eae556f5318549504e7f8538cf5841c3dde1587145b,TIE_MISS,NOT_APPLICABLE,117,28,119,ABSENT
4f8879b30ded93074f60074c056eddf69906ea51e349e828893a70f3dff6cd8d,conv-41,95,32000,What activity did Maria and her mom do together in May 2023?,4,targeted,b3eed047db0e00026bd60eae556f5318549504e7f8538cf5841c3dde1587145b,GAIN,CC80_ONLY,117,28,119,INITIAL_RELEVANCE
fa6d171e774db5f02bb24e1054b0bae761a2e1bda96f2550e382c6ec3f677c37,conv-41,96,16000,What did Maria do to feel closer to a community and her faith?,4,targeted,44e4275f99b17ccde061922abb2c2af5e46c9b412e135c4697ec4f9c0d860d20,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
fa6d171e774db5f02bb24e1054b0bae761a2e1bda96f2550e382c6ec3f677c37,conv-41,96,32000,What did Maria do to feel closer to a community and her faith?,4,targeted,44e4275f99b17ccde061922abb2c2af5e46c9b412e135c4697ec4f9c0d860d20,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
e39619590c52e3edde97544e3bdd79e48ad166acf387110c0658f350d1c692cd,conv-41,97,16000,Why did Maria join a nearby church recently?,4,targeted,44e4275f99b17ccde061922abb2c2af5e46c9b412e135c4697ec4f9c0d860d20,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
e39619590c52e3edde97544e3bdd79e48ad166acf387110c0658f350d1c692cd,conv-41,97,32000,Why did Maria join a nearby church recently?,4,targeted,44e4275f99b17ccde061922abb2c2af5e46c9b412e135c4697ec4f9c0d860d20,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
b2712f58b2f615d0a6001547951bd2dbe64c89f0a1f1dfb7d9b18b5d5c0f3627,conv-41,98,16000,What did John host for the veterans in May 2023 as part of the project?,4,targeted,f6bef5496f983097a07173a5b0e000eabcb7d8990ca67d32d55585982dba022e,TIE_COMPLETE,NOT_APPLICABLE,16,16,24,INITIAL_RELEVANCE
b2712f58b2f615d0a6001547951bd2dbe64c89f0a1f1dfb7d9b18b5d5c0f3627,conv-41,98,32000,What did John host for the veterans in May 2023 as part of the project?,4,targeted,f6bef5496f983097a07173a5b0e000eabcb7d8990ca67d32d55585982dba022e,TIE_COMPLETE,NOT_APPLICABLE,16,16,24,INITIAL_RELEVANCE
26b8fee9bc82a4fa532b85ea3d8323b8fa42b0d5ddcdec10f430a0a072591001,conv-41,99,16000,What did John and the veterans do during the small party?,4,targeted,f6bef5496f983097a07173a5b0e000eabcb7d8990ca67d32d55585982dba022e,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
26b8fee9bc82a4fa532b85ea3d8323b8fa42b0d5ddcdec10f430a0a072591001,conv-41,99,32000,What did John and the veterans do during the small party?,4,targeted,f6bef5496f983097a07173a5b0e000eabcb7d8990ca67d32d55585982dba022e,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
55182db2ad04e61ecc6cd0f3979e66b93865f94a17333ff0c8e5ed980785c2b4,conv-41,100,16000,What emotions did John feel during the small party with the veterans?,4,targeted,f6bef5496f983097a07173a5b0e000eabcb7d8990ca67d32d55585982dba022e,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
55182db2ad04e61ecc6cd0f3979e66b93865f94a17333ff0c8e5ed980785c2b4,conv-41,100,32000,What emotions did John feel during the small party with the veterans?,4,targeted,f6bef5496f983097a07173a5b0e000eabcb7d8990ca67d32d55585982dba022e,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
efd88595b29517e3b1c2d7400bb31442c5abef8727bbd934bb448bdfa44a595e,conv-41,101,16000,"What event is Maria getting ready for at the shelter on May 25, 2023?",4,targeted,f5a5cdc80414dd62bf5c7533ad93e7791923ab80d0be89037cd52b9dd0daff08,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
efd88595b29517e3b1c2d7400bb31442c5abef8727bbd934bb448bdfa44a595e,conv-41,101,32000,"What event is Maria getting ready for at the shelter on May 25, 2023?",4,targeted,f5a5cdc80414dd62bf5c7533ad93e7791923ab80d0be89037cd52b9dd0daff08,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
58d85e4977b631800845043bce927d9012751c51d39e62521802a28e9a80a3db,conv-41,102,16000,What does Maria need to spread the word about for the fundraiser for the volunteer shelter?,4,targeted,0b29bd9b616cc6f3f19763d5d739ddc6ca334ab07ce813976df6671a8d447681,TIE_COMPLETE,NOT_APPLICABLE,3,1,6,INITIAL_RELEVANCE
58d85e4977b631800845043bce927d9012751c51d39e62521802a28e9a80a3db,conv-41,102,32000,What does Maria need to spread the word about for the fundraiser for the volunteer shelter?,4,targeted,0b29bd9b616cc6f3f19763d5d739ddc6ca334ab07ce813976df6671a8d447681,TIE_COMPLETE,NOT_APPLICABLE,3,1,6,INITIAL_RELEVANCE
168e1703c86018a1f83258cfcdd4ddbe50daff459aa968466f4736267465c34d,conv-41,103,16000,"What was the name of the pet that John had to say goodbye to on 3 June, 2023?",4,targeted,e6d0dbb375b2dec063186d79d74425643344b43c8d7aba285327c3513f2d10c6,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
168e1703c86018a1f83258cfcdd4ddbe50daff459aa968466f4736267465c34d,conv-41,103,32000,"What was the name of the pet that John had to say goodbye to on 3 June, 2023?",4,targeted,e6d0dbb375b2dec063186d79d74425643344b43c8d7aba285327c3513f2d10c6,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
2693c3a4e9e1cd94497c328a0f831b5f9b5e688f463449cedd3be453299c2c6f,conv-41,104,16000,How long was Max a part of John's family?,4,targeted,e6d0dbb375b2dec063186d79d74425643344b43c8d7aba285327c3513f2d10c6,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
2693c3a4e9e1cd94497c328a0f831b5f9b5e688f463449cedd3be453299c2c6f,conv-41,104,32000,How long was Max a part of John's family?,4,targeted,e6d0dbb375b2dec063186d79d74425643344b43c8d7aba285327c3513f2d10c6,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
3d884027b11bb5693383321ad96a7223d78e1fe68c2be5a3e9daf30c97bc1ff4,conv-41,105,16000,How does John plan to honor the memories of his beloved pet?,4,targeted,24024622ee26a2ab8246d6f459b03722bda8281b40f140f0d6979298b560b592,TIE_COMPLETE,NOT_APPLICABLE,12,14,19,INITIAL_RELEVANCE
3d884027b11bb5693383321ad96a7223d78e1fe68c2be5a3e9daf30c97bc1ff4,conv-41,105,32000,How does John plan to honor the memories of his beloved pet?,4,targeted,24024622ee26a2ab8246d6f459b03722bda8281b40f140f0d6979298b560b592,TIE_COMPLETE,NOT_APPLICABLE,12,14,19,INITIAL_RELEVANCE
51a61d6ba9ea63725cba397d1854b772c98592406ce731e1f080534e7bf4d8fa,conv-41,106,16000,What important values does John want to teach his kids through adopting a rescue dog?,4,targeted,24024622ee26a2ab8246d6f459b03722bda8281b40f140f0d6979298b560b592,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
51a61d6ba9ea63725cba397d1854b772c98592406ce731e1f080534e7bf4d8fa,conv-41,106,32000,What important values does John want to teach his kids through adopting a rescue dog?,4,targeted,24024622ee26a2ab8246d6f459b03722bda8281b40f140f0d6979298b560b592,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
3dd422c28b15bfc7532e5ec1ed43d7bd98d2a59d75d9e84e80e7ec4481683e4a,conv-41,107,16000,"What new activity did Maria start recently, as mentioned on 3 June, 2023?",4,targeted,24024622ee26a2ab8246d6f459b03722bda8281b40f140f0d6979298b560b592,TIE_MISS,NOT_APPLICABLE,208,225,211,ABSENT
3dd422c28b15bfc7532e5ec1ed43d7bd98d2a59d75d9e84e80e7ec4481683e4a,conv-41,107,32000,"What new activity did Maria start recently, as mentioned on 3 June, 2023?",4,targeted,24024622ee26a2ab8246d6f459b03722bda8281b40f140f0d6979298b560b592,TIE_MISS,NOT_APPLICABLE,208,225,211,ABSENT
4a7934decfbe4693843354b50d8dbd3395a6362f3e0d662986b491e915769e84,conv-41,108,16000,What did Maria say it was like being at the waterfall in Oregon?,4,targeted,f8d708e55554ed2bf8362313ec4c4dd1e4a474d82498123b5348694c6d388753,TIE_COMPLETE,NOT_APPLICABLE,3,3,4,INITIAL_RELEVANCE
4a7934decfbe4693843354b50d8dbd3395a6362f3e0d662986b491e915769e84,conv-41,108,32000,What did Maria say it was like being at the waterfall in Oregon?,4,targeted,f8d708e55554ed2bf8362313ec4c4dd1e4a474d82498123b5348694c6d388753,TIE_COMPLETE,NOT_APPLICABLE,3,3,4,INITIAL_RELEVANCE
0f6a656c4dd3a6d4c4aa74e40629357576ea65b5af802261f6b8069a05a870bf,conv-41,109,16000,What does Maria say she feels when doing upside-down yoga poses?,4,targeted,d63a0fc294ddfaa50aa06ebeb195e61233254e3efc92c327dad78280f794e4b8,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
0f6a656c4dd3a6d4c4aa74e40629357576ea65b5af802261f6b8069a05a870bf,conv-41,109,32000,What does Maria say she feels when doing upside-down yoga poses?,4,targeted,d63a0fc294ddfaa50aa06ebeb195e61233254e3efc92c327dad78280f794e4b8,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
5be306aecff5ccc9b741c7e7c0dffc398351e3df3d221cd179c815ee2daac36a,conv-41,110,16000,"What exciting news did Maria share on 16 June, 2023?",4,targeted,f12f9596510d9b27f6d57f48f20ecad8b621950f84dce3f146bec206f9574229,TIE_COMPLETE,NOT_APPLICABLE,7,3,17,INITIAL_RELEVANCE
5be306aecff5ccc9b741c7e7c0dffc398351e3df3d221cd179c815ee2daac36a,conv-41,110,32000,"What exciting news did Maria share on 16 June, 2023?",4,targeted,f12f9596510d9b27f6d57f48f20ecad8b621950f84dce3f146bec206f9574229,TIE_COMPLETE,NOT_APPLICABLE,7,3,17,INITIAL_RELEVANCE
954a729e44a3de6ab20353a0bfd52a97d9a89029e0ada71346146f442b142c55,conv-41,111,16000,What yoga activity has Maria been trying to improve her strength and endurance?,4,targeted,77264b457ebc0a89c77e71eb441d83ea36c45a16d7a63c79bc5162eee00cbbb4,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
954a729e44a3de6ab20353a0bfd52a97d9a89029e0ada71346146f442b142c55,conv-41,111,32000,What yoga activity has Maria been trying to improve her strength and endurance?,4,targeted,77264b457ebc0a89c77e71eb441d83ea36c45a16d7a63c79bc5162eee00cbbb4,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
7b74888385d4318f7cdd5fcf18fb27921ede95b137677aa6e4446d7934ca1dba,conv-41,112,16000,What did John recently get promoted to?,4,targeted,7e14a3be514c85ea14ec2398341e58f2db6f6e0a0768ed25858adb4d267f630d,TIE_COMPLETE,NOT_APPLICABLE,2,2,7,INITIAL_RELEVANCE
7b74888385d4318f7cdd5fcf18fb27921ede95b137677aa6e4446d7934ca1dba,conv-41,112,32000,What did John recently get promoted to?,4,targeted,7e14a3be514c85ea14ec2398341e58f2db6f6e0a0768ed25858adb4d267f630d,TIE_COMPLETE,NOT_APPLICABLE,2,2,7,INITIAL_RELEVANCE
5688d1d9e3dfaacf902380b394609b040b826b533cdc91503dbacc66bce2c246,conv-41,113,16000,What was one of the biggest challenges John faced in his journey to becoming assistant manager?,4,targeted,f2e52465ff8f2d4361464ed65cd96623d5956491e553345c331697c41e09d2cd,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
5688d1d9e3dfaacf902380b394609b040b826b533cdc91503dbacc66bce2c246,conv-41,113,32000,What was one of the biggest challenges John faced in his journey to becoming assistant manager?,4,targeted,f2e52465ff8f2d4361464ed65cd96623d5956491e553345c331697c41e09d2cd,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
b84295b60ece1edc0542fc349f3a67ca39a2e0b1d356bdc17a689377141f06ff,conv-41,114,16000,How does John describe the support he received during his journey to becoming assistant manager?,4,targeted,f2e52465ff8f2d4361464ed65cd96623d5956491e553345c331697c41e09d2cd,TIE_COMPLETE,NOT_APPLICABLE,4,4,4,INITIAL_RELEVANCE
b84295b60ece1edc0542fc349f3a67ca39a2e0b1d356bdc17a689377141f06ff,conv-41,114,32000,How does John describe the support he received during his journey to becoming assistant manager?,4,targeted,f2e52465ff8f2d4361464ed65cd96623d5956491e553345c331697c41e09d2cd,TIE_COMPLETE,NOT_APPLICABLE,4,4,4,INITIAL_RELEVANCE
ae828f6cfb3bf753e9d1f333795935d8056b1d7fc9908a14a9106751fb08bf18,conv-41,115,16000,What kind of event did John and his family attend in June 2023?,4,targeted,85366fef3aee1698689ae9d1231dc8497bc87e470c3d7909f79d070cab7daaf4,TIE_COMPLETE,NOT_APPLICABLE,30,11,34,INITIAL_RELEVANCE
ae828f6cfb3bf753e9d1f333795935d8056b1d7fc9908a14a9106751fb08bf18,conv-41,115,32000,What kind of event did John and his family attend in June 2023?,4,targeted,85366fef3aee1698689ae9d1231dc8497bc87e470c3d7909f79d070cab7daaf4,TIE_COMPLETE,NOT_APPLICABLE,30,11,34,INITIAL_RELEVANCE
90d626053cf2bc0a67337fc7e441359538659b1e6d7cade9a19274e971a10ead,conv-41,116,16000,Why did Maria need to help her cousin find a new place to live?,4,targeted,c79b642f78625777cc20b34b4d84b97e4032751639be40ad144617d389b732da,TIE_COMPLETE,NOT_APPLICABLE,4,2,13,INITIAL_RELEVANCE
90d626053cf2bc0a67337fc7e441359538659b1e6d7cade9a19274e971a10ead,conv-41,116,32000,Why did Maria need to help her cousin find a new place to live?,4,targeted,c79b642f78625777cc20b34b4d84b97e4032751639be40ad144617d389b732da,TIE_COMPLETE,NOT_APPLICABLE,4,2,13,INITIAL_RELEVANCE
bc76f5144509b3b0571b40f1851b25f4ac54d12bfface698d23a4e8c2fa658a5,conv-41,117,16000,What event did John participate in to show support for veterans' rights?,4,targeted,00f66010252eff70456ccb4ea81175aa73280e4a8b38b64bfc77ef01a731ca47,TIE_COMPLETE,NOT_APPLICABLE,5,2,7,INITIAL_RELEVANCE
bc76f5144509b3b0571b40f1851b25f4ac54d12bfface698d23a4e8c2fa658a5,conv-41,117,32000,What event did John participate in to show support for veterans' rights?,4,targeted,00f66010252eff70456ccb4ea81175aa73280e4a8b38b64bfc77ef01a731ca47,TIE_COMPLETE,NOT_APPLICABLE,5,2,7,INITIAL_RELEVANCE
d92f9fbdcbf177c769957466731e88da32930795f9498bc4280fc1f75bd6f3d2,conv-41,118,16000,What inspired John to join the marching event for veterans' rights?,4,targeted,c009650f34c0a8bd03b5ff84ad060c25cc70e84cf353eec394af954ad0c10184,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
d92f9fbdcbf177c769957466731e88da32930795f9498bc4280fc1f75bd6f3d2,conv-41,118,32000,What inspired John to join the marching event for veterans' rights?,4,targeted,c009650f34c0a8bd03b5ff84ad060c25cc70e84cf353eec394af954ad0c10184,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
455a52ad1b469fbf334c134723110e97df123f0560d5ea33f3d78a8eb58d6f72,conv-41,119,16000,How often does John get to see sunsets like the one he shared with Maria?,4,targeted,fbed108dd2059f2f54076f121b7a8d7ef398eab9519990be99d7555f4f743bb4,LOSS,A3_ONLY,45,37,50,ABSENT
455a52ad1b469fbf334c134723110e97df123f0560d5ea33f3d78a8eb58d6f72,conv-41,119,32000,How often does John get to see sunsets like the one he shared with Maria?,4,targeted,fbed108dd2059f2f54076f121b7a8d7ef398eab9519990be99d7555f4f743bb4,TIE_COMPLETE,NOT_APPLICABLE,45,37,50,INITIAL_RELEVANCE
5bc367eaaa7bb61a4f410d68d26d34cd59bdbd705bbc41dcb4d57d95386c4d4c,conv-41,120,16000,"What natural disaster affected John's old area on 7 July, 2023?",4,targeted,e620b54f82220600d2a1b75acfd995a24b664922cf50c7a7f98bf311d689dfce,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
5bc367eaaa7bb61a4f410d68d26d34cd59bdbd705bbc41dcb4d57d95386c4d4c,conv-41,120,32000,"What natural disaster affected John's old area on 7 July, 2023?",4,targeted,e620b54f82220600d2a1b75acfd995a24b664922cf50c7a7f98bf311d689dfce,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
a6854d1746ee25222851a01a93285abbfb39d0514ee85587d22941368c099223,conv-41,121,16000,How did the flood impact the homes in John's old area?,4,targeted,e620b54f82220600d2a1b75acfd995a24b664922cf50c7a7f98bf311d689dfce,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
a6854d1746ee25222851a01a93285abbfb39d0514ee85587d22941368c099223,conv-41,121,32000,How did the flood impact the homes in John's old area?,4,targeted,e620b54f82220600d2a1b75acfd995a24b664922cf50c7a7f98bf311d689dfce,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
cf05ff64213e09272cd0e5b7cd6776c449f2965300d00f17a893e654f6319ff2,conv-41,122,16000,"What motivated Maria and John to discuss potential solutions for their community on 7 July, 2023?",4,targeted,e620b54f82220600d2a1b75acfd995a24b664922cf50c7a7f98bf311d689dfce,TIE_COMPLETE,NOT_APPLICABLE,30,28,35,PROTECTED_SPREAD
cf05ff64213e09272cd0e5b7cd6776c449f2965300d00f17a893e654f6319ff2,conv-41,122,32000,"What motivated Maria and John to discuss potential solutions for their community on 7 July, 2023?",4,targeted,e620b54f82220600d2a1b75acfd995a24b664922cf50c7a7f98bf311d689dfce,TIE_COMPLETE,NOT_APPLICABLE,30,28,35,INITIAL_RELEVANCE
74fbd599bce6be2c928b523e49470449db883a0c82d2f8450c1139bd5cc0898a,conv-41,123,16000,"What did Maria plan to do later on the evening of 7 July, 2023?",4,targeted,42e72d0c75791db66e2540684c4f579a1192bc17694c5aa7f6080e78ae0ba05d,TIE_COMPLETE,NOT_APPLICABLE,3,2,3,INITIAL_RELEVANCE
74fbd599bce6be2c928b523e49470449db883a0c82d2f8450c1139bd5cc0898a,conv-41,123,32000,"What did Maria plan to do later on the evening of 7 July, 2023?",4,targeted,42e72d0c75791db66e2540684c4f579a1192bc17694c5aa7f6080e78ae0ba05d,TIE_COMPLETE,NOT_APPLICABLE,3,2,3,INITIAL_RELEVANCE
84ef28a5108a343b3a3ff3bf27ab5b2deacad234e97573386015853d25b2f24f,conv-41,124,16000,What kind of activities did Maria do at the picnic with her church friends?,4,targeted,45f6aaa7d120b75f5f97233767dc3a47ad714e3fecf25cc89dbc707cb67b5bf7,TIE_COMPLETE,NOT_APPLICABLE,4,7,14,INITIAL_RELEVANCE
84ef28a5108a343b3a3ff3bf27ab5b2deacad234e97573386015853d25b2f24f,conv-41,124,32000,What kind of activities did Maria do at the picnic with her church friends?,4,targeted,45f6aaa7d120b75f5f97233767dc3a47ad714e3fecf25cc89dbc707cb67b5bf7,TIE_COMPLETE,NOT_APPLICABLE,4,7,14,INITIAL_RELEVANCE
b7e90f46d89e8bccb1cce16cf45690c5a26c021ebc3373d54727e79bbfb93b75,conv-41,125,16000,What does John appreciate about the veteran's hospital visit?,4,targeted,f0bc0a90e9b05f46b9fd7cef299d4796acba1a8334cc777183b21078f3f13b9a,TIE_COMPLETE,NOT_APPLICABLE,4,5,11,INITIAL_RELEVANCE
b7e90f46d89e8bccb1cce16cf45690c5a26c021ebc3373d54727e79bbfb93b75,conv-41,125,32000,What does John appreciate about the veteran's hospital visit?,4,targeted,f0bc0a90e9b05f46b9fd7cef299d4796acba1a8334cc777183b21078f3f13b9a,TIE_COMPLETE,NOT_APPLICABLE,4,5,11,INITIAL_RELEVANCE
406164621957eae559dfe03d81c3b82784e7e33dafe24a2450952ea16d2881f1,conv-41,126,16000,What did John take away from visiting the veteran's hospital?,4,targeted,f6307ab7bb359ee3703b6b65629918b44edd0f4ec8c3603aa2dc6d925ddc2b7d,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
406164621957eae559dfe03d81c3b82784e7e33dafe24a2450952ea16d2881f1,conv-41,126,32000,What did John take away from visiting the veteran's hospital?,4,targeted,f6307ab7bb359ee3703b6b65629918b44edd0f4ec8c3603aa2dc6d925ddc2b7d,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
2210b772f786d52f146c4a8cf239de8716df204a78df574fa5e5bd38e8bf83ba,conv-41,127,16000,Why did John feel inspired to join the military after the visit to the hospital?,4,targeted,f0bc0a90e9b05f46b9fd7cef299d4796acba1a8334cc777183b21078f3f13b9a,TIE_COMPLETE,NOT_APPLICABLE,3,3,6,INITIAL_RELEVANCE
2210b772f786d52f146c4a8cf239de8716df204a78df574fa5e5bd38e8bf83ba,conv-41,127,32000,Why did John feel inspired to join the military after the visit to the hospital?,4,targeted,f0bc0a90e9b05f46b9fd7cef299d4796acba1a8334cc777183b21078f3f13b9a,TIE_COMPLETE,NOT_APPLICABLE,3,3,6,INITIAL_RELEVANCE
b1e545e542ad874b3564a7412dbfd23eb1856839aacaef6b8fd4c4dea0abd130,conv-41,128,16000,In what activity did Maria and her church friends participate in July 2023?,4,targeted,93827aac53cfdfa2656363a76780047adee29bc35c2173386d4563240b08ece1,TIE_MISS,NOT_APPLICABLE,71,22,75,ABSENT
b1e545e542ad874b3564a7412dbfd23eb1856839aacaef6b8fd4c4dea0abd130,conv-41,128,32000,In what activity did Maria and her church friends participate in July 2023?,4,targeted,93827aac53cfdfa2656363a76780047adee29bc35c2173386d4563240b08ece1,TIE_COMPLETE,NOT_APPLICABLE,71,22,75,INITIAL_RELEVANCE
1c5c0dd076e28e81101b18fef840034a172a3780a7010f61f51f6a03d08a282c,conv-41,129,16000,What does John think about trying new classes at the yoga studio?,4,targeted,cdaeb04364c8a4431a46b27cf2c55d73ffa1f8454588d01412ecc0da0d4a2443,TIE_COMPLETE,NOT_APPLICABLE,8,4,13,INITIAL_RELEVANCE
1c5c0dd076e28e81101b18fef840034a172a3780a7010f61f51f6a03d08a282c,conv-41,129,32000,What does John think about trying new classes at the yoga studio?,4,targeted,cdaeb04364c8a4431a46b27cf2c55d73ffa1f8454588d01412ecc0da0d4a2443,TIE_COMPLETE,NOT_APPLICABLE,8,4,13,INITIAL_RELEVANCE
604b382a0da45c11954c71fb40ddd4510228b7118e916d2cadbc736e07b5f35a,conv-41,130,16000,Which activity has John done apart from yoga at the studio?,4,targeted,9eb00b1ddad73b5c75ec74d93081256246f1d68d334bc923ac353ee54b76eeb0,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
604b382a0da45c11954c71fb40ddd4510228b7118e916d2cadbc736e07b5f35a,conv-41,130,32000,Which activity has John done apart from yoga at the studio?,4,targeted,9eb00b1ddad73b5c75ec74d93081256246f1d68d334bc923ac353ee54b76eeb0,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
d62bca93ff7c87776e395d7455366fbf1db749dce1ed2dfb3a723362caa27519,conv-41,131,16000,"What community service did Maria mention that she was involved in on 31 July, 2023?",4,targeted,f52c31e44ce617f9f85a5634f281084f249fa0d65148cbd501c26af3c6885d78,TIE_COMPLETE,NOT_APPLICABLE,3,3,8,INITIAL_RELEVANCE
d62bca93ff7c87776e395d7455366fbf1db749dce1ed2dfb3a723362caa27519,conv-41,131,32000,"What community service did Maria mention that she was involved in on 31 July, 2023?",4,targeted,f52c31e44ce617f9f85a5634f281084f249fa0d65148cbd501c26af3c6885d78,TIE_COMPLETE,NOT_APPLICABLE,3,3,8,INITIAL_RELEVANCE
bd6478ce3e8c00f635373de5654890be76bf0a5bb0c674eb38573ca3ebda2442,conv-41,132,16000,How did Maria start volunteering at the homeless shelter?,4,targeted,466fee59d8b141cb85a240ea9a31c444b0c985e735e93a91d67a9be40946c3dd,TIE_COMPLETE,NOT_APPLICABLE,1,2,1,INITIAL_RELEVANCE
bd6478ce3e8c00f635373de5654890be76bf0a5bb0c674eb38573ca3ebda2442,conv-41,132,32000,How did Maria start volunteering at the homeless shelter?,4,targeted,466fee59d8b141cb85a240ea9a31c444b0c985e735e93a91d67a9be40946c3dd,TIE_COMPLETE,NOT_APPLICABLE,1,2,1,INITIAL_RELEVANCE
858b453cb8aa44d715378ad5072017facdd6c4385bcdabb84701c313be491391,conv-41,133,16000,"What did John do the week before August 3, 2023 involving his kids?",4,targeted,31dca7f71a5a0b47d73273036dd6e78fcf8c489b3a3e3cbc37fb472ae59c7a03,GAIN,CC80_ONLY,65,14,70,INITIAL_RELEVANCE
