question_id,sample_id,source_index,question,category,population,carrier_count,session_count,structure,flags,complete_16000,evidence_delivered_16000,miss_state_16000,dense_relation_16000,association_16000,complete_32000,evidence_delivered_32000,miss_state_32000,dense_relation_32000,association_32000,longitudinal
f24a2552e43ae7f7c6428f38575b3d5721f8e9197d6a4fa596cf13c6f668614a,conv-41,167,What kind of food did Maria have on her dinner spread with her father?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
fea0464841d7f35ebdadf47e2bbdf2ba5f568c45aed7c10022590698c692c89f,conv-41,168,What did John do to feel closer to a community and his faith?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
b405ac7fad1a46af53fbd71980011c072bef89d14bc20fa3d13655690c2c0b83,conv-41,169,Why did John join a nearby church recently?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,CAUSAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
a720edd5fafc82e1e204fcd796359548362934cb2cc65d6c501119c950d799a4,conv-41,170,How long was Max a part of Maria's family?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
da6e5c88bd91060affe76e0d39a4da54e534882f91513f02e57e1e4eea7b560c,conv-41,171,How does Maria plan to honor the memories of her beloved pet?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
425cfd4098acbcfbe34bf2261fa6549fe1ecc5fe7a53e0780cccbcddabfa17d7,conv-41,172,What important values does Maria want to teach her kids through adopting a rescue dog?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
386f07d456508f3454e94ca12adb2aed5f0d543a45b70821c49f1a891bc1e46f,conv-41,173,What did Maria say it was like being at the desert in Oregon?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
2d37977f7edc43555a40a46e82c1e46a985e4feac6ef16b44dfc24f8b39b2c7a,conv-41,174,What does John say she feels when doing upside-down yoga poses?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
deb319cdfa720c9d252c5465f4a89184747ba61746b46f6ee369a4d6e01202b2,conv-41,175,What did Maria recently get promoted to?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
0ec54f3a06fd79fb0add4f940b8652bf92930cf3adceff2c7f2f6d0335af524a,conv-41,176,What was one of the biggest challenges Maria faced in her journey to becoming assistant manager?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
bcdf3968c8368ad332cdb696ec6d703bdd366aea53702734e08ba394fc2d9edc,conv-41,177,Why did John need to help his cousin find a new place to live?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,LOCATION|CAUSAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
96f415aea72aff09c8c2a31b5a8d4be6ccd8b5ea1d3d0e8e28185002165792bd,conv-41,178,What event did Maria participate in to show support for veterans' rights?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
e8ac473c2552deec0e3b2e2ba081acda38d95f2df6e07cf76b49f316960a7dd8,conv-41,179,How did the drought impact the homes in John's old area?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
f0901fd845d598a9a2576b6afc3e5ac69f4058a235d8c9993f5d3471be855c17,conv-41,180,What does John criticize about the veteran's hospital visit?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
70588b7ccfe6e35bed12f5c0613ceb3fdb8950468d3f3b63b7d30d8688782076,conv-41,181,What did John take away from visiting the orphanage?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
1097b5b3e426b9e4489841fb10cc5a032d318d7a5f70706cbfea495216f73d87,conv-41,182,Why did Maria feel inspired to join the military after the visit to the hospital?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL|CAUSAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
d01af9d24d967a55b000f5742462f5cfac03fefb77ffb7e5df954438fc3d1daa,conv-41,183,How did Maria describe her kids' reaction at the military memorial?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
bd9d53104b0f2f294a88f58d1eba886e489bd6be940cd453c03ba8f8f1bbf00e,conv-41,184,Why does Maria think it's important for younger generations to visit art galleries?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,CAUSAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
dae3baaa75e838b94081ce10c8efb2738001d431dad1e32e864eb3773ba75567,conv-41,185,What happened to Maria's job in August 2023?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
c99ccfb5c495f3e0781d231475926ca9326e3a9eb267a45d12e6eb584103165b,conv-41,186,What cause did the 5K charity run organized by Maria support?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,CAUSAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
9bdb58cacbe123fc8477bd8dad46d6859873eadf2b3108070c8407488145abca,conv-41,187,Who did John work with to raise awareness and funds for animal welfare?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
14d6db8eb4426e84c82cbb5d3f7657258779ab1c3459fbf2df77cf66b0dbdc07,conv-41,188,What recognition did John receive at the homeless shelter in August 2023?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
28986d1c91b557ad4641b447e028a1ea6a26eb55d9c69dae775b6fe737831a78,conv-41,189,"What is the name of John's puppy he got two weeks before August 11, 2023?",5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
2975a3396b7dd430df3ef55400207a44a4aec6406161a6c8300ad2f36d587271,conv-41,190,How does Maria describe the camping trip with Max?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
4801c349ac7695261ec54b7eee765ddd43f29326e72c3993dc1fb5af1de1ecd5,conv-41,191,What is the name of Maria's second kitten?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
046be73c80a11e8dce6b11c4d109649e88fefcefb88aa07cdc81640f55929f61,conv-41,192,How is John's new puppy adjusting to its new home?,5,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
ee01995c1b6cbdbba001d03c049c1248cd1a924f616dfc95322b3715197916db,conv-42,0,Is it likely that Nate has friends besides Joanna?,3,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,False,0,ZERO_EVIDENCE,TIE_MISS,NOT_APPLICABLE,False,0,ZERO_EVIDENCE,TIE_MISS,NOT_APPLICABLE,PERSISTENT_MISS
71f9701e87037e560e74df0ea2c93cec9bed2d2326892f035c55b918a3c2c9a6,conv-42,1,What kind of interests do Joanna and Nate share?,1,breadth,6,5,MULTI_SESSION,UNMARKED,False,2,PARTIAL_EVIDENCE,TIE_MISS,NOT_APPLICABLE,False,4,PARTIAL_EVIDENCE,TIE_MISS,NOT_APPLICABLE,PERSISTENT_MISS
6e3bb239f06df0a600b8bbf2e3f260db4d5446d49ca2559cbe06f42f2b215547,conv-42,2,"When did Joanna first watch ""Eternal Sunshine of the Spotless Mind?",2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
acc7d66ccbc2bf0942e6a202a0f5dd8c0e2baa2b477daf34c4b3788463ff63a8,conv-42,3,When did Nate win his first video game tournament?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
cb676b60c28a8e0690819d4d3a693005625ac7f3c913b22b56dcbb7217392154,conv-42,4,What pets wouldn't cause any discomfort to Joanna?,3,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,CAUSAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
35f99c121434e8bea64ddb3b984645d990b4f9fc8c72a9ff45ede049973e5af3,conv-42,5,What are Joanna's hobbies?,1,other,2,2,MULTI_SESSION,ENUMERATION,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
a1cb1a7fba59dcaf7cb9bda5c851521458e65e91336d16e0ae07aee30dc59005,conv-42,6,How long has Nate had his first two turtles?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
6bc1d329177e9005a48fa9903e48f0af6815fe9e627be80b2bbbccce94707e71,conv-42,7,When did Joanna finish her first screenplay?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
de0c4c96e627b98e82a86b607deed6a4698022ed6a2e857ff6c8b00c0b1831dd,conv-42,8,When did Nate get his first two turtles?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
d9e6cc466839a23c393d296e0d5a2a6d76a5a388245eba38b7eb200d117086de,conv-42,9,What major achievement did Joanna accomplish in January 2022?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
7719b843d95bf3d2d41d858ac80a967b4340f9aa8786495df91a6cbeeaed956a,conv-42,10,What emotions is Joanna feeling about  the screenplay she submitted?,1,other,2,2,MULTI_SESSION,UNMARKED,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
30ff3f19496cf33ea772fd7a7ce88e60e4eaebec9a63cabed8cd4cd3cac57089,conv-42,11,What is Joanna allergic to?,1,breadth,3,3,MULTI_SESSION,UNMARKED,False,2,PARTIAL_EVIDENCE,TIE_MISS,NOT_APPLICABLE,True,3,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,RESCUED_AT_32K
ae4eee9024208674fa84ce8f87d4025a3589596b49cfc23422ec70a8e0e0f3db,conv-42,12,What underlying condition might Joanna have based on her allergies?,3,other,2,2,MULTI_SESSION,UNMARKED,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
1c3308d6422cf507ebf3f87ea9173d770bb76bc6dfa83bb78458767625015eee,conv-42,13,When did Joanna have an audition for a writing gig?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
ea53edf2240b88e8643025451bf8b0a91e4673ebee8a947749c64e3bef02e8a1,conv-42,14,What nickname does Nate use for Joanna?,3,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
e752b2d87587dfb68ed870ec668580b7ca0465a265eb75cd05c69326300083e2,conv-42,15,When did Nate get purple hair?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
3c852f35c591afeec27ccb5a7906bf584426005cc24dd576609e7ba148dc84fe,conv-42,16,What physical transformation did Nate undergo in April 2022?,2,other,2,1,MULTI_CARRIER_ONE_SESSION,UNMARKED,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
62911317e28bfb6a246149bc470d9820366190e417d5f99e8af994964b0dcee1,conv-42,17,"What movie did Joanna watch on 1 May, 2022?",2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,False,0,ZERO_EVIDENCE,TIE_MISS,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,RESCUED_AT_32K
2462636072dd6703ad03370bef3fdee5afe71747034c66438d114c607ce9e1c3,conv-42,18,Which outdoor spot did Joanna visit in May?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,ENUMERATION,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
7b8560cc2b221e25f260244375db06c72926e78359473f40b9cf09d69eb15030,conv-42,19,How many times has Joanna found new hiking trails?,1,other,2,2,MULTI_SESSION,QUANTITY|ENUMERATION,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
47b387fb0b897623fad30bb25a69685435cb8b216d3cbbeaf23265ca5bd19964,conv-42,20,When did Nate adopt Max?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
058c21128650279b721a539cf1ce5970b7e5d7b7ee3fc5a4bb4059659cc10ac5,conv-42,21,Who was the new addition to Nate's family in May 2022?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,UNMARKED,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
3e2b00c1068787d149a352fdbd75da29bf102cb1c78e2ab989abc1f93d02d54c,conv-42,22,When did Joanna start writing her third screenplay?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,False,0,ZERO_EVIDENCE,TIE_MISS,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,RESCUED_AT_32K
23aa5a9cc2a9e022d953c26f48405defdf132d357997553f484011f7cef60dcd,conv-42,23,Which of Joanna's screenplay were rejected from production companies?,1,breadth,5,4,MULTI_SESSION,ENUMERATION,True,5,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,5,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
8de8ac65359adb78c1d480e238341027a250dc2c52615a95c48bff92378331c5,conv-42,24,When is Nate hosting a gaming party?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
279cb8014f0fd09e2f49013cf5e31b786a46f9bf7f163fd93b229bae8e3fa55f,conv-42,25,When did Joanna hike with her buddies?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
23378a83b8d403396793024a4363e3dbe42fae73998824c3794b27aaaa38b39a,conv-42,26,When did Nate win his third tourney?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
fb118ca3cd7adf8790322ef7bcad6f0445fd1b5c71dfc91922e4664488e0f096,conv-42,27,What places has Joanna submitted her work to?,1,other,2,2,MULTI_SESSION,LOCATION|ENUMERATION,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
d174ee73f64accbbde07f7b69ca9b88e873a754f0c1638caab57b6550ae207cf,conv-42,28,When did Nate make vegan icecream and share it with a vegan diet group?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
68db0e898dba0f4eefbafb66d86125fae4c9b83d6e1264b60347dcd965e805c0,conv-42,29,When is Joanna going to make Nate's ice cream for her family?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
7fd147b3cb2deb3677b72ea650c8453b67ff7f6a2e84e36d1d887c7a14608c85,conv-42,30,What kind of writings does Joanna do?,1,breadth,4,3,MULTI_SESSION,UNMARKED,False,3,PARTIAL_EVIDENCE,TIE_MISS,NOT_APPLICABLE,True,4,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,RESCUED_AT_32K
c49905113defb259264bcc83e74a524fd1e3f6815c4d81d8e3857a537da3120e,conv-42,31,When did Nate win his fourth video game tournament?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
d336ecd481507b2632f26e04a91096b67fb0d26d8b4a74ba7fb8cee347a0b078,conv-42,32,Where did Joanna travel to in July 2022?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,LOCATION,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
fbc3c2230fafc70559c8b505c82a51565e376972d8c5d923e85cdf989751c53f,conv-42,33,When did someone write Joanna a touching letter?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
351a45c5455d0b869a0a5002511ee4a99fe6876b4015a46c155bd22d3b0cf361,conv-42,34,What book recommendations has Joanna given to Nate?,1,other,3,2,MULTI_SESSION,UNMARKED,False,1,PARTIAL_EVIDENCE,TIE_MISS,NOT_APPLICABLE,False,1,PARTIAL_EVIDENCE,TIE_MISS,NOT_APPLICABLE,PERSISTENT_MISS
37caa40b6f5651d328ec986771e081a246bb2922e1ba7f34c3d8caeb57049351,conv-42,35,When did Nate take time off to chill with his pets?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
64e790cf119943f76e4e7d40557d263730525613f693825a930b4b9b85605ae8,conv-42,36,When did Joanna share her book with her writers group?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
de597f5a520c1f0163d111f45cd6fac702d16f0cbcb50072f3fb03a8aa7fae46,conv-42,37,When did Nate win an international tournament?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
52cc5d919bdffd019b5d2a6e48ea04b3f08657cc2efb2390e547e7588a55e591,conv-42,38,When did Joanna make a desert with almond milk?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
730881879250923598d7f1bd2c315875fd1db0fc9e5b551e1805f6bb5f9ec9e0,conv-42,39,When did Nate attend a cooking show?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
1e93729add74f35e816e8dddb6000ad8f6b3e8cb6e832734325e43cbf8aaa4b4,conv-42,40,When did Joanna's laptop crash?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
ecb6bdcd037c1c2abca380593f7accf9acd56280196add1f5d47ec790c08b58b,conv-42,41,When did Joanna make a chocolate tart with raspberries?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
8fa3b13d692e80acac81f8e0a73f280687f7a3be4547c9cb2bd9f35cefe87cba,conv-42,42,What movies have both Joanna and Nate seen?,1,breadth,3,3,MULTI_SESSION,UNMARKED,False,2,PARTIAL_EVIDENCE,TIE_MISS,NOT_APPLICABLE,True,3,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,RESCUED_AT_32K
54e9604bb28c4edd66f145907620d52556398916b2c85ec7d8979289c05dfbbe,conv-42,43,How long did it take for Joanna to finish writing her book?,2,other,2,2,MULTI_SESSION,TEMPORAL,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
af2d0a34fee6fd029bdd1c4d786dae84fc1380c357d4c88920be408d147cbcca,conv-42,44,When did Nate win a lot of money in a video game tournament?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
56ef6dd634e505a6042446b520c32a554de19f4701fc259b9b7d5c6312ba8024,conv-42,45,When did Joanna finish up the writing for her book?,2,targeted,1,1,SINGLE_CARRIER_SINGLE_SESSION,TEMPORAL,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,1,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
ba9d8027860573aeaeed0cd07013fbbc925e7e0113182298e78395925e538661,conv-42,46,What board games has Nate played?,1,other,2,2,MULTI_SESSION,UNMARKED,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
c67cf4f99d135e595767179cca1cce876cad4e3bba1d5d594e32e3d2dab8fe8b,conv-42,47,What places has Nate met new people?,1,other,2,2,MULTI_SESSION,LOCATION|ENUMERATION,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,True,2,COMPLETE,TIE_COMPLETE,NOT_APPLICABLE,COMPLETE_BOTH
