question_id,sample_id,source_index,category,population,evidence_ids,cc80_16000_evidence,cc80_16000_complete,cc80_32000_evidence,cc80_32000_complete,aspect_static_16000_evidence,aspect_static_16000_complete,aspect_static_32000_evidence,aspect_static_32000_complete,fanout_16000_evidence,fanout_16000_complete,fanout_32000_evidence,fanout_32000_complete
7b8560cc2b221e25f260244375db06c72926e78359473f40b9cf09d69eb15030,conv-42,19,1,other,05f161b6fc584ed70a4171209036c4cd3cd0206b1bc56762a549657825ff6aa7|7989a21da8ad84c827e829c1e046b3723bf9a390423be1ef0bc247c849cafa79,2,True,2,True,2,True,2,True,2,True,2,True
47b387fb0b897623fad30bb25a69685435cb8b216d3cbbeaf23265ca5bd19964,conv-42,20,2,targeted,317205007c2dcd18afca788498a7fd8c1e1df1743a12b6550dc27996af5e6b7c,1,True,1,True,1,True,1,True,1,True,1,True
058c21128650279b721a539cf1ce5970b7e5d7b7ee3fc5a4bb4059659cc10ac5,conv-42,21,2,targeted,317205007c2dcd18afca788498a7fd8c1e1df1743a12b6550dc27996af5e6b7c,1,True,1,True,1,True,1,True,1,True,1,True
3e2b00c1068787d149a352fdbd75da29bf102cb1c78e2ab989abc1f93d02d54c,conv-42,22,2,targeted,6cc62064d11e8ea27b2230d2cddbab8cdc57d067a860723ba876e2db2c3d7b58,1,True,1,True,1,True,1,True,1,True,1,True
23aa5a9cc2a9e022d953c26f48405defdf132d357997553f484011f7cef60dcd,conv-42,23,1,breadth,195c18972f3a265ba3b1cfd60e691b778465c454b25ab94cda94ad434e6c9fdb|4aea3532a222baaaa2affd243e4ee07dcafa56664d5fd1b079cce26a4c236a90|bb8ae88f581984709276fe3667b21382bcec0be71d0adfc1777fa3dcd6dec8af|d24057b7f06ebb1474727f6f8079e3ecbc57a6a3cf73b0b1a27b0e5cabdfad54|efa2ba0c35c9cb552e63a211db60c04c3857ab394039056856133ba288f64cc8,5,True,5,True,5,True,5,True,5,True,5,True
8de8ac65359adb78c1d480e238341027a250dc2c52615a95c48bff92378331c5,conv-42,24,2,targeted,37f5ae5bb0e92c1fc07941c6947f7e6f07bbff486cd7678231029247825871c2,1,True,1,True,1,True,1,True,1,True,1,True
279cb8014f0fd09e2f49013cf5e31b786a46f9bf7f163fd93b229bae8e3fa55f,conv-42,25,2,targeted,37f5ae5bb0e92c1fc07941c6947f7e6f07bbff486cd7678231029247825871c2,1,True,1,True,1,True,1,True,1,True,1,True
23378a83b8d403396793024a4363e3dbe42fae73998824c3794b27aaaa38b39a,conv-42,26,2,targeted,25df0f65bd4710b3bd80ec72c9b5af8bb1b00b89530b287203b4c745bcea64e4,1,True,1,True,1,True,1,True,1,True,1,True
fb118ca3cd7adf8790322ef7bcad6f0445fd1b5c71dfc91922e4664488e0f096,conv-42,27,1,other,195c18972f3a265ba3b1cfd60e691b778465c454b25ab94cda94ad434e6c9fdb|b32bcbfab300dbc4b6fe360e89363453ef4df6decc9393f15550e851c3863319,2,True,2,True,2,True,2,True,2,True,2,True
d174ee73f64accbbde07f7b69ca9b88e873a754f0c1638caab57b6550ae207cf,conv-42,28,2,targeted,aefe85a48b3de446ee6e6ebdcbae0528001058deba094a73a046d37c080a8a6d,1,True,1,True,1,True,1,True,1,True,1,True
68db0e898dba0f4eefbafb66d86125fae4c9b83d6e1264b60347dcd965e805c0,conv-42,29,2,targeted,44c283e4566d9cd4c8dfb8fdc3b4bb7fcd1e44df12416b0c81ffb9db3e3d7152,1,True,1,True,1,True,1,True,1,True,1,True
7fd147b3cb2deb3677b72ea650c8453b67ff7f6a2e84e36d1d887c7a14608c85,conv-42,30,1,breadth,4aaf7dab68ceba2f9a1c495a121c4f76ea95f5009ddd3dedace72ab7daca6a55|674806194b3fab111c163234dced48d5d690a1f1af659e564089c9787bbb07c2|7e8f81cf21f7aa03feb0ec8fa38ba52fcef2bdb088dec0abf55b6341bda4b369|9aa15611e3d74a94f2cb8520bb377f44262c5147fda2191da3a19ed46e6b2d9f,3,False,4,True,2,False,3,False,2,False,3,False
c49905113defb259264bcc83e74a524fd1e3f6815c4d81d8e3857a537da3120e,conv-42,31,2,targeted,7015540932ccfdbb744ce3326bb0a71d85acee9e2e4b6fa27ce3dcd25a1908a7,1,True,1,True,1,True,1,True,1,True,1,True
d336ecd481507b2632f26e04a91096b67fb0d26d8b4a74ba7fb8cee347a0b078,conv-42,32,2,targeted,38075c5c5444bb04fa9af20614ca327a48cf8f2ccbb8312fbaedc955a16cd432,1,True,1,True,1,True,1,True,1,True,1,True
fbc3c2230fafc70559c8b505c82a51565e376972d8c5d923e85cdf989751c53f,conv-42,33,2,targeted,9aa15611e3d74a94f2cb8520bb377f44262c5147fda2191da3a19ed46e6b2d9f,1,True,1,True,1,True,1,True,1,True,1,True
351a45c5455d0b869a0a5002511ee4a99fe6876b4015a46c155bd22d3b0cf361,conv-42,34,1,other,149a08b29e3ced8a1ffcf4ecafa0ae253021252fc63ea60b45131390f3d52591|297ec0c4ebddd3b4164e2181f637bb2559c8a97e388dcce7f0de0e8b9a8f8942|514ea75a6a950125ff02a50426465d90a689f818aa65f2f79cefed24e5970727,1,False,2,False,1,False,1,False,1,False,2,False
37caa40b6f5651d328ec986771e081a246bb2922e1ba7f34c3d8caeb57049351,conv-42,35,2,targeted,eaf799b0904ca28425617efbcb264a60ebf16b05aed104be1d0cddb1a0682892,1,True,1,True,1,True,1,True,1,True,1,True
64e790cf119943f76e4e7d40557d263730525613f693825a930b4b9b85605ae8,conv-42,36,2,targeted,4c00f148ac12317a6352adbddb3ec9e3b84250c201ae9bac3a954a3877cc4513,1,True,1,True,1,True,1,True,1,True,1,True
de597f5a520c1f0163d111f45cd6fac702d16f0cbcb50072f3fb03a8aa7fae46,conv-42,37,2,targeted,d9570a3bfac8d8eaa38762fb7a82f281ddbcc748abaa8be2552984bac79bf1a7,1,True,1,True,1,True,1,True,1,True,1,True
52cc5d919bdffd019b5d2a6e48ea04b3f08657cc2efb2390e547e7588a55e591,conv-42,38,2,targeted,f1bd5211586c0f2c64761438cb7f4613d091e1591fd927612630053eb1ba0b7b,1,True,1,True,1,True,1,True,1,True,1,True
730881879250923598d7f1bd2c315875fd1db0fc9e5b551e1805f6bb5f9ec9e0,conv-42,39,2,targeted,faa25746ffee7f2227a5fdaf40c3bd9aebe22f65256deea74325ba57edf4e9e2,1,True,1,True,1,True,1,True,1,True,1,True
1e93729add74f35e816e8dddb6000ad8f6b3e8cb6e832734325e43cbf8aaa4b4,conv-42,40,2,targeted,76309dcd2e1acd2b58f519d7da8f2d049a73d2c830bfca6e0b52968394ecd9ef,1,True,1,True,1,True,1,True,1,True,1,True
ecb6bdcd037c1c2abca380593f7accf9acd56280196add1f5d47ec790c08b58b,conv-42,41,2,targeted,aca572316d5093f52e2a80cd7d280efe8d07aadecfa8c8d276b3a0f676d4f753,1,True,1,True,1,True,1,True,1,True,1,True
8fa3b13d692e80acac81f8e0a73f280687f7a3be4547c9cb2bd9f35cefe87cba,conv-42,42,1,breadth,297ec0c4ebddd3b4164e2181f637bb2559c8a97e388dcce7f0de0e8b9a8f8942|94dc38a97673ba3462da3abd1f4b41583551babe35e51225362c484eb6394e48|b2a410a7cd45c08fc0f284fcb0c8f0f3c03d8c15d093767bd038878192b095f2,2,False,3,True,2,False,2,False,2,False,3,True
54e9604bb28c4edd66f145907620d52556398916b2c85ec7d8979289c05dfbbe,conv-42,43,2,other,39b877ffbc8cc90d0454b9c292fa87735e5759e18253684e50434485a3501965|7e8f81cf21f7aa03feb0ec8fa38ba52fcef2bdb088dec0abf55b6341bda4b369,2,True,2,True,2,True,2,True,2,True,2,True
af2d0a34fee6fd029bdd1c4d786dae84fc1380c357d4c88920be408d147cbcca,conv-42,44,2,targeted,aca572316d5093f52e2a80cd7d280efe8d07aadecfa8c8d276b3a0f676d4f753,1,True,1,True,1,True,1,True,1,True,1,True
56ef6dd634e505a6042446b520c32a554de19f4701fc259b9b7d5c6312ba8024,conv-42,45,2,targeted,39b877ffbc8cc90d0454b9c292fa87735e5759e18253684e50434485a3501965,1,True,1,True,1,True,1,True,1,True,1,True
ba9d8027860573aeaeed0cd07013fbbc925e7e0113182298e78395925e538661,conv-42,46,1,other,b32bcbfab300dbc4b6fe360e89363453ef4df6decc9393f15550e851c3863319|ff11ec5607068bbdde5de480c5b9fb0d3234e3fce991ffc239d70626a637315e,2,True,2,True,2,True,2,True,2,True,2,True
c67cf4f99d135e595767179cca1cce876cad4e3bba1d5d594e32e3d2dab8fe8b,conv-42,47,1,other,25df0f65bd4710b3bd80ec72c9b5af8bb1b00b89530b287203b4c745bcea64e4|aa8d84f6cc73930ea3a313c54b18c8505681ee8af9ab7f0ddc3c0e3afd56ed81,2,True,2,True,2,True,2,True,2,True,2,True
1c4c72388a8e0930c9170c91f62326f682378a011616663a11d659fd7c47701b,conv-42,48,2,targeted,aa8d84f6cc73930ea3a313c54b18c8505681ee8af9ab7f0ddc3c0e3afd56ed81,1,True,1,True,1,True,1,True,1,True,1,True
b0e0b32158697ba79d23a6cd8cd336e3eec9bc2e3c8247c9074b3184c5829c28,conv-42,49,1,other,4aea3532a222baaaa2affd243e4ee07dcafa56664d5fd1b079cce26a4c236a90|bb8ae88f581984709276fe3667b21382bcec0be71d0adfc1777fa3dcd6dec8af,2,True,2,True,2,True,2,True,2,True,2,True
2715207fe1f1624f541d0f192be48380020e8221d1cf9482fdc3a024ff5752f2,conv-42,50,1,other,162553969b5aae7811f5d852056c35528e34300d2f0405ee570a985db108b1ec|c90c6aab232a3c99bca6e3ae4a2229ccd69b98ab3ec7b7a95ebf68f85f18ce16,2,True,2,True,1,False,2,True,1,False,2,True
8b6a009c3d9ea30209f25596bbd9e672294203263aa4fd5a2af2db9a93011f6c,conv-42,51,1,other,162553969b5aae7811f5d852056c35528e34300d2f0405ee570a985db108b1ec|c90c6aab232a3c99bca6e3ae4a2229ccd69b98ab3ec7b7a95ebf68f85f18ce16,2,True,2,True,2,True,2,True,2,True,2,True
e2df68b5446ea69031bb053a1f2c174b1e9e10e5f1084423004c9bea4e428d98,conv-42,52,1,other,8ccc35081d88d7f6c499124e19e5b3dffe7ca875e09ac7e92a6aa59cc1bb84dc|c865c8c4afe3e60898a42bd07ed4bd3dbc5de4f83cca1f3b8cd5d8053aae66df,2,True,2,True,2,True,2,True,2,True,2,True
9e1a1be73a7975d28634a082da77a31fde088d055dfba5fd8fe758e5293a9d38,conv-42,53,1,other,95608ba769430b11928824574f03fb9ac63e62185587d259cb144dd19df97817|e2fa20bf42e7e3863f2b1baa7063b4b3529b13d58f611af7b47b86b4cc05c95a,1,False,2,True,1,False,2,True,2,True,2,True
45709546bc0ba26d967ccdecc38613b87a3c20fea7bd6c60906e48290538757f,conv-42,54,2,targeted,c865c8c4afe3e60898a42bd07ed4bd3dbc5de4f83cca1f3b8cd5d8053aae66df,1,True,1,True,1,True,1,True,1,True,1,True
0bb8c16ab83966cc27014522c7251afedc317faedcf4da9e398fc46dfd73d488,conv-42,55,1,breadth,11ed6cf4ab41e594717c76d60640446df84a23442e9b0e41969fe0890dea6a81|4394ca338f9226ef0ff438b666ef2f42bbba9b0deef3c073e54b5fb93caf53d3|8d6712182ef19c27f6a9a5a4792bf6c483cded855d385aca0cc2b323404e94f7|a1552e04152e23412787a20a52ed741c87b800efcee841229c399c7ff5c2fb3b|bf9d63b7a4db1743375d670ca0fa53a5e483baa059b78f909f1492a30e3d03df|c219711e7d981aa0953e0d31b566e7bd4c90bb5cecdd5c0b6123b35f36edcebe,2,False,3,False,2,False,4,False,3,False,4,False
35f9d906e9b7e3290f7e5a301e589ad0a892b1c43c019b43f3894b7dfa0567ec,conv-42,56,1,other,0e7c4113332ea93971b6739abcccd780484d90255a365921900c59cb01fde61c|ef77e96e153f3989dd702c148429e143382bf85ed25ba118dac370075cdd30d2,2,True,2,True,2,True,2,True,2,True,2,True
b53ce915bdb62ca49733c1861052ee7f3fd06b0cac8c1f78ef05d1e78fcb644c,conv-42,57,2,targeted,0e66101d5ace1d59d02f8cb7448bd01d68da474600ca21a57ce1bb6f5c47d3d1,1,True,1,True,1,True,1,True,1,True,1,True
1784f1ad203a31c7d8b86711f6c6c426d045716ecff16643f845906eb6a2b6cc,conv-42,59,1,other,13a7c6c03b6cd51fefaff335e7d00c3832d507dd66b9b0d957df135cae455995|f101e20cd5b69f65cd274eec0973aaebd5c5b37bde48729536019635169b2752,2,True,2,True,2,True,2,True,2,True,2,True
806aa7d67b74698fa1e67fefe095d818b9f3cb4eee56b0954e12087bd4d1b7ed,conv-42,60,3,targeted,215b51797fb06517cbaa37cf9133da61c00223dd7f5da633bac6f3d45a37b522,1,True,1,True,1,True,1,True,1,True,1,True
ac84559bcd514c32229a01e9db5ed502f5bd727ce0c57cb8c72c7acd30b811cb,conv-42,61,1,other,aca572316d5093f52e2a80cd7d280efe8d07aadecfa8c8d276b3a0f676d4f753|d380783a204f047a9df790e0e0da2b49f3c3adb937ac9f0c3baabcdff8ab1f1b|e85c01d0278a469549e23f008f84c1af55d296ce6ec244ddba0698e33a2e0590,2,False,3,True,1,False,2,False,1,False,3,True
c49b9e4e8dcd7d9a9f6b912bf9a45edc1102b5d09c94ad3defdfa49a51653967,conv-42,62,1,other,9aa15611e3d74a94f2cb8520bb377f44262c5147fda2191da3a19ed46e6b2d9f|bb8ae88f581984709276fe3667b21382bcec0be71d0adfc1777fa3dcd6dec8af,1,False,2,True,1,False,2,True,1,False,2,True
3b2c3eec1968b36ec524b6d1be37562a129d0200adf4c641d4fdcd36dd426fc7,conv-42,63,1,breadth,08d998fa79d648abd7db8d1e659c9421e935a4ec7030e19fc593cc4489aa197e|0956f0687bb5fadfa431d893499efe2b87ecc48f7251f837673f657d9ed256b7|215b51797fb06517cbaa37cf9133da61c00223dd7f5da633bac6f3d45a37b522|82ac2d30ae5c706e3c85732edb36d67857ce71477a82401fde5b7c50cab50c2a|8e3b537a4f24cefbc1cacae4a19a988473a4d65009261a0960ba56eaa6011de4,4,False,5,True,4,False,5,True,5,True,5,True
ce5a083637ca2ce6ba0ce336660ef0dc05ab3311d306011f551f7c4d75774a57,conv-42,64,2,targeted,8e3b537a4f24cefbc1cacae4a19a988473a4d65009261a0960ba56eaa6011de4,1,True,1,True,1,True,1,True,1,True,1,True
c7f924aebc7207c19dff83b944f915c93a81d5a5787250b68e70b28a6177e844,conv-42,65,2,targeted,8e3b537a4f24cefbc1cacae4a19a988473a4d65009261a0960ba56eaa6011de4,1,True,1,True,1,True,1,True,1,True,1,True
021530dae37f1fcd345b0f69e199cfb5ef26fde9061601ffa56d4b6462c03351,conv-42,66,3,breadth,3195c05d1de67a588ca24c6f1fdad42b3d8addb9d2169628cdb2ef4c49a214ad|50c56434543b5eafc858ca94e16871068d9589287090752d448a4afac37cc0c1|b232ca3842f3aef36e88fb299dc65a31aed1974c8b5b7a40784606934cd96e38|f15bf0d4b74661d3586d23c98a225c7456f9ace2030fe06ce47871631a2dc946,0,False,0,False,0,False,1,False,0,False,1,False
d393f309ff9c9c61792ecec0b7d2ff542614a524721a13da5c9c7fef8afd9c82,conv-42,67,1,breadth,05f161b6fc584ed70a4171209036c4cd3cd0206b1bc56762a549657825ff6aa7|317205007c2dcd18afca788498a7fd8c1e1df1743a12b6550dc27996af5e6b7c|70b3440bb015b13d512ecb81a16fa4062d2a700df4f56dd03078896241093290,2,False,2,False,1,False,3,True,2,False,3,True
632151c796951d2a62fbedff26ffd94bd9546244a8497d01994231b111ee263f,conv-42,68,3,breadth,1ad5bddc32cbbcec8f7eb9323a998e50b9d852e47146e733662035fe02c92b48|3d0596a3404e1422f19798a9804b1f0971046177464f73c6dd639a51e517e000|824ffac87a6c42f59009a9a9995e77d346c2d00e0c3873509bfb57c6d59c1002|a1552e04152e23412787a20a52ed741c87b800efcee841229c399c7ff5c2fb3b,1,False,2,False,1,False,3,False,2,False,2,False
a10194172b5d9f05c2381719e449e51c78b422f331a2dc1c567d7a79f37233d5,conv-42,69,1,other,05f161b6fc584ed70a4171209036c4cd3cd0206b1bc56762a549657825ff6aa7|70b3440bb015b13d512ecb81a16fa4062d2a700df4f56dd03078896241093290,1,False,1,False,1,False,1,False,1,False,2,True
50370f80902f3cea6eddecd12a888e688e9f96e803a16709e89d946ce314cb01,conv-42,70,1,other,16d29f8c61a752ad45dc271d876164c00325af6ad073df1ca0d1c5b86d408f45|aba522f0cd47b53261117d74e5f1028dca08e7b460dbe7deb92e366073b91b4c|dc5ec63b9e482eb0793d175ce42a7390c9b9fa7dc760a88fd0b14f7828d83cec,2,False,3,True,2,False,2,False,2,False,2,False
642285dd7808bba6528b84bb31636f5664d655f26386ec7ef2c1ec714115f734,conv-42,71,1,other,70b3440bb015b13d512ecb81a16fa4062d2a700df4f56dd03078896241093290|821003188a00fecfabe66b4638cfa2e9353b9909089ec8a1b8c7344084065083,2,True,2,True,2,True,2,True,2,True,2,True
05ac76f5e94013bf1696ddc28ae760e0352a5c2982f87e0d1eb73c92f7c9bb53,conv-42,72,2,targeted,aba522f0cd47b53261117d74e5f1028dca08e7b460dbe7deb92e366073b91b4c,1,True,1,True,1,True,1,True,1,True,1,True
3e974cac1d4830a82127c69504050609003cd5cd319202da4e48e1ae37fb7efd,conv-42,73,3,targeted,824ffac87a6c42f59009a9a9995e77d346c2d00e0c3873509bfb57c6d59c1002,1,True,1,True,1,True,1,True,1,True,1,True
8196d9a50d8d2edeeb2934babfac6d1d92a399d5f581d996449942b57c6b19f5,conv-42,74,1,breadth,297ec0c4ebddd3b4164e2181f637bb2559c8a97e388dcce7f0de0e8b9a8f8942|2e7fc0c697d0672185361eb46dbf85cc477c664742c13fc223524e7aff235098|5001d46efb514f6cfc0dcb83287e0fe6e609352fa5824b5893d348b706ef6b01|514ea75a6a950125ff02a50426465d90a689f818aa65f2f79cefed24e5970727|8ccc0be6d30c762896d112cfefdc961d219ced6d88823d4ca5b54a21b927fdb4|e672dc1c6fc0e52e14bc36411575a922245882bf84a1af20d224b9b4dc117eeb,2,False,3,False,1,False,2,False,1,False,2,False
195cfa723f63a3c2c8be971c057ed1b2ee706b9183aad19e1c4b3cc442496d32,conv-42,75,1,other,2974004e884f22fa8abaa3567bb137d2e037baeba76f4f1fee71d2e0b4820feb|b9602ccb6c8d80ed0fb73bc5e8a31904f91072e524511b0845044f7481aa0ce0|d17ca82872f355d44d5bd73f98fa48cc574ecca7c5625b6927832c84920b409b|f1bd5211586c0f2c64761438cb7f4613d091e1591fd927612630053eb1ba0b7b,3,False,4,True,2,False,4,True,3,False,3,False
f7bea5cf0138b778f6df3c9bd4a9ca109fdb22adfb55cd72b8d2efbaca5c1f84,conv-42,76,1,other,07eba064a2b57100bafb68a4630a6b526877331426a19eb2a24f81e258443f66|faa25746ffee7f2227a5fdaf40c3bd9aebe22f65256deea74325ba57edf4e9e2,2,True,2,True,2,True,2,True,2,True,2,True
b469ca4c2ec1adc42a8f2d3962cfdb374bc3574d2d64572a3ecdab5f37661fef,conv-42,77,2,targeted,93444c6dbba151119e22ffa498dca7ebd1436b3ed8106cea7cd07ee5a4526ee0,1,True,1,True,1,True,1,True,1,True,1,True
a41adcff1f3869760da18c4161fb06ce0ef820aab2706c20004ecf9fd3016d82,conv-42,78,1,breadth,25df0f65bd4710b3bd80ec72c9b5af8bb1b00b89530b287203b4c745bcea64e4|7015540932ccfdbb744ce3326bb0a71d85acee9e2e4b6fa27ce3dcd25a1908a7|8e3b537a4f24cefbc1cacae4a19a988473a4d65009261a0960ba56eaa6011de4|93444c6dbba151119e22ffa498dca7ebd1436b3ed8106cea7cd07ee5a4526ee0|a353cf10e59367154f4fb004a2dfc48a88ad55e2d62933544a1120318f1f020c|aca572316d5093f52e2a80cd7d280efe8d07aadecfa8c8d276b3a0f676d4f753|c078b513e93519df820fa7ebf3f6649184432f93ed320fee5045adc900b4ea3f|d71e9425cae1d1b6bf6eb72b165cc8d17424d80f97f5ad07e28b0371c251ce45|d9570a3bfac8d8eaa38762fb7a82f281ddbcc748abaa8be2552984bac79bf1a7,9,True,9,True,9,True,9,True,9,True,9,True
c0be5dc5bb6a516c1deed9f06c5c9cac280f332ce134f31733e55c3dbd4bb891,conv-42,79,1,breadth,4aaf7dab68ceba2f9a1c495a121c4f76ea95f5009ddd3dedace72ab7daca6a55|6cc62064d11e8ea27b2230d2cddbab8cdc57d067a860723ba876e2db2c3d7b58|87f2f344f1c307a7e893ed7364c13f5c3e91c4fd99be522ebb4388c72cbec607|d32b72e133cb738b10be1fec97a962766491c767a17ae51ac10db096eb37d22c,3,False,3,False,3,False,4,True,3,False,4,True
440de6a51273a11240f18b288c4c37ec9227a46197abb84f3660f78eabf8c0d8,conv-42,80,1,breadth,25df0f65bd4710b3bd80ec72c9b5af8bb1b00b89530b287203b4c745bcea64e4|7015540932ccfdbb744ce3326bb0a71d85acee9e2e4b6fa27ce3dcd25a1908a7|8e3b537a4f24cefbc1cacae4a19a988473a4d65009261a0960ba56eaa6011de4|93444c6dbba151119e22ffa498dca7ebd1436b3ed8106cea7cd07ee5a4526ee0|aca572316d5093f52e2a80cd7d280efe8d07aadecfa8c8d276b3a0f676d4f753|d71e9425cae1d1b6bf6eb72b165cc8d17424d80f97f5ad07e28b0371c251ce45|d9570a3bfac8d8eaa38762fb7a82f281ddbcc748abaa8be2552984bac79bf1a7,7,True,7,True,7,True,7,True,7,True,7,True
e8d5aa16ecb8323e9e87ee9d1e05ff19890b5c80fd9d011ac3cb7bb7eb167d4b,conv-42,81,1,breadth,05910d415ed0f96b2d286b778dcc4dae64f54ebddb2b1a3afc4439b9f7f18f2d|5c397bef77040a2860cc8f4c63b200ee65ee2cb2e0876205ef6bbe053d159036|693aade2cec1588ded7971c66b806abb744980d13462adb1cba22d5e214724b0|950431c965b11871fc238f6d6ec697d9cf40b7eb75540a1ec45141486b04b3c4|aca572316d5093f52e2a80cd7d280efe8d07aadecfa8c8d276b3a0f676d4f753|c078b513e93519df820fa7ebf3f6649184432f93ed320fee5045adc900b4ea3f|d0ab04123184c1d9cd529176a009ef1be1d958c026fe5a1915f6cb1558a118bc|f1207e7ec7a8f10e34497a6b38bb449ccd9af50d2ee036465db65aff682a87de|faa25746ffee7f2227a5fdaf40c3bd9aebe22f65256deea74325ba57edf4e9e2,6,False,7,False,7,False,7,False,6,False,7,False
10e2a14d5ba7ec84d1a88b21897a015f3df7af04f811ade630ebb4b5b1cad17d,conv-42,82,1,other,843df2ea403970f2087a2d5532eb1fef5f9da65f956f8e4638d64c445a4f9153|b9602ccb6c8d80ed0fb73bc5e8a31904f91072e524511b0845044f7481aa0ce0,1,False,1,False,1,False,2,True,1,False,2,True
953e6f03e72f7983c8c6fffcea9b4a247694f0c81f9525a7797e1d427ebd2bc9,conv-42,83,1,breadth,07eba064a2b57100bafb68a4630a6b526877331426a19eb2a24f81e258443f66|367ddec67f9670d27034f8f509704df53672089c894d2f1539ae592a9e1f4fd2|5cce9d75c4901a3a85952541f670d0f44091eea4d85ef6963f7531264598cecb,3,True,3,True,2,False,3,True,3,True,3,True
62073229c03f67ec206128dddfff6c3e9a733a9af543c4d6e68cce576e41a063,conv-42,84,3,other,76309dcd2e1acd2b58f519d7da8f2d049a73d2c830bfca6e0b52968394ecd9ef|c078b513e93519df820fa7ebf3f6649184432f93ed320fee5045adc900b4ea3f,1,False,2,True,2,True,2,True,2,True,2,True
dcf003086f310b982a492c8fbcb4c863a9e442e4499aaec84f1a68bc579cbfdd,conv-42,85,3,targeted,dcb2363504e3dc4d2b5127a32f06fc3f560a99e33df44503827c18d1138140c2,1,True,1,True,1,True,1,True,1,True,1,True
3fe9fe73a2c84757f08e8194a36ba074e353962b4a58c3d280bef56cc4a61327,conv-42,86,2,targeted,74ce0fb67effbba85b00511fc57b5f678d64af6f5f38d7c24e0042c0331d614c,1,True,1,True,1,True,1,True,1,True,1,True
fc39bd31a145fc95bd88e759331e054c430434359bc870b590201bdad1987653,conv-42,87,3,targeted,74ce0fb67effbba85b00511fc57b5f678d64af6f5f38d7c24e0042c0331d614c,0,False,0,False,0,False,0,False,0,False,1,True
1e989154811fb99819e2e13e2df4e0fadb11c5856fe60f9984b06e1b44d11f00,conv-42,89,4,other,5a5c824d7deedd75c9afd899518fd39e1a36deedb7c10d6cacaa2b2bcedc7fc5|daf20b49a5b33f79ba673d45dd27d2ba37b2be3599ab68775ba31c15896dc059,2,True,2,True,2,True,2,True,2,True,2,True
a32826014d81d1c187660c43433565eeaa74d9ab2793fb27a736c44b30a3050e,conv-42,90,4,targeted,0947a82f2c724837223f2b2135392e8a8e98827b374359d30056f1cab4e7864a,1,True,1,True,1,True,1,True,1,True,1,True
8d65e60f881387322dd26db1fb9262b408649c6bec70f6d39d4bd572c3d0d768,conv-42,91,4,targeted,e05bb22b58917d5280158a4498c693974aa75088ddf3ca00f99ce4b746d80fd2,1,True,1,True,1,True,1,True,1,True,1,True
8d6ac8b55d5e0454c70627450fc34b91086e090a98e6d62d1635f7f646c34161,conv-42,92,4,targeted,b2a410a7cd45c08fc0f284fcb0c8f0f3c03d8c15d093767bd038878192b095f2,0,False,1,True,0,False,1,True,1,True,1,True
2093c9aa76d6ac319e9d56a97c52e2ee64ecce996626f3e6754a131ad226e8e9,conv-42,93,4,other,82ac2d30ae5c706e3c85732edb36d67857ce71477a82401fde5b7c50cab50c2a|93444c6dbba151119e22ffa498dca7ebd1436b3ed8106cea7cd07ee5a4526ee0,2,True,2,True,2,True,2,True,2,True,2,True
8832212f6fa8c327c297d50f380df09b24548076ca57c151468113867ee5ab88,conv-42,94,4,targeted,6cc62064d11e8ea27b2230d2cddbab8cdc57d067a860723ba876e2db2c3d7b58,1,True,1,True,1,True,1,True,1,True,1,True
cb7715e53ea093ad22321befca2052267a9748b8bcf6e853043deea41e974741,conv-42,95,4,other,215b51797fb06517cbaa37cf9133da61c00223dd7f5da633bac6f3d45a37b522|e85c01d0278a469549e23f008f84c1af55d296ce6ec244ddba0698e33a2e0590,2,True,2,True,2,True,2,True,2,True,2,True
c45231a551790010b1d752977c4d922da96ae1ea55086a07f8b645855e4f2e1f,conv-42,96,4,targeted,6ae72981ce0882c5d7e1cb51b97fb94368bb809b4fc76f829b55b20a5ec6027c,1,True,1,True,1,True,1,True,1,True,1,True
4e91f5738d80a26d3351df6d5a280e9036686a86dd89514b17c13abfa5442eff,conv-42,97,4,targeted,4aaf7dab68ceba2f9a1c495a121c4f76ea95f5009ddd3dedace72ab7daca6a55,1,True,1,True,1,True,1,True,1,True,1,True
300b1be42895da46ca1a94a4f988a69f1ed278fab5e27e452a256c39d452d648,conv-42,98,4,targeted,45c4b58b5b16e04311498a897aebfbcb75c4ad87c040c793a792c7134c16b009,1,True,1,True,0,False,1,True,1,True,1,True
62fdd8f715348602c02d07a0f9d46c81ee06f8a2edad57c7537b8137a4dba7f3,conv-42,99,4,targeted,195c18972f3a265ba3b1cfd60e691b778465c454b25ab94cda94ad434e6c9fdb,1,True,1,True,1,True,1,True,1,True,1,True
005b260e6c1b09927f1090a1e1408f63b1a1b6959848c6f06905b11983b582e2,conv-42,100,4,targeted,ff480a93d3c5d1211fac64f1331fe4b2ad9812cb2ee7f0f94cad7377b3c75738,1,True,1,True,1,True,1,True,1,True,1,True
1be78c5357bc8478553131dcacaf2db0b7743c1a4e176014fe70ee5a6e2954bd,conv-42,101,4,targeted,16d3fa9cf30926ea2198ef636b0820a81b0a5405c0d83062a5095b5d4381ef97,1,True,1,True,1,True,1,True,1,True,1,True
3cdc893d056ef2fc084ae55d5213247db130e6c9eb53ef87bf3ab60052bc7551,conv-42,102,4,targeted,2974004e884f22fa8abaa3567bb137d2e037baeba76f4f1fee71d2e0b4820feb,1,True,1,True,1,True,1,True,1,True,1,True
