question_id,question_content_sha256,sample_id,source_index,category,resolved_evidence_count,unresolved_evidence_count,complete_evaluable,evidence_episodes,flat_best_evidence_rank,flat_worst_evidence_rank,budget_chars,dual_budget_chars,flat_complete,flat_any,flat_delivered,flat_evidence_delivered,tiered_complete,tiered_any,tiered_delivered,tiered_evidence_delivered,dual_complete,dual_any,dual_delivered,dual_evidence_delivered,dual_ranked_complete,dual_ranked_any,dual_ranked_delivered,dual_ranked_evidence_delivered,flat_chars,tiered_chars,dual_chars,dual_ranked_chars,tiered_recency,tiered_k,tiered_coverage,dual_recency,dual_k,dual_coverage,dual_ranked_k,dual_ranked_coverage,tiered_evidence_tiers,dual_evidence_tiers,dual_ranked_evidence_tiers
da6e5c88bd91060affe76e0d39a4da54e534882f91513f02e57e1e4eea7b560c,62ff72e4cf7e5b5985aa8bde340b7a71d29390f70d9bff64819f02af060e1331,conv-41,171,5,1,0,True,1,13,13,16000,16000,True,True,47,1,False,False,50,0,False,False,49,0,True,True,47,1,15959,15945,15952,15959,32,18,0,0,49,0,47,0,,,k
425cfd4098acbcfbe34bf2261fa6549fe1ecc5fe7a53e0780cccbcddabfa17d7,cf4ba1d522196def803495a91222aa236adc2e579b38790ad6e865f2fa957125,conv-41,172,5,1,0,True,1,1,1,16000,16000,True,True,45,1,False,False,47,0,False,False,45,0,True,True,45,1,15895,15948,15946,15895,32,15,0,0,45,0,45,0,,,k
386f07d456508f3454e94ca12adb2aed5f0d543a45b70821c49f1a891bc1e46f,e89e0b139739156ef1bdb66fc8e6f6e3c351de29bbd4c5cc53cc65b324b922be,conv-41,173,5,1,0,True,1,2,2,16000,16000,True,True,43,1,False,False,48,0,True,True,43,1,True,True,43,1,15949,15937,15794,15794,32,16,0,0,39,4,39,4,,k,k
2d37977f7edc43555a40a46e82c1e46a985e4feac6ef16b44dfc24f8b39b2c7a,d75b12e2e8e843ceccc575b4aa9ce658182960f06d3d2cd9d4d70b7172eaeb2a,conv-41,174,5,1,0,True,1,1,1,16000,16000,True,True,50,1,False,False,48,0,False,False,47,0,True,True,50,1,15897,15900,15884,15897,32,16,0,0,47,0,50,0,,,k
deb319cdfa720c9d252c5465f4a89184747ba61746b46f6ee369a4d6e01202b2,8130a0eda29dd2061db47780ff1d5b16434e33835c71e091b4c38f17ef399659,conv-41,175,5,1,0,True,1,3,3,16000,16000,True,True,46,1,False,False,49,0,False,False,49,0,True,True,46,1,15898,15910,15964,15898,32,17,0,0,49,0,46,0,,,k
0ec54f3a06fd79fb0add4f940b8652bf92930cf3adceff2c7f2f6d0335af524a,2864cea208461d8c3f8e9c7d54290bce675002d63718543ea989a2c708fe2a46,conv-41,176,5,1,0,True,1,5,5,16000,16000,True,True,44,1,False,False,46,0,True,True,43,1,True,True,44,1,15923,15895,15953,15923,32,14,0,0,43,0,44,0,,k,k
bcdf3968c8368ad332cdb696ec6d703bdd366aea53702734e08ba394fc2d9edc,e2d8a5f60985a5ce49dadefd28c8455bb75d289298407fa2d522b269de1442a1,conv-41,177,5,1,0,True,1,8,8,16000,16000,True,True,47,1,False,False,47,0,False,False,45,0,True,True,47,1,15981,15972,15979,15981,32,15,0,0,45,0,47,0,,,k
96f415aea72aff09c8c2a31b5a8d4be6ccd8b5ea1d3d0e8e28185002165792bd,17dcf903d361895cbdf57e36131ef573f685a3c76ae9107d8d91f7ee2a1ab2ed,conv-41,178,5,1,0,True,1,1,1,16000,16000,True,True,41,1,False,False,48,0,True,True,42,1,True,True,41,1,15969,15999,15995,15969,32,16,0,0,42,0,41,0,,k,k
e8ac473c2552deec0e3b2e2ba081acda38d95f2df6e07cf76b49f316960a7dd8,6e2b5bdae7d20b17e0007690b7986596f1803b0e9c8ce6ce506d2cf521fad047,conv-41,179,5,1,0,True,1,1,1,16000,16000,True,True,43,1,True,True,47,1,True,True,43,1,True,True,43,1,15974,15944,15984,15984,32,6,9,0,6,37,6,37,k,k,k
f0901fd845d598a9a2576b6afc3e5ac69f4058a235d8c9993f5d3471be855c17,78ea29cc2f1d8ca209c0a27a6135a9c26672b097c664449237cfdf9a0d1cf6ee,conv-41,180,5,1,0,True,1,5,5,16000,16000,True,True,47,1,False,False,48,0,True,True,47,1,True,True,47,1,15969,15943,15871,15871,32,16,0,0,45,2,45,2,,k,k
70588b7ccfe6e35bed12f5c0613ceb3fdb8950468d3f3b63b7d30d8688782076,9a9b726b6ad316b20ff7af5356b62b54c70f66ac8ac20b26ddbffbd17591e84e,conv-41,181,5,1,0,True,1,5,5,16000,16000,True,True,44,1,False,False,47,0,False,False,43,0,True,True,44,1,15965,15964,15880,15965,32,15,0,0,43,0,44,0,,,k
1097b5b3e426b9e4489841fb10cc5a032d318d7a5f70706cbfea495216f73d87,564cd7180677481260cc9a645501b5206191e9d937286b426d31223b7324b958,conv-41,182,5,1,0,True,1,7,7,16000,16000,True,True,43,1,False,False,48,0,False,False,45,0,True,True,43,1,15932,15957,15945,15932,32,16,0,0,44,1,43,0,,,k
d01af9d24d967a55b000f5742462f5cfac03fefb77ffb7e5df954438fc3d1daa,bb2516852b229ddea0334d69abf7f8f6e96619bfe529ab49a5b9c6c5c39adc21,conv-41,183,5,1,0,True,1,2,2,16000,16000,True,True,43,1,False,False,47,0,True,True,43,1,True,True,43,1,15946,15862,15966,15966,32,15,0,0,34,9,34,9,,k,k
bd9d53104b0f2f294a88f58d1eba886e489bd6be940cd453c03ba8f8f1bbf00e,d98e215cd2c64ac17afd58818d869d31a90057b694ca8c89ede1231e3c8be630,conv-41,184,5,1,0,True,1,5,5,16000,16000,True,True,50,1,False,False,48,0,False,False,47,0,True,True,50,1,15922,15959,15927,15922,32,16,0,0,47,0,50,0,,,k
dae3baaa75e838b94081ce10c8efb2738001d431dad1e32e864eb3773ba75567,92baa941d84ed32d36286f115f94d789c258d57950e69396b8d5463abd381195,conv-41,185,5,1,0,True,1,1,1,16000,16000,True,True,48,1,False,False,49,0,True,True,46,1,True,True,46,1,15918,15984,15963,15963,32,16,1,0,23,23,23,23,,k,k
c99ccfb5c495f3e0781d231475926ca9326e3a9eb267a45d12e6eb584103165b,e64896fa77dd363b65c3d1fb81b9cc23a939eeff70e51c3c10551a3a3c7da55f,conv-41,186,5,1,0,True,1,1,1,16000,16000,True,True,42,1,False,False,47,0,False,False,43,0,True,True,42,1,15968,15995,15833,15968,32,15,0,0,43,0,42,0,,,k
9bdb58cacbe123fc8477bd8dad46d6859873eadf2b3108070c8407488145abca,03331f7a2b460ed516b17650e30d791e11e1f79bc42774fe8066d47e526bc38a,conv-41,187,5,1,0,True,1,1,1,16000,16000,True,True,42,1,False,False,48,0,False,False,44,0,True,True,42,1,15991,15988,15950,15991,32,15,1,0,44,0,42,0,,,k
14d6db8eb4426e84c82cbb5d3f7657258779ab1c3459fbf2df77cf66b0dbdc07,1893a3b5a4645e8012d265842536bcba752f493e6422355e8484b214f5a816f4,conv-41,188,5,1,0,True,1,1,1,16000,16000,True,True,41,1,False,False,45,0,True,True,41,1,True,True,41,1,15960,15996,15989,15989,32,13,0,0,19,22,19,22,,k,k
28986d1c91b557ad4641b447e028a1ea6a26eb55d9c69dae775b6fe737831a78,6e9b57a219d811b3bd26e3138da58ba29ad59e73024226e9e822d0736a8f73c3,conv-41,189,5,1,0,True,1,1,1,16000,16000,True,True,50,1,True,True,46,1,True,True,48,1,True,True,48,1,15995,15877,15966,15966,32,4,10,0,9,39,9,39,k,k,k
2975a3396b7dd430df3ef55400207a44a4aec6406161a6c8300ad2f36d587271,e62ddc5c742685850e4406344887356154074aadad7f92de9056e67625441361,conv-41,190,5,1,0,True,1,2,2,16000,16000,True,True,49,1,True,True,49,1,False,False,47,0,True,True,49,1,15941,15986,15908,15941,32,17,0,0,47,0,49,0,recency,,k
4801c349ac7695261ec54b7eee765ddd43f29326e72c3993dc1fb5af1de1ecd5,9ff38e2c8c7b93f17ee358494c6b5f3c2a20e00d9f007088b77bfa5d91c39827,conv-41,191,5,1,0,True,1,1,1,16000,16000,True,True,51,1,True,True,50,1,True,True,50,1,True,True,50,1,15917,15918,15920,15920,32,10,8,0,16,34,16,34,recency,k,k
046be73c80a11e8dce6b11c4d109649e88fefcefb88aa07cdc81640f55929f61,606355fb6187a5cef385778f9f47a7425e01a76c69bb252c2d0cb8a82d300ab4,conv-41,192,5,1,0,True,1,1,1,16000,16000,True,True,50,1,True,True,50,1,False,False,51,0,True,True,50,1,15967,15993,15984,15967,32,18,0,0,51,0,50,0,recency,,k
ee01995c1b6cbdbba001d03c049c1248cd1a924f616dfc95322b3715197916db,66ff57732c8bc9292ab0de307b8a7bd7598b1f730125711f91b1d8eb255668e9,conv-42,0,3,1,0,True,1,227,227,16000,16000,False,False,67,0,True,True,54,1,True,True,58,1,False,False,67,0,15921,15918,15965,15921,32,22,0,0,58,0,67,0,k,k,
71f9701e87037e560e74df0ea2c93cec9bed2d2326892f035c55b918a3c2c9a6,e7129530245fa2bd0172672400b1fb1a5a911d5c3ceab1765ea6b647957d9e75,conv-42,1,1,7,0,True,6,3,240,16000,16000,False,True,63,2,False,True,54,2,False,True,58,4,False,True,63,2,15999,15918,15991,15999,32,22,0,0,58,0,63,0,k,k,k
6e3bb239f06df0a600b8bbf2e3f260db4d5446d49ca2559cbe06f42f2b215547,66e1b9a2097c66567ec11ad1e4114db4c7b2d163ec7f2ade539c94ef9b1f01d5,conv-42,2,2,1,0,True,1,19,19,16000,16000,True,True,52,1,True,True,54,1,True,True,54,1,True,True,54,1,15940,15985,15920,15920,32,21,1,0,35,19,35,19,k,k,k
acc7d66ccbc2bf0942e6a202a0f5dd8c0e2baa2b477daf34c4b3788463ff63a8,27e96069040f72f5adfca5dc54d5440e3c3c34fdcca2c029b3a797fa38e5c564,conv-42,3,2,1,0,True,1,1,1,16000,16000,True,True,49,1,True,True,52,1,True,True,49,1,True,True,49,1,15988,15881,15863,15988,32,20,0,0,49,0,49,0,k,k,k
cb676b60c28a8e0690819d4d3a693005625ac7f3c913b22b56dcbb7217392154,efd31404ba7a0fb3b9f1ec053feef58c37cd540d6dca26468e144fea7d3134ce,conv-42,4,3,1,0,True,1,1,1,16000,16000,True,True,56,1,True,True,53,1,True,True,57,1,True,True,56,1,15981,15907,15971,15981,32,21,0,0,57,0,56,0,k,k,k
35f99c121434e8bea64ddb3b984645d990b4f9fc8c72a9ff45ede049973e5af3,49246203843444cb7eb5db4edd70a3740073e0ffc0fef9f2bdca1195473cb0c9,conv-42,5,1,2,0,True,2,1,30,16000,16000,True,True,52,2,True,True,54,2,True,True,58,2,True,True,52,2,15931,15956,15999,15931,32,22,0,0,58,0,52,0,k,k,k
a1cb1a7fba59dcaf7cb9bda5c851521458e65e91336d16e0ae07aee30dc59005,8a5d0672c585133b81980e1cf067d03d6180b9bdd4e4b924b9a64236b37db909,conv-42,6,2,1,0,True,1,9,9,16000,16000,True,True,58,1,True,True,56,1,True,True,64,1,True,True,58,1,15950,15967,15997,15950,32,24,0,0,64,0,58,0,k,k,k
6bc1d329177e9005a48fa9903e48f0af6815fe9e627be80b2bbbccce94707e71,62acf75f37b5d49af9ad7d99e20dd47b271655454a42a7e6bf5b85534f40b5ad,conv-42,7,2,1,0,True,1,1,1,16000,16000,True,True,47,1,True,True,50,1,True,True,48,1,True,True,47,1,15926,15956,15980,15926,32,18,0,0,48,0,47,0,k,k,k
de0c4c96e627b98e82a86b607deed6a4698022ed6a2e857ff6c8b00c0b1831dd,cc3d5a87249967374252439d1d711108adc92d1ed0b30d960704472770698cee,conv-42,8,2,1,0,True,1,23,23,16000,16000,True,True,57,1,True,True,54,1,True,True,64,1,True,True,57,1,15957,15968,15944,15957,32,22,0,0,64,0,57,0,k,k,k
d9e6cc466839a23c393d296e0d5a2a6d76a5a388245eba38b7eb200d117086de,301c2d7102b181cf5ab0167a47f412f4581051f081b0f374577a1ceadbd6cbfe,conv-42,9,2,1,0,True,1,14,14,16000,16000,True,True,50,1,True,True,50,1,True,True,50,1,True,True,50,1,15966,15986,15972,15966,32,18,0,0,50,0,50,0,k,k,k
7719b843d95bf3d2d41d858ac80a967b4340f9aa8786495df91a6cbeeaed956a,1305a8634446b9d8a1dff9f7120f1a5a42816c0b4a606680442eda5ee0bbce08,conv-42,10,1,2,0,True,2,2,3,16000,16000,True,True,46,2,True,True,52,2,True,True,55,2,True,True,46,2,15998,15919,15962,15998,32,20,0,0,55,0,46,0,k,k,k
30ff3f19496cf33ea772fd7a7ce88e60e4eaebec9a63cabed8cd4cd3cac57089,33c21ad4fa52e5dae42657bb822314fa54b562ece8d0a3bf59189eb7ecf3dbf4,conv-42,11,1,3,0,True,3,2,74,16000,16000,False,True,60,2,False,True,52,1,True,True,59,3,False,True,60,2,15989,15942,15984,15989,32,20,0,0,59,0,60,0,k,k,k
ae4eee9024208674fa84ce8f87d4025a3589596b49cfc23422ec70a8e0e0f3db,a5e0e992219da8d6d9a9629bc8ba6c47d860614486cb3c181ba9266bb080c588,conv-42,12,3,2,0,True,2,2,6,16000,16000,True,True,53,2,True,True,51,2,True,True,52,2,True,True,52,2,15958,15979,15927,15927,32,11,8,0,12,40,12,40,k,k,k
1c3308d6422cf507ebf3f87ea9173d770bb76bc6dfa83bb78458767625015eee,f3104125a0b7d10e41d15d8eeaef281801ef1bc00061b6fbd6838a61628a8589,conv-42,13,2,1,0,True,1,1,1,16000,16000,True,True,47,1,False,False,51,0,True,True,50,1,True,True,47,1,15962,15997,15995,15962,32,19,0,0,50,0,47,0,,k,k
ea53edf2240b88e8643025451bf8b0a91e4673ebee8a947749c64e3bef02e8a1,474246ed8448553d1bfdddeccbc210f8b3be21adf37dbf6ffcf855f17e5eccc3,conv-42,14,3,1,0,True,1,43,43,16000,16000,True,True,68,1,False,False,54,0,False,False,59,0,True,True,68,1,16000,15935,15993,16000,32,22,0,0,59,0,68,0,,,k
e752b2d87587dfb68ed870ec668580b7ca0465a265eb75cd05c69326300083e2,df58f5eaadafde51bde5993e163f5269b963d9e1fd370b32f85cd7f411fa92cf,conv-42,15,2,1,0,True,1,1,1,16000,16000,True,True,64,1,False,False,56,0,True,True,65,1,True,True,64,1,16000,15955,15915,16000,32,24,0,0,65,0,64,0,,k,k
3c852f35c591afeec27ccb5a7906bf584426005cc24dd576609e7ba148dc84fe,6116527ae0e8b7763c8030a031e0192c2056c5b0df3470a749348b03ef5a3131,conv-42,16,2,2,0,True,2,1,26,16000,16000,True,True,59,2,True,True,54,2,True,True,58,2,True,True,58,2,15931,15978,15995,15833,32,22,0,0,58,0,58,0,k,k,k
62911317e28bfb6a246149bc470d9820366190e417d5f99e8af994964b0dcee1,178f3f414dcf288a659d3eda8481359966ae439ca7ce4efda7273fe13144821d,conv-42,17,2,1,0,True,1,71,71,16000,16000,False,False,55,0,False,False,51,0,False,False,55,0,False,False,55,0,15918,15937,15996,15996,32,19,0,0,34,21,34,21,,,
2462636072dd6703ad03370bef3fdee5afe71747034c66438d114c607ce9e1c3,ccfac269d8d6c7c62d1ff6b5372ce95cd976eda8b18eccd0b0afcef03bbd113e,conv-42,18,2,1,0,True,1,5,5,16000,16000,True,True,57,1,False,False,51,0,True,True,56,1,True,True,57,1,15949,15966,15937,15949,32,19,0,0,56,0,57,0,,k,k
7b8560cc2b221e25f260244375db06c72926e78359473f40b9cf09d69eb15030,2a1524c750413af04f3999a517128efd9c444ff9b8c81ca497a848ba131b8964,conv-42,19,1,2,0,True,2,1,2,16000,16000,True,True,54,2,True,True,52,2,True,True,53,2,True,True,53,2,15963,15966,15927,15927,32,20,0,0,23,30,23,30,k,k,k
47b387fb0b897623fad30bb25a69685435cb8b216d3cbbeaf23265ca5bd19964,9fd65bc532ec70a30c74eab115a8157ea5cc219b1382cbe83e89e6a5f7887bd2,conv-42,20,2,1,0,True,1,1,1,16000,16000,True,True,62,1,False,False,55,0,True,True,63,1,True,True,62,1,15926,15991,15890,15926,32,23,0,0,63,0,62,0,,k,k
058c21128650279b721a539cf1ce5970b7e5d7b7ee3fc5a4bb4059659cc10ac5,b35122dfc53f026c7db9275eb8ca10ddc70a8f5cd550019d95c02ba22c95d3f9,conv-42,21,2,1,0,True,1,1,1,16000,16000,True,True,60,1,True,True,55,1,True,True,60,1,True,True,60,1,15964,15990,15999,15999,32,23,0,0,45,15,45,15,k,k,k
3e2b00c1068787d149a352fdbd75da29bf102cb1c78e2ab989abc1f93d02d54c,84d6cc9d24216029e13a7a9886cc34b44aa6d6befbe03f32cd9221712d946823,conv-42,22,2,2,0,True,1,46,46,16000,16000,False,False,45,0,False,False,50,0,True,True,45,1,False,False,45,0,15945,15972,15926,15945,32,18,0,0,45,0,45,0,,k,
23aa5a9cc2a9e022d953c26f48405defdf132d357997553f484011f7cef60dcd,e1e2c08cdcbfd9ac2186e2e7b090da8c400886fed70e00c38ebcbf3cb2e516fc,conv-42,23,1,5,0,True,5,1,12,16000,16000,True,True,48,5,False,True,49,3,True,True,50,5,True,True,50,5,15964,15964,15985,15985,32,17,0,0,34,16,34,16,k,k,k
8de8ac65359adb78c1d480e238341027a250dc2c52615a95c48bff92378331c5,944040f4ab63c01c5bd000ed4cc7ec6a018c253e759046bbcae833bf192b3f48,conv-42,24,2,1,0,True,1,4,4,16000,16000,True,True,56,1,False,False,56,0,False,False,62,0,True,True,56,1,15953,15976,15999,15953,32,24,0,0,62,0,56,0,,,k
279cb8014f0fd09e2f49013cf5e31b786a46f9bf7f163fd93b229bae8e3fa55f,33cb0250fda0b04ce52606ea604a6f2a925ea50340e83b7002b8f9786cdf91be,conv-42,25,2,1,0,True,1,2,2,16000,16000,True,True,59,1,False,False,53,0,True,True,57,1,True,True,57,1,15986,15921,15971,15971,32,21,0,0,37,20,37,20,,k,k
23378a83b8d403396793024a4363e3dbe42fae73998824c3794b27aaaa38b39a,83d0f226b117e63424802b008b92430cf448792d58ef722d46f68738ffd9d996,conv-42,26,2,1,0,True,1,10,10,16000,16000,True,True,57,1,True,True,55,1,True,True,56,1,True,True,56,1,15916,16000,15951,15951,32,22,1,0,35,21,35,21,k,k,k
fb118ca3cd7adf8790322ef7bcad6f0445fd1b5c71dfc91922e4664488e0f096,f2cd0bb13aa187c17dad7eb1364ae6329fe049d2137cac7d2ddede4eadd98b76,conv-42,27,1,2,0,True,2,2,8,16000,16000,True,True,48,2,False,True,52,1,False,True,51,1,True,True,48,2,15944,15937,15948,15944,32,20,0,0,51,0,48,0,k,k,k
d174ee73f64accbbde07f7b69ca9b88e873a754f0c1638caab57b6550ae207cf,c7b2a44950099d2607af68438b0c78b9b0b9d7e793b171116c6a3ceea3c8468d,conv-42,28,2,1,0,True,1,1,1,16000,16000,True,True,54,1,False,False,55,0,False,False,60,0,True,True,54,1,15966,15938,15968,15966,32,23,0,0,60,0,54,0,,,k
68db0e898dba0f4eefbafb66d86125fae4c9b83d6e1264b60347dcd965e805c0,eb1537af3f1b55b4077901be89856a75daf6af93c3921202cfa6fd7f36f3b7d5,conv-42,29,2,1,0,True,1,5,5,16000,16000,True,True,66,1,False,False,54,0,False,False,59,0,True,True,66,1,15990,15962,15985,15990,32,22,0,0,59,0,66,0,,,k
7fd147b3cb2deb3677b72ea650c8453b67ff7f6a2e84e36d1d887c7a14608c85,f0d962c4da6133b8fe775c49a874989cfc30f5aa0ba94dfcf76a3a573a46e3d1,conv-42,30,1,4,0,True,4,3,55,16000,16000,False,True,50,3,False,True,55,1,False,True,54,1,False,True,50,3,15920,15993,15924,15920,32,23,0,0,54,0,50,0,k,k,k
c49905113defb259264bcc83e74a524fd1e3f6815c4d81d8e3857a537da3120e,7f2f60e2027c9411e8cf1f40130cdd0ae0bb55c05e15156bcf1330cdb8b727f0,conv-42,31,2,1,0,True,1,3,3,16000,16000,True,True,49,1,False,False,52,0,True,True,49,1,True,True,49,1,15935,15878,15977,15977,32,20,0,0,47,2,47,2,,k,k
d336ecd481507b2632f26e04a91096b67fb0d26d8b4a74ba7fb8cee347a0b078,fe15f66de939a97c2cb3defdf68525c4289148525ef86c35d94a1072314bedd1,conv-42,32,2,1,0,True,1,2,2,16000,16000,True,True,56,1,True,True,51,1,True,True,53,1,True,True,53,1,15988,15967,15944,15944,32,7,12,0,7,46,7,46,k,k,k
fbc3c2230fafc70559c8b505c82a51565e376972d8c5d923e85cdf989751c53f,9e70a160fd5908cf482e21377034c46ce1f4d9aa8418e1482ab5f6f4451dbee8,conv-42,33,2,1,0,True,1,1,1,16000,16000,True,True,60,1,False,False,55,0,True,True,59,1,True,True,59,1,15960,15906,15832,15832,32,23,0,0,55,4,55,4,,k,k
351a45c5455d0b869a0a5002511ee4a99fe6876b4015a46c155bd22d3b0cf361,fae9d39fe47fd2e44c4974cdce9f7026899e924599714482d7b2f2cfcb9d2043,conv-42,34,1,3,0,True,3,28,166,16000,16000,False,True,65,1,False,False,54,0,False,True,58,1,False,True,65,1,15993,15918,15999,15993,32,22,0,0,58,0,65,0,,k,k
37caa40b6f5651d328ec986771e081a246bb2922e1ba7f34c3d8caeb57049351,446c35c58ff5ea76c98fb6c1e874ab539cce7c7acd92e1012668e0748c556195,conv-42,35,2,1,0,True,1,1,1,16000,16000,True,True,55,1,False,False,55,0,False,False,59,0,True,True,55,1,15994,15962,15986,15994,32,23,0,0,59,0,55,0,,,k
64e790cf119943f76e4e7d40557d263730525613f693825a930b4b9b85605ae8,b4ccc31f169413b36a49f9611dfb3fb4647982d0bf60847aa9253a26a9d76cc8,conv-42,36,2,1,0,True,1,4,4,16000,16000,True,True,48,1,False,False,50,0,True,True,49,1,True,True,48,1,15966,15902,15928,15966,32,18,0,0,48,1,47,1,,k,k
de597f5a520c1f0163d111f45cd6fac702d16f0cbcb50072f3fb03a8aa7fae46,21e2c872466e04f94a30bb66a6703920b8c50a11d8d754c0bf7221ffdbf30234,conv-42,37,2,1,0,True,1,1,1,16000,16000,True,True,55,1,False,False,54,0,True,True,55,1,True,True,54,1,15949,15939,15990,15852,32,22,0,0,55,0,54,0,,k,k
52cc5d919bdffd019b5d2a6e48ea04b3f08657cc2efb2390e547e7588a55e591,9f62a11a8f498af471532d2ee335a3e20b889bb9fce57d9282fa000301bf7829,conv-42,38,2,1,0,True,1,42,42,16000,16000,True,True,53,1,False,False,54,0,True,True,53,1,True,True,53,1,16000,15991,15850,16000,32,22,0,0,53,0,53,0,,k,k
730881879250923598d7f1bd2c315875fd1db0fc9e5b551e1805f6bb5f9ec9e0,75894040d3f2d97d1fd708ad8b1ff829b7bc88cea2ea320bbf39895474e1b02d,conv-42,39,2,1,0,True,1,3,3,16000,16000,True,True,58,1,False,False,54,0,False,False,60,0,True,True,58,1,15948,15918,15955,15948,32,22,0,0,60,0,58,0,,,k
1e93729add74f35e816e8dddb6000ad8f6b3e8cb6e832734325e43cbf8aaa4b4,1772a808c8fd07c85447a9d8bcfb0f296e5b150854f27a55941d36bc80a2f462,conv-42,40,2,1,0,True,1,1,1,16000,16000,True,True,61,1,False,False,55,0,True,True,60,1,True,True,60,1,15998,15999,15977,15913,32,23,0,0,60,0,60,0,,k,k
ecb6bdcd037c1c2abca380593f7accf9acd56280196add1f5d47ec790c08b58b,368679f32fb4d93d652ff2ec4631837db40e8bf2edec9d0571beadc493d2c24f,conv-42,41,2,1,0,True,1,11,11,16000,16000,True,True,56,1,False,False,54,0,True,True,56,1,True,True,56,1,15963,15871,15964,15963,32,22,0,0,56,0,56,0,,k,k
8fa3b13d692e80acac81f8e0a73f280687f7a3be4547c9cb2bd9f35cefe87cba,e153a93b34b67d7c40c818e66a5aff89e28ca676da269ac25ba354da62a10f6b,conv-42,42,1,3,0,True,3,16,95,16000,16000,False,True,62,2,False,False,54,0,False,True,58,1,False,True,62,2,15918,15939,15991,15918,32,22,0,0,58,0,62,0,,k,k
54e9604bb28c4edd66f145907620d52556398916b2c85ec7d8979289c05dfbbe,3a11449dba58c07f7386e8287b33a00bae6a20679206cc964ac5c05bfe751be0,conv-42,43,2,2,0,True,2,3,6,16000,16000,True,True,46,2,False,False,51,0,True,True,48,2,True,True,46,2,15940,15998,15987,15940,32,19,0,0,47,1,46,0,,k,k
af2d0a34fee6fd029bdd1c4d786dae84fc1380c357d4c88920be408d147cbcca,0332b1cdfa09a8e68ac22d62b017a4cc72fa1bab2c00ab881a99d9e59b019894,conv-42,44,2,1,0,True,1,23,23,16000,16000,True,True,48,1,False,False,54,0,True,True,56,1,True,True,48,1,15994,15936,15957,15994,32,22,0,0,56,0,48,0,,k,k
56ef6dd634e505a6042446b520c32a554de19f4701fc259b9b7d5c6312ba8024,84820ad74a596bc927bb3c764437eb6075d20e8116c4b1e8b9532a4b5db3658e,conv-42,45,2,1,0,True,1,2,2,16000,16000,True,True,43,1,False,False,50,0,True,True,44,1,True,True,43,1,15929,15862,15872,15929,32,18,0,0,44,0,43,0,,k,k
ba9d8027860573aeaeed0cd07013fbbc925e7e0113182298e78395925e538661,4616357278ca9cdd996707cbba4e070935df2e97af1ebdb66469cb0bf09d5a49,conv-42,46,1,2,0,True,2,5,26,16000,16000,True,True,53,2,False,False,57,0,False,True,62,1,True,True,53,2,15976,15994,15988,15976,32,25,0,0,62,0,53,0,,k,k
c67cf4f99d135e595767179cca1cce876cad4e3bba1d5d594e32e3d2dab8fe8b,43380e5a0425fe9e8917052c4638264bb04208d386569e484b3a341db2721c51,conv-42,47,1,2,0,True,2,2,49,16000,16000,True,True,59,2,False,False,54,0,False,False,58,0,True,True,59,2,15919,15925,15989,15919,32,22,0,0,58,0,59,0,,,k
1c4c72388a8e0930c9170c91f62326f682378a011616663a11d659fd7c47701b,549e096be8bb9e56179611d15e5288284cec3243928ae27e33f4c2255bd0868d,conv-42,48,2,1,0,True,1,1,1,16000,16000,True,True,57,1,False,False,57,0,False,False,61,0,True,True,57,1,15949,15982,15999,15949,32,25,0,0,61,0,57,0,,,k
b0e0b32158697ba79d23a6cd8cd336e3eec9bc2e3c8247c9074b3184c5829c28,d6e2afaf3318c13826c230c8580c2731c44990c00fb7335890ec7dfd75ddbc0b,conv-42,49,1,2,0,True,2,2,6,16000,16000,True,True,48,2,False,True,49,1,True,True,47,2,True,True,47,2,15986,15985,15998,15998,32,17,0,0,31,16,31,16,k,k,k
2715207fe1f1624f541d0f192be48380020e8221d1cf9482fdc3a024ff5752f2,0c0aaeb016adcf0dba6ad21e69b32192df79bc69d5b2ff71fae3408422b6d55d,conv-42,50,1,2,0,True,2,4,28,16000,16000,True,True,64,2,False,False,54,0,False,False,58,0,True,True,64,2,15949,15918,15999,15949,32,22,0,0,58,0,64,0,,,k
8b6a009c3d9ea30209f25596bbd9e672294203263aa4fd5a2af2db9a93011f6c,897e84050a40df8c08242952f5d46fd5711aca6498b63e3b3a9101e2060366a0,conv-42,51,1,2,0,True,2,7,15,16000,16000,True,True,66,2,False,False,54,0,False,False,57,0,True,True,66,2,15982,15947,15949,15982,32,22,0,0,57,0,66,0,,,k
e2df68b5446ea69031bb053a1f2c174b1e9e10e5f1084423004c9bea4e428d98,096d4b07ddf09e43f222c2cdbd144e27557288304c225c7161037706deee8d82,conv-42,52,1,2,0,True,2,13,15,16000,16000,True,True,45,2,False,True,49,1,True,True,46,2,True,True,46,2,15941,15912,15935,15935,32,17,0,0,30,16,30,16,k,k,k
9e1a1be73a7975d28634a082da77a31fde088d055dfba5fd8fe758e5293a9d38,b6cc4afe2c9d3e0ad565f847b0fc806f8fb6d19a12ba9891155c8934fb6818e8,conv-42,53,1,2,0,True,2,1,68,16000,16000,False,True,59,1,False,True,55,1,False,True,61,1,False,True,59,1,15996,15971,15959,15996,32,23,0,0,61,0,58,1,k,k,k
