question_id,question_content_sha256,sample_id,source_index,category,population,eligible,evidence_candidates,control_16000_complete,control_16000_any,control_16000_evidence_delivered,control_16000_evidence_share,control_16000_delivered,control_16000_chars,control_16000_payload_sha256,control_16000_spread_evidence,control_16000_relevance_evidence,a3_16000_complete,a3_16000_any,a3_16000_evidence_delivered,a3_16000_evidence_share,a3_16000_delivered,a3_16000_chars,a3_16000_payload_sha256,a3_16000_spread_evidence,a3_16000_relevance_evidence,session_16000_complete,session_16000_any,session_16000_evidence_delivered,session_16000_evidence_share,session_16000_delivered,session_16000_chars,session_16000_payload_sha256,session_16000_spread_evidence,session_16000_relevance_evidence,dynamic_16000_complete,dynamic_16000_any,dynamic_16000_evidence_delivered,dynamic_16000_evidence_share,dynamic_16000_delivered,dynamic_16000_chars,dynamic_16000_payload_sha256,dynamic_16000_spread_evidence,dynamic_16000_relevance_evidence,control_32000_complete,control_32000_any,control_32000_evidence_delivered,control_32000_evidence_share,control_32000_delivered,control_32000_chars,control_32000_payload_sha256,control_32000_spread_evidence,control_32000_relevance_evidence,a3_32000_complete,a3_32000_any,a3_32000_evidence_delivered,a3_32000_evidence_share,a3_32000_delivered,a3_32000_chars,a3_32000_payload_sha256,a3_32000_spread_evidence,a3_32000_relevance_evidence,session_32000_complete,session_32000_any,session_32000_evidence_delivered,session_32000_evidence_share,session_32000_delivered,session_32000_chars,session_32000_payload_sha256,session_32000_spread_evidence,session_32000_relevance_evidence,dynamic_32000_complete,dynamic_32000_any,dynamic_32000_evidence_delivered,dynamic_32000_evidence_share,dynamic_32000_delivered,dynamic_32000_chars,dynamic_32000_payload_sha256,dynamic_32000_spread_evidence,dynamic_32000_relevance_evidence
2462636072dd6703ad03370bef3fdee5afe71747034c66438d114c607ce9e1c3,ccfac269d8d6c7c62d1ff6b5372ce95cd976eda8b18eccd0b0afcef03bbd113e,conv-42,18,2,targeted,True,1,True,True,1,1.0,57,15949,a16eb3d9b3d49f59fcb5b71832171234277a4b5aee737e56125e848662333709,0,1,True,True,1,1.0,59,15957,cc8c6ecb174b30a9ebf50b52eebe878d39682fd3ac9895da9b86c2eb5667ce7b,0,1,True,True,1,1.0,58,15995,e9a5a9b76a6ae67def7189599cffbd0c329ec5f31b26265490f856e1f2529531,0,1,True,True,1,1.0,56,15968,4e2e3afdc5e63d2b82fbc0eac074847e0d378b52c573233f81cda6436042869b,0,1,True,True,1,1.0,112,31993,be3adee9ee6442444bd82f922694c4589106f7c1600b8e306efac47ceb3b50ea,0,1,True,True,1,1.0,112,31968,03dbc041000c700a39d9373440d36cf4d48eaa4ff013c6a876e6a9294f40c364,0,1,True,True,1,1.0,112,31983,8a5891801e65405a734e5e430ad7bc5af1e80d8fbe6ed2bf05478b7f6503d877,0,1,True,True,1,1.0,110,31967,714d7842166638f722460d298967fa559019a4eb4498637eefec0ae0c0cfd2e7,0,1
7b8560cc2b221e25f260244375db06c72926e78359473f40b9cf09d69eb15030,2a1524c750413af04f3999a517128efd9c444ff9b8c81ca497a848ba131b8964,conv-42,19,1,other,True,2,True,True,2,1.0,54,15963,1531ff3281527479a70ecef53a2795844cb74054b306dc5cd198bf1ab28fba4a,0,2,True,True,2,1.0,56,15999,e5627fd06a2b67c685cce3d5fbd068ef276d2ca2b9595e0ea79435e3aeea3e83,0,2,True,True,2,1.0,54,15998,1023f30e41ed51dcc3026a1806a6e1a798d9e91b2d88a8ab3fe9a60ad04ac1cd,0,2,True,True,2,1.0,51,15915,e5979f18fa8f09e5923e2e104ececc604b446c783a12aaa2ae6b15d14a6f3db0,0,2,True,True,2,1.0,106,31992,b27d35aaa32c3e1fa04fb2d6acec7d584415b17759bd2ccc09eb6f04e3f582fe,0,2,True,True,2,1.0,106,31994,c50de36cfe677f7bbe161f655d27715ff37f2f690a01ef5d08d5b79a5a76eda1,0,2,True,True,2,1.0,106,31979,bb974d182405dfa59be2cc8be5d963c490786b03c49d979b8af03d504ccd700e,0,2,True,True,2,1.0,107,31997,85e6d7b6ae9c63fde661c3f67435b42d1f4bd0a1155e325af6b8a6f168cd338f,0,2
47b387fb0b897623fad30bb25a69685435cb8b216d3cbbeaf23265ca5bd19964,9fd65bc532ec70a30c74eab115a8157ea5cc219b1382cbe83e89e6a5f7887bd2,conv-42,20,2,targeted,True,1,True,True,1,1.0,62,15926,12cdc3baabb8f5675648ddc9d029a69851024c7c8a6d9a5bcb2bc93f4ea6fd47,0,1,True,True,1,1.0,63,15990,07226f6b7486542f245a8662ab59e3a424badcc1df14e9232f71259cc0a45b0b,0,1,True,True,1,1.0,63,15972,4289fe69df977da15f7d0538824d71e13fc554b1e6f5a9880e1f56b58f7cb70f,0,1,True,True,1,1.0,63,15984,7a6ac1654910132c1dd9b7eee5db9f08a9823d7076dd3dc05af0c82fe55ba789,0,1,True,True,1,1.0,121,31995,c95c1b6ec5356bcbb94f91137881b5c1e081fd0116d0bd0353b5c82d1d04108b,0,1,True,True,1,1.0,121,31996,606dfc6778a3552c775b3c0bde549941ca777f17a87563c30b0444f0589a26ce,0,1,True,True,1,1.0,121,31981,b992ede9e5f7af9ed7ffeeb19908b32c49787265ac50b4b43faed4925bd76ba6,0,1,True,True,1,1.0,121,31943,71ac1a0a58a59e7ff6ab133c122f8b47d125bbe8e97ca04e26b8fb2724ff3ece,0,1
058c21128650279b721a539cf1ce5970b7e5d7b7ee3fc5a4bb4059659cc10ac5,b35122dfc53f026c7db9275eb8ca10ddc70a8f5cd550019d95c02ba22c95d3f9,conv-42,21,2,targeted,True,1,True,True,1,1.0,60,15964,954c238c545d3b8df58f8b9f1de99c8880a4c85eb760471923a2df78e243097d,0,1,True,True,1,1.0,60,15999,5b7920f94267fec94478d0b8b49594c47ea3f79d29a3f1e6ab6d9aad5f60a1d8,0,1,True,True,1,1.0,60,15939,7e16c0a6ea5c38944e509d51f70a8c7e2ec25a1b53bfa2d34021bc30d273183c,0,1,True,True,1,1.0,61,15963,925a8b28340d82d588b8eb32d898b34d635da5a602b0078079e12c9f027d33d4,0,1,True,True,1,1.0,119,31999,a5c53acbea8a4a30b46972a37d79d9541fc3f9beaa4b9b3acd4a70f2e416e01f,0,1,True,True,1,1.0,119,31952,1bcb16f8b057be27b4a0d7f638f225a14bf3c46e67c6af8a3510c2032f3f0c5e,0,1,True,True,1,1.0,120,31997,34165bc40ab85cefb4438666b9d2a910879186991782acb02956e643f341c52f,0,1,True,True,1,1.0,118,31995,8a10e633b67e7a638ba455adc0b6b8b6d970786fed42c52fefcf47749f5c8ec5,0,1
3e2b00c1068787d149a352fdbd75da29bf102cb1c78e2ab989abc1f93d02d54c,84d6cc9d24216029e13a7a9886cc34b44aa6d6befbe03f32cd9221712d946823,conv-42,22,2,targeted,True,1,False,False,0,0.0,45,15945,18b54071cb1dba85ac2778adbfc8f3fef7aa583ea0085611997d5b532cf20f12,0,0,False,False,0,0.0,48,15963,0118661a39b19d426a2d5c087279ff9b0dd414dc104b150640fb727610b90ee1,0,0,False,False,0,0.0,46,15974,1b3c93edd5b155a26ccd1b6dd30875303da46898a151a0e91f5c34fb68838b47,0,0,True,True,1,1.0,45,15996,e1f071b8fc027d656b3118e8fc991046489542b1ea640ed13d9822e68ba73357,1,0,True,True,1,1.0,101,31990,ae431d24d1212bfaff0c7ec4b950640c8169e78863a316590ed093b2a9d87c1a,0,1,True,True,1,1.0,102,31994,a51f5ca15ed19272985320cd17c114fd8cb237297fee2e7f888eeb4ee00a46c7,1,0,True,True,1,1.0,102,31993,7123b303fdbbd55f53bbbce1fa85e3521da06b1a78476d84cc3255300dd58028,1,0,True,True,1,1.0,103,31983,2d440579176da5f28654b1f393956f6c40f935a11b941317a7123253f6386c08,1,0
23aa5a9cc2a9e022d953c26f48405defdf132d357997553f484011f7cef60dcd,e1e2c08cdcbfd9ac2186e2e7b090da8c400886fed70e00c38ebcbf3cb2e516fc,conv-42,23,1,breadth,True,5,True,True,5,1.0,48,15964,bb745a2ee3ed9e28341767c4a1c10c8d7dc63b057891c60807dd3f1b8ebadb24,0,5,True,True,5,1.0,50,15985,952c5a566d7e2025bb49cb1788cb687bbf2046b750dbb80f0eae91bc97939d13,0,5,True,True,5,1.0,50,15999,3447ba744b214bb57871c6e7147e58346e51ba2b3d9f3376a7f9b4f787c9a131,0,5,True,True,5,1.0,51,15997,70d2a8c9467ac083e34bdb336ce728f2e6137025a2de78e43dc1c9703512193a,0,5,True,True,5,1.0,103,31958,a9ac67340e3ef8e91d8d7a457d2188c9343cd9bc0aed446250aabd4bb9b76dbf,0,5,True,True,5,1.0,104,31938,8f5e31aa5a1188ad8060513911ef5ac9ac622cbd953ebd50ab7af2b0fc8b5dd3,0,5,True,True,5,1.0,102,31959,f6052867edb67ec4554e6ce5683947bf70036f3fcaec0a4c1c6454f85fb0669d,0,5,True,True,5,1.0,103,31987,db6053ffe9cb47e77bc62d62abde1834102061976bd8d5767d82ea106f4cc6a2,0,5
8de8ac65359adb78c1d480e238341027a250dc2c52615a95c48bff92378331c5,944040f4ab63c01c5bd000ed4cc7ec6a018c253e759046bbcae833bf192b3f48,conv-42,24,2,targeted,True,1,True,True,1,1.0,56,15953,18cc038414a37aa685dfef34009ea3b15d3638099a5780691e11c0014ad99d23,0,1,True,True,1,1.0,56,15971,aa24d567f6ccc972b2cff1b232b69b76b6c73215b86cae8386f93490f7470309,0,1,True,True,1,1.0,56,15914,1f9b07af7ffba7c33ba73ebf61b194f9f1f5f6aa9af0dabfe788aab9bb717f86,0,1,True,True,1,1.0,56,15923,54647f50be637c4158a6a9bcd6111dc8b1cca9341314429fa09558bc46f88549,0,1,True,True,1,1.0,118,31919,6a1288f6d80eeaed832308e556a9c84e4168a83ecb468f7733620858663e9297,0,1,True,True,1,1.0,119,31993,f7adf18cf69add491bdd987d12a3fc25ed1f09c770186b994711c7bfe012c07f,0,1,True,True,1,1.0,119,31972,bcb9aaf8af05f7556aad8dccd8dab5ecde6e8ed0c5ae16e51a10590694ba441e,0,1,True,True,1,1.0,119,31963,2b1afb83b879df2571bdbc416e0ea30b52448b9cf15f57f01967360a1e3804a4,0,1
279cb8014f0fd09e2f49013cf5e31b786a46f9bf7f163fd93b229bae8e3fa55f,33cb0250fda0b04ce52606ea604a6f2a925ea50340e83b7002b8f9786cdf91be,conv-42,25,2,targeted,True,1,True,True,1,1.0,59,15986,668204978db42c0ad3005959f3ff8b0283a81833a02647007e9122a9fb8bebab,0,1,True,True,1,1.0,57,15920,f091a47f03f736a9ee1644ece81a1bb8a6c049a216cbd34b769573702eae6d0e,0,1,True,True,1,1.0,57,15932,167c1b00bec39a9647ca0224cad07a6590c207f3e1f201c6f525e404c7c73344,0,1,True,True,1,1.0,58,15933,435c792c7f6cf1c99a0208499e826729dceed0463da7b813608c3374952b55c6,0,1,True,True,1,1.0,112,31968,aea726f5af8ce5ed0c70ec5833e8145177054c2683e0b4804780c5a645e52444,0,1,True,True,1,1.0,114,31988,b8e31d023d77d61c23c82b1334ef59f0da9f5a199cdd0487b7392e38ca48ea2f,0,1,True,True,1,1.0,112,31968,e37471b39dc4f30640b34b1368c5729a3de8a70e9ed771f7090e327cd03c9b5f,0,1,True,True,1,1.0,112,31932,c5ff6ab6ef688fd0d52d9a045e35fb66b6bc39a98c5dd401311687749a43d7fb,0,1
23378a83b8d403396793024a4363e3dbe42fae73998824c3794b27aaaa38b39a,83d0f226b117e63424802b008b92430cf448792d58ef722d46f68738ffd9d996,conv-42,26,2,targeted,True,1,True,True,1,1.0,57,15916,205b15284e349a650ba1f04b80dc65fb7a4e215b31ec0f2f4e22076b726c5f98,0,1,True,True,1,1.0,57,15940,92c14a4041e49421b62585cba6dcddc29763c0e38258cec8f2581173751fccc7,0,1,True,True,1,1.0,55,15964,a079bb83dd59aa009ca7cebb8b2f61550c64a25138e4b5cd355eb7ac861afc53,0,1,True,True,1,1.0,56,15944,f9222bf0e002dbb7c9506b88ad310c4eb0efeff921a6bd75b01d582a64349bbe,0,1,True,True,1,1.0,116,31960,172dd1c41813c10c3f7e1155b64751a03d5e694b07501310229598b653272f6c,0,1,True,True,1,1.0,116,31991,f62d2f8670c315f76588c93c26ddf2b732792f01443f2d9aab9f2b0debde9727,0,1,True,True,1,1.0,116,31967,0befdaaf081fecc8ab08a46c23088edb1a96da768f5c170b43a31019fc442162,0,1,True,True,1,1.0,114,31991,ec998788a36f964b280d5c5b57e68e07d6ca0693558fd961bc3f2bd17b6bcae5,0,1
fb118ca3cd7adf8790322ef7bcad6f0445fd1b5c71dfc91922e4664488e0f096,f2cd0bb13aa187c17dad7eb1364ae6329fe049d2137cac7d2ddede4eadd98b76,conv-42,27,1,other,True,2,True,True,2,1.0,48,15944,6b143e3b4921898c48d12b1c5a7bebdd2be982be9be972a9dad09df851eb0fbe,0,2,True,True,2,1.0,50,16000,1736386e151f2451be82ca657b7649385d313c20d51f47ce8b908ac9378829f9,0,2,True,True,2,1.0,50,15995,bbaa34b217b4188d0a4e5e660f0cc779392bc76f002d12275a00c1950eaea839,0,2,True,True,2,1.0,50,15995,0047aa3421e4414880217d6c8ef1d403b06ba69f0e1cc95e0138677a8abde734,0,2,True,True,2,1.0,100,31971,0062572b6f55552d42fd4b9c6c326eb6ee6631feea444ffc01a39d273847565e,0,2,True,True,2,1.0,100,31965,6cece3c3e68b6de636bc287e8e6d540ec596b5bc990883bc4a5d5d693631343b,0,2,True,True,2,1.0,100,31971,c33ec3f7d031102658fbe9d6e651a0d1498801371bfcbb74eb4fffd2f277469f,0,2,True,True,2,1.0,101,31993,26f18c7920c62d4e63e2fbe699562a5aeb675ce7836035459781dbfdde18671d,0,2
d174ee73f64accbbde07f7b69ca9b88e873a754f0c1638caab57b6550ae207cf,c7b2a44950099d2607af68438b0c78b9b0b9d7e793b171116c6a3ceea3c8468d,conv-42,28,2,targeted,True,1,True,True,1,1.0,54,15966,42935c533c3587328ae510bae82b42e8f44ac6b9e496208c83d9847c371683a4,0,1,True,True,1,1.0,55,15987,78c38ef4382774035facbb87c40dd91a60fbbece0e1d498994c4638dab3ec519,0,1,True,True,1,1.0,54,15944,2f85faa8394a724dd47261cd63c835d77e8867b2814eee00504f6f8903e137ec,0,1,True,True,1,1.0,57,15962,e1a12d3fc72ee3d6aec7084cb0d40288fb0cf92ea65e16ea90f9338b4088668f,0,1,True,True,1,1.0,115,31981,31326ed1d142c9e30f42c399fc7ba627be39817af4904f3e1f275f852a2828b1,0,1,True,True,1,1.0,114,31963,882c87755f7221a78b2d52d325a85769386f244daef522c419d732f8b84b5f20,0,1,True,True,1,1.0,113,31910,12fbb7bfafc2250911a325d8d928747aaa79ae474e9016d0d290bde1ddabba1e,0,1,True,True,1,1.0,112,31913,01719391c914e506cdd1ca56e867018cceeaa08412de5505da021faa3395ec3d,0,1
68db0e898dba0f4eefbafb66d86125fae4c9b83d6e1264b60347dcd965e805c0,eb1537af3f1b55b4077901be89856a75daf6af93c3921202cfa6fd7f36f3b7d5,conv-42,29,2,targeted,True,1,True,True,1,1.0,66,15990,3dc37b44939d4c531c2bf4f76787f02df02007f6a589d7c4f29e535f2dbb36bf,0,1,True,True,1,1.0,66,15975,b6663b1fe1cb3527f6490a29d90944305f44a75838c3ad7fa5b2236203560ea9,0,1,True,True,1,1.0,67,15954,3f5c416dd69cf1bb28c7a5eee09d4677f8aa3e0bed5726dc379584704fe14eb7,0,1,True,True,1,1.0,69,15989,54c997897383cefdbedd75f51221f813416225753d6eb92375305d5fa0e7ac4e,0,1,True,True,1,1.0,122,31962,40c102751fba185603cc9a4a6fc068db77426ef78fe249b897370d3e769109fc,0,1,True,True,1,1.0,124,31989,c344d1b12b9233396765720ec014c08c3d8624839543e00e5fac84f001631aeb,0,1,True,True,1,1.0,124,31995,f328022e6b8e28f7f014dbf4a446ac2c9c6ebb478a1a7f6ce870f62abc68a6e0,0,1,True,True,1,1.0,122,31921,b21093fc500db6144e56c6d3d716da1d225427a19a12792b5d6b3cfbe7bbb161,0,1
7fd147b3cb2deb3677b72ea650c8453b67ff7f6a2e84e36d1d887c7a14608c85,f0d962c4da6133b8fe775c49a874989cfc30f5aa0ba94dfcf76a3a573a46e3d1,conv-42,30,1,breadth,True,4,False,True,3,0.75,50,15920,0da9cd8e8a13eeb93437676fbe9fb7a6e9d95e61143b2da0d4be866bef0a3143,0,3,False,True,3,0.75,51,15967,7b33ecfd36b58e102e1e2e433d91c1bd0535b29a7303e9243654e3d2deb47f8a,2,1,False,True,3,0.75,52,15996,8ff17a9b4e9cbac4c896aaf25146652c859149a860907a68aee1b8bd8fec9361,2,1,False,True,1,0.25,52,15939,460a5f6f2719cf081f8ccca7445e8d77312c461d6fe566d11f4eddd393b31cd7,0,1,True,True,4,1.0,105,31998,95d1b92ccc96bb7779f1a8c886b1ae8e4c3770d501fc74dd9d12e5667fff33b9,0,4,True,True,4,1.0,107,31997,201a24e4139e4264302cc7232349d626ea91bd466a157a302a7323a7ae9943c1,1,3,True,True,4,1.0,106,31967,898cfccbcf31058af7d01d443343430e825545b6a229d5c3012526d7afb06786,1,3,True,True,4,1.0,105,31994,923b89310d391a1aade7f1da87023f6209d6b0d30901f740881f3d661555fe79,1,3
c49905113defb259264bcc83e74a524fd1e3f6815c4d81d8e3857a537da3120e,7f2f60e2027c9411e8cf1f40130cdd0ae0bb55c05e15156bcf1330cdb8b727f0,conv-42,31,2,targeted,True,1,True,True,1,1.0,49,15935,f89594ac0139c6a20469c166949f0e213973ce840d00097c40287c27a27232ab,0,1,True,True,1,1.0,51,15955,2c15ebf39f3a01847ced370827954e4f09a1e0c66404cb42d743f31df981ed9c,0,1,True,True,1,1.0,53,15974,66dbbba56a5825dcf5d5a91f2603ccf44d9e4581a31fe2c3e9a7e1b601c987ab,0,1,True,True,1,1.0,54,15945,1d600cfd5b6042dbc891bbb004ca154edb31e3e11e7a95ba8f9f66f73c3fe90e,0,1,True,True,1,1.0,114,31986,46ca1e93787d6a56ccb01c4d0d9331c4e87f7714e6b2e8d1265ce10ed6ed6914,0,1,True,True,1,1.0,114,31971,a164ae0944149d42d52201cce883c4efaf859065b804002ceeff53ec75f308f3,0,1,True,True,1,1.0,114,31988,da89b4d421c0fd22ab8d89cd59f9fceb75955ddc39d110612485fc3a51df48a1,0,1,True,True,1,1.0,111,31954,f6911c90bb934a20d8fbcb22884cca8c9de8524b5de423461e7e208b6a0b62f9,0,1
d336ecd481507b2632f26e04a91096b67fb0d26d8b4a74ba7fb8cee347a0b078,fe15f66de939a97c2cb3defdf68525c4289148525ef86c35d94a1072314bedd1,conv-42,32,2,targeted,True,1,True,True,1,1.0,56,15988,a05e54e37f99c607a1e048dcbbb28ec0054f522a9c526b7a721c89e9626b79ae,0,1,True,True,1,1.0,53,15944,d2cb1db7b23b95c8970373aec7fbd95db97a45b833a691805dd6cc28be1f8183,0,1,True,True,1,1.0,53,15927,2dc85d221ef99e460c1b866848e002a52fe13f02b5eb2badbfed4438c9b4a64a,0,1,True,True,1,1.0,54,15970,fc31a8a7b7593ad75db55b045aea4c7db9d86c841298173150017f80420aefa4,0,1,True,True,1,1.0,107,31971,90988b7057117d4787f642abd4eb5c8cd3c4d1b0de1f78c195499a6e46549fc4,0,1,True,True,1,1.0,107,31922,b107e1faf0e24685a288b9c4daa61db0af05ae384d7cf930366201e3401d2860,0,1,True,True,1,1.0,106,31928,30e9bb7e7274d7909b90b5d7ead172305314431078bfddb46f52f41533b315a9,0,1,True,True,1,1.0,107,31923,4c19a6c190cb5d84dd5b0b6b4a12fb54f2b18d59959f7cc695b081fdfc698c44,0,1
fbc3c2230fafc70559c8b505c82a51565e376972d8c5d923e85cdf989751c53f,9e70a160fd5908cf482e21377034c46ce1f4d9aa8418e1482ab5f6f4451dbee8,conv-42,33,2,targeted,True,1,True,True,1,1.0,60,15960,f38fddd2950380184eb3bb46b52335bef8edb04777e0ec904dbe82a024c2885b,0,1,True,True,1,1.0,61,15994,e966003ad7af2aab45481cf56fc94422707cd9c46a240274f47a3a3cfd13b2a0,0,1,True,True,1,1.0,61,15921,7fc83139b0aee4add6e72a2c2be3603d831a24edd91119c2d973e9ef95fec886,0,1,True,True,1,1.0,62,15993,d1e879d397fff869c83ab07be761e13b91466c1fc8df9d18443d87e3f3105288,0,1,True,True,1,1.0,116,31987,f327ea821dbc4e9bf7a626c6e4d01478e578cbb4be9f583037f26a5828a44526,0,1,True,True,1,1.0,117,31989,d60d0c652ed1b1c09355acb40d7b1856a11b9cf1517eea8f76bc9e46e81b2f57,0,1,True,True,1,1.0,117,31990,15da70d5ee7d5c2845a082cc45cb5c990c55ddb9680cfb05f24561556e397e0d,0,1,True,True,1,1.0,115,31999,2b50c6e8048dd184663719ba838feb352d616d871be57c8977ccc5d5818e975e,0,1
351a45c5455d0b869a0a5002511ee4a99fe6876b4015a46c155bd22d3b0cf361,fae9d39fe47fd2e44c4974cdce9f7026899e924599714482d7b2f2cfcb9d2043,conv-42,34,1,other,True,3,False,True,1,0.3333333333333333,65,15993,18ba2eccd5442d5067072cab203aee84425dc9de328ffc3c66ea36109396bf61,0,1,False,True,1,0.3333333333333333,65,15958,77534454b248e4a08d606623c888b3f65e5dcded2cfdf4e30e58e12473a5c54c,0,1,False,True,1,0.3333333333333333,67,15996,3da25472139b287d3664adf00a7336554b332d055fc4f24707810e05badac6cb,0,1,False,True,1,0.3333333333333333,66,16000,88b94bb3b803793cbbb86ccedd6018aad193cc9c74124c19dc25f0f142d482f1,0,1,False,True,1,0.3333333333333333,116,31986,565c484579267b5576f44fd736736d97cc91ed63693a1301bd42eb007895c472,0,1,False,True,1,0.3333333333333333,117,31979,8b5ba40c3d5ec21e49312474dcbe8ccce7320834e5157ce606a5a0f78a7b759a,0,1,False,True,1,0.3333333333333333,116,31986,7be11f076dc00afa32b24c0c3f218dc67f688c970e19de747387ef08f3b3cc0b,0,1,False,True,1,0.3333333333333333,115,31972,cfd726bde6d986abea7585e0edcfeeaac8657dbaabdc2b9417565b12577d5027,0,1
37caa40b6f5651d328ec986771e081a246bb2922e1ba7f34c3d8caeb57049351,446c35c58ff5ea76c98fb6c1e874ab539cce7c7acd92e1012668e0748c556195,conv-42,35,2,targeted,True,1,True,True,1,1.0,55,15994,2564f888268628bc29ef7098c7bab5926091a661c5ff7535d9a3e8aa83ac99ce,0,1,True,True,1,1.0,56,15946,9e7c779f0e19ea843e6e7262f642a5d89ffd1e927a666073d48990e5b8bbdc67,0,1,True,True,1,1.0,56,15958,d5760740eb5fe1473b0a965a0eeaef029f17be04d1a0f456690023f34a7925d4,0,1,True,True,1,1.0,57,15972,b964d2cd2c380435f419ae0f66923c01b2a7acae8aa5ba3b529d428bf883beb5,0,1,True,True,1,1.0,115,31992,fe9abf575132d0dce94ee2a5bd1b17c9d8f74dea246053c3d6430d25e977f10a,0,1,True,True,1,1.0,114,31986,54e96e39ba56f9ef3ee650327f8dea19442b07f9db89174d9d8dff9edb07f28b,0,1,True,True,1,1.0,114,31942,40c4917f06be61ab1ee72d0c01bafa4d60ed75eb620f48767845bda0b6412a4f,0,1,True,True,1,1.0,110,31940,4d3559d71f4707afef18661679336abfaf94b093823fbb853994ffe7056d45d2,0,1
64e790cf119943f76e4e7d40557d263730525613f693825a930b4b9b85605ae8,b4ccc31f169413b36a49f9611dfb3fb4647982d0bf60847aa9253a26a9d76cc8,conv-42,36,2,targeted,True,1,True,True,1,1.0,48,15966,9f4cb12322b27c7dbc3becb02377e2ac96b4ee0ff0513c1280f6eff23207b4a4,0,1,True,True,1,1.0,49,15979,59990951d0e3ffd43b36d2639881ae38c28ae04d4e48bdf76c7ddc81873d272a,0,1,True,True,1,1.0,49,15962,72423a875b670af6ce9c80a0a8909e3f7dac1279b409d055e562b48e873d0752,0,1,True,True,1,1.0,49,15959,5e142cbdf7d2fa758a607700ea28f795e1f3cd203c989d7b1fc7b48769b12db9,0,1,True,True,1,1.0,99,31956,ee0596327ab13aac0783c25f2be23da3f94705ce90cade88ded67e41b885405d,0,1,True,True,1,1.0,100,31968,8a212ebb38ca6c1afc24596963df44cc1c2b040e5d97c5fde036bf40add877e6,0,1,True,True,1,1.0,100,31996,8bcfcf6574c3a4cb977daf326055a16a58de253096e0214b835e268b73d0ec67,0,1,True,True,1,1.0,98,31993,6698f0d0ea25963622125b1cdd3fa3ba59a5c33bb6ed813a02aa8aa08f8c1178,0,1
de597f5a520c1f0163d111f45cd6fac702d16f0cbcb50072f3fb03a8aa7fae46,21e2c872466e04f94a30bb66a6703920b8c50a11d8d754c0bf7221ffdbf30234,conv-42,37,2,targeted,True,1,True,True,1,1.0,55,15949,acf927d593a64babcf67b5131f2d9ebad9b9e51f001aa38fa4e83a3678694733,0,1,True,True,1,1.0,54,15938,791c6a4a5606f621055f10ae3cab6c1e38a470f4eac0bdb4df3eb9f47b4ec923,0,1,True,True,1,1.0,55,15978,7254d52f6f47663a7031ae4994e52a76a2e7d0990ae3a6c6596197c040a5f1b4,0,1,True,True,1,1.0,55,15958,d73009c327ed49214dae2b90327bc3931d9b8e73d8ce2301d29a945c65765bdd,0,1,True,True,1,1.0,115,31991,5f818dd483afe4bf32ae40548aa8b510f0942ddf2fef46f3de0a74c7d8a1257e,0,1,True,True,1,1.0,114,31992,fbca65ffd8f2d4cc5217d65a5c0376928961fcc242be62ef0b6ae156179acadd,0,1,True,True,1,1.0,115,31987,216d9c5e3d28e50c7ed18f7f59f5c9d48e82d778feb8bc04f5dffb51e10d60da,0,1,True,True,1,1.0,115,31969,786aed37b3c7df51b1df8a21553d9c0c2c978dc94cc3ba370b9faa99cdd1c715,0,1
52cc5d919bdffd019b5d2a6e48ea04b3f08657cc2efb2390e547e7588a55e591,9f62a11a8f498af471532d2ee335a3e20b889bb9fce57d9282fa000301bf7829,conv-42,38,2,targeted,True,1,True,True,1,1.0,53,16000,c621c42d5d1569bcc04cd67956240c3fb9ae55234fd7ee6dbd677128895e88e6,0,1,False,False,0,0.0,52,15921,c6634c83b0debbdb83e2a5c4b1f0764ed339b70883d1514ffb260bbaf5676247,0,0,False,False,0,0.0,52,15921,c197c99c0214e2ab4bfab67652124673010c1560690707131a41917186b05407,0,0,False,False,0,0.0,52,15933,2c7425352fbcbb0792059720c3cc5582ea47e099e8e179127b28eacf2cec0955,0,0,True,True,1,1.0,107,31982,a357f718d2e6248922cca89bc89afca52785013adb8f78d0132b726d21e76552,0,1,True,True,1,1.0,107,31991,11d6c33cc70d27065c07f1024e169e0481f3c5fad689e83fc95b2e8319dc1c79,0,1,True,True,1,1.0,109,31998,090a532bfc14279f33c4964a199f478900ada6279b4e500ddbd266f6ffeefd04,0,1,True,True,1,1.0,111,31941,143cc9eb556e182ab6496ca720383a3a659dfe204591b6bf37dd56392fab163e,0,1
