item_id,arm_id,study,arm,question,turns,raw_chars,scoreable_chars,empty,has_reasoning,unclosed_reasoning,truncated,no_answer,original_score,facts_found,facts_total,flags,response_path,score_path,raw_facts_found
s005_treatment_q9,s005_treatment,5,treatment,Q9,117,1159,1108,False,False,False,False,False,1.0,2,2,,experiments/study_005/runs/study_005_full_001/condition_c/rubric/responses.md,experiments/study_005/runs/study_005_full_001/condition_c/rubric/scores.md,2
s005_treatment_q10,s005_treatment,5,treatment,Q10,118,877,826,False,False,False,False,False,1.0,2,2,,experiments/study_005/runs/study_005_full_001/condition_c/rubric/responses.md,experiments/study_005/runs/study_005_full_001/condition_c/rubric/scores.md,2
s005_treatment_q11,s005_treatment,5,treatment,Q11,120,3511,3460,False,False,False,False,False,0.0,9,17,,experiments/study_005/runs/study_005_full_001/condition_c/rubric/responses.md,experiments/study_005/runs/study_005_full_001/condition_c/rubric/scores.md,9
s005_treatment_q12,s005_treatment,5,treatment,Q12,114,419,368,False,False,False,False,False,1.0,2,2,,experiments/study_005/runs/study_005_full_001/condition_c/rubric/responses.md,experiments/study_005/runs/study_005_full_001/condition_c/rubric/scores.md,2
s005_treatment_q13,s005_treatment,5,treatment,Q13,"112,113,114,115,116,117,118,119,120",9819,9360,False,False,False,False,False,1.0,1,1,,experiments/study_005/runs/study_005_full_001/condition_c/rubric/responses.md,experiments/study_005/runs/study_005_full_001/condition_c/rubric/scores.md,1
s005_treatment_q14,s005_treatment,5,treatment,Q14,121,1007,956,False,False,False,False,False,0.5,7,23,,experiments/study_005/runs/study_005_full_001/condition_c/rubric/responses.md,experiments/study_005/runs/study_005_full_001/condition_c/rubric/scores.md,7
s005_control_q1,s005_control,5,promotion_control,Q1,112,132,81,False,False,False,False,False,1.0,2,2,,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/responses.md,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/scores.md,2
s005_control_q2,s005_control,5,promotion_control,Q2,113,159,108,False,False,False,False,False,1.0,2,2,,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/responses.md,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/scores.md,2
s005_control_q3,s005_control,5,promotion_control,Q3,114,405,354,False,False,False,False,False,1.0,2,2,,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/responses.md,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/scores.md,2
s005_control_q4,s005_control,5,promotion_control,Q4,115,287,236,False,False,False,False,False,1.0,4,4,,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/responses.md,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/scores.md,4
s005_control_q5,s005_control,5,promotion_control,Q5,116,657,606,False,False,False,False,False,1.0,1,2,F2;F4,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/responses.md,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/scores.md,1
s005_control_q6,s005_control,5,promotion_control,Q6,117,1104,1053,False,False,False,False,False,1.0,3,3,,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/responses.md,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/scores.md,3
s005_control_q7,s005_control,5,promotion_control,Q7,118,724,673,False,False,False,False,False,1.0,4,4,,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/responses.md,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/scores.md,4
s005_control_q8,s005_control,5,promotion_control,Q8,119,1130,1079,False,False,False,False,False,1.0,1,2,F4,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/responses.md,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/scores.md,1
s005_control_q9,s005_control,5,promotion_control,Q9,117,1104,1053,False,False,False,False,False,1.0,2,2,,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/responses.md,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/scores.md,2
s005_control_q10,s005_control,5,promotion_control,Q10,118,724,673,False,False,False,False,False,1.0,2,2,,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/responses.md,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/scores.md,2
s005_control_q11,s005_control,5,promotion_control,Q11,120,1675,1624,False,False,False,False,False,0.0,6,17,,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/responses.md,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/scores.md,6
s005_control_q12,s005_control,5,promotion_control,Q12,114,405,354,False,False,False,False,False,1.0,2,2,,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/responses.md,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/scores.md,2
s005_control_q13,s005_control,5,promotion_control,Q13,"112,113,114,115,116,117,118,119,120",6289,5830,False,False,False,False,False,1.0,1,1,,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/responses.md,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/scores.md,1
s005_control_q14,s005_control,5,promotion_control,Q14,121,550,499,False,False,False,False,False,0.0,3,23,,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/responses.md,experiments/study_005/controls/promotion_seeded/promotion_seeded_001/condition_c/rubric/scores.md,3
s006_treatment_q1,s006_treatment,6,treatment,Q1,112,132,81,False,False,False,False,False,1.0,2,2,,experiments/study_006/runs/study_006_full_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,2
s006_treatment_q2,s006_treatment,6,treatment,Q2,113,159,108,False,False,False,False,False,1.0,2,2,,experiments/study_006/runs/study_006_full_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,2
s006_treatment_q3,s006_treatment,6,treatment,Q3,114,406,355,False,False,False,False,False,1.0,2,2,,experiments/study_006/runs/study_006_full_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,2
s006_treatment_q4,s006_treatment,6,treatment,Q4,115,400,349,False,False,False,False,False,1.0,4,4,,experiments/study_006/runs/study_006_full_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,4
s006_treatment_q5,s006_treatment,6,treatment,Q5,116,980,929,False,False,False,False,False,0.0,0,2,,experiments/study_006/runs/study_006_full_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,0
s006_treatment_q6,s006_treatment,6,treatment,Q6,117,1647,1596,False,False,False,False,False,1.0,3,3,,experiments/study_006/runs/study_006_full_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,3
s006_treatment_q7,s006_treatment,6,treatment,Q7,118,458,407,False,False,False,False,False,1.0,3,4,F4,experiments/study_006/runs/study_006_full_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,3
s006_treatment_q8,s006_treatment,6,treatment,Q8,119,786,735,False,False,False,False,False,0.5,1,2,,experiments/study_006/runs/study_006_full_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,1
s006_treatment_q9,s006_treatment,6,treatment,Q9,117,1647,1596,False,False,False,False,False,1.0,2,2,,experiments/study_006/runs/study_006_full_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,2
s006_treatment_q10,s006_treatment,6,treatment,Q10,118,458,407,False,False,False,False,False,1.0,1,2,F2,experiments/study_006/runs/study_006_full_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,1
s006_treatment_q11,s006_treatment,6,treatment,Q11,120,3118,3067,False,False,False,False,False,0.0,7,17,F3,experiments/study_006/runs/study_006_full_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,7
s006_treatment_q12,s006_treatment,6,treatment,Q12,114,406,355,False,False,False,False,False,1.0,2,2,,experiments/study_006/runs/study_006_full_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,2
s006_treatment_q13,s006_treatment,6,treatment,Q13,"112,113,114,115,116,117,118,119,120",8102,7643,False,False,False,False,False,1.0,1,1,,experiments/study_006/runs/study_006_full_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,1
s006_treatment_q14,s006_treatment,6,treatment,Q14,121,795,744,False,False,False,False,False,0.0,5,23,F3,experiments/study_006/runs/study_006_full_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,5
s006_control_q1,s006_control,6,whole_turn_control,Q1,112,132,81,False,False,False,False,False,1.0,2,2,,experiments/study_006/controls/whole_turn_seeded/run_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,2
s006_control_q2,s006_control,6,whole_turn_control,Q2,113,159,108,False,False,False,False,False,1.0,2,2,,experiments/study_006/controls/whole_turn_seeded/run_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,2
s006_control_q3,s006_control,6,whole_turn_control,Q3,114,419,368,False,False,False,False,False,1.0,2,2,,experiments/study_006/controls/whole_turn_seeded/run_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,2
s006_control_q4,s006_control,6,whole_turn_control,Q4,115,297,246,False,False,False,False,False,1.0,4,4,,experiments/study_006/controls/whole_turn_seeded/run_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,4
s006_control_q5,s006_control,6,whole_turn_control,Q5,116,1249,1198,False,False,False,False,False,0.5,0,2,F4,experiments/study_006/controls/whole_turn_seeded/run_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,0
s006_control_q6,s006_control,6,whole_turn_control,Q6,117,1159,1108,False,False,False,False,False,1.0,3,3,,experiments/study_006/controls/whole_turn_seeded/run_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,3
s006_control_q7,s006_control,6,whole_turn_control,Q7,118,877,826,False,False,False,False,False,1.0,4,4,,experiments/study_006/controls/whole_turn_seeded/run_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,4
s006_control_q8,s006_control,6,whole_turn_control,Q8,119,2000,1949,False,False,False,False,False,0.5,1,2,,experiments/study_006/controls/whole_turn_seeded/run_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,1
s006_control_q9,s006_control,6,whole_turn_control,Q9,117,1159,1108,False,False,False,False,False,1.0,2,2,,experiments/study_006/controls/whole_turn_seeded/run_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,2
s006_control_q10,s006_control,6,whole_turn_control,Q10,118,877,826,False,False,False,False,False,1.0,2,2,,experiments/study_006/controls/whole_turn_seeded/run_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,2
s006_control_q11,s006_control,6,whole_turn_control,Q11,120,3511,3460,False,False,False,False,False,0.0,9,17,F3,experiments/study_006/controls/whole_turn_seeded/run_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,9
s006_control_q12,s006_control,6,whole_turn_control,Q12,114,419,368,False,False,False,False,False,1.0,2,2,,experiments/study_006/controls/whole_turn_seeded/run_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,2
s006_control_q13,s006_control,6,whole_turn_control,Q13,"112,113,114,115,116,117,118,119,120",9819,9360,False,False,False,False,False,1.0,1,1,,experiments/study_006/controls/whole_turn_seeded/run_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,1
s006_control_q14,s006_control,6,whole_turn_control,Q14,121,1007,956,False,False,False,False,False,0.5,7,23,F3,experiments/study_006/controls/whole_turn_seeded/run_001/condition_c/rubric/responses.md,experiments/study_006/evaluation/rubric_scores.json,7
s007_treatment_q1,s007_treatment,7,treatment,Q1,112,285,229,False,False,False,False,False,1.0,2,2,,experiments/study_007/evaluation/arm_A/responses.md,experiments/study_007/evaluation/rubric_scores.json,2
s007_treatment_q2,s007_treatment,7,treatment,Q2,113,172,116,False,False,False,False,False,1.0,2,2,,experiments/study_007/evaluation/arm_A/responses.md,experiments/study_007/evaluation/rubric_scores.json,2
s007_treatment_q3,s007_treatment,7,treatment,Q3,114,569,513,False,False,False,False,False,1.0,2,2,,experiments/study_007/evaluation/arm_A/responses.md,experiments/study_007/evaluation/rubric_scores.json,2
s007_treatment_q4,s007_treatment,7,treatment,Q4,115,392,336,False,False,False,False,False,1.0,4,4,,experiments/study_007/evaluation/arm_A/responses.md,experiments/study_007/evaluation/rubric_scores.json,4
s007_treatment_q5,s007_treatment,7,treatment,Q5,116,839,783,False,False,False,False,False,1.0,1,2,F4,experiments/study_007/evaluation/arm_A/responses.md,experiments/study_007/evaluation/rubric_scores.json,1
s007_treatment_q6,s007_treatment,7,treatment,Q6,117,2140,2084,False,False,False,False,False,1.0,3,3,,experiments/study_007/evaluation/arm_A/responses.md,experiments/study_007/evaluation/rubric_scores.json,3
s007_treatment_q7,s007_treatment,7,treatment,Q7,118,757,701,False,False,False,False,False,1.0,4,4,,experiments/study_007/evaluation/arm_A/responses.md,experiments/study_007/evaluation/rubric_scores.json,4
s007_treatment_q8,s007_treatment,7,treatment,Q8,119,2797,2741,False,False,False,False,False,1.0,2,2,,experiments/study_007/evaluation/arm_A/responses.md,experiments/study_007/evaluation/rubric_scores.json,2
s007_treatment_q9,s007_treatment,7,treatment,Q9,117,2140,2084,False,False,False,False,False,1.0,2,2,,experiments/study_007/evaluation/arm_A/responses.md,experiments/study_007/evaluation/rubric_scores.json,2
s007_treatment_q10,s007_treatment,7,treatment,Q10,118,757,701,False,False,False,False,False,1.0,2,2,,experiments/study_007/evaluation/arm_A/responses.md,experiments/study_007/evaluation/rubric_scores.json,2
s007_treatment_q11,s007_treatment,7,treatment,Q11,120,3353,3297,False,False,False,False,False,0.0,10,17,F3,experiments/study_007/evaluation/arm_A/responses.md,experiments/study_007/evaluation/rubric_scores.json,10
s007_treatment_q12,s007_treatment,7,treatment,Q12,114,569,513,False,False,False,False,False,1.0,2,2,,experiments/study_007/evaluation/arm_A/responses.md,experiments/study_007/evaluation/rubric_scores.json,2
s007_treatment_q13,s007_treatment,7,treatment,Q13,"112,113,114,115,116,117,118,119,120",11320,10816,False,False,False,False,False,1.0,1,1,,experiments/study_007/evaluation/arm_A/responses.md,experiments/study_007/evaluation/rubric_scores.json,1
s007_treatment_q14,s007_treatment,7,treatment,Q14,121,610,474,False,False,False,False,False,0.5,7,23,F3,experiments/study_007/evaluation/arm_A/responses.md,experiments/study_007/evaluation/rubric_scores.json,7
s007_control_q1,s007_control,7,count_budget_control,Q1,112,137,81,False,False,False,False,False,1.0,2,2,,experiments/study_007/evaluation/arm_B/responses.md,experiments/study_007/evaluation/rubric_scores.json,2
s007_control_q2,s007_control,7,count_budget_control,Q2,113,164,108,False,False,False,False,False,1.0,2,2,,experiments/study_007/evaluation/arm_B/responses.md,experiments/study_007/evaluation/rubric_scores.json,2
s007_control_q3,s007_control,7,count_budget_control,Q3,114,411,355,False,False,False,False,False,1.0,2,2,,experiments/study_007/evaluation/arm_B/responses.md,experiments/study_007/evaluation/rubric_scores.json,2
s007_control_q4,s007_control,7,count_budget_control,Q4,115,405,349,False,False,False,False,False,1.0,4,4,,experiments/study_007/evaluation/arm_B/responses.md,experiments/study_007/evaluation/rubric_scores.json,4
s007_control_q5,s007_control,7,count_budget_control,Q5,116,985,929,False,False,False,False,False,0.0,0,2,,experiments/study_007/evaluation/arm_B/responses.md,experiments/study_007/evaluation/rubric_scores.json,0
s007_control_q6,s007_control,7,count_budget_control,Q6,117,1652,1596,False,False,False,False,False,1.0,3,3,,experiments/study_007/evaluation/arm_B/responses.md,experiments/study_007/evaluation/rubric_scores.json,3
s007_control_q7,s007_control,7,count_budget_control,Q7,118,463,407,False,False,False,False,False,1.0,3,4,F4,experiments/study_007/evaluation/arm_B/responses.md,experiments/study_007/evaluation/rubric_scores.json,3
s007_control_q8,s007_control,7,count_budget_control,Q8,119,791,735,False,False,False,False,False,0.5,1,2,,experiments/study_007/evaluation/arm_B/responses.md,experiments/study_007/evaluation/rubric_scores.json,1
s007_control_q9,s007_control,7,count_budget_control,Q9,117,1652,1596,False,False,False,False,False,1.0,2,2,,experiments/study_007/evaluation/arm_B/responses.md,experiments/study_007/evaluation/rubric_scores.json,2
s007_control_q10,s007_control,7,count_budget_control,Q10,118,463,407,False,False,False,False,False,1.0,1,2,,experiments/study_007/evaluation/arm_B/responses.md,experiments/study_007/evaluation/rubric_scores.json,1
s007_control_q11,s007_control,7,count_budget_control,Q11,120,3123,3067,False,False,False,False,False,0.0,7,17,,experiments/study_007/evaluation/arm_B/responses.md,experiments/study_007/evaluation/rubric_scores.json,7
s007_control_q12,s007_control,7,count_budget_control,Q12,114,411,355,False,False,False,False,False,1.0,2,2,,experiments/study_007/evaluation/arm_B/responses.md,experiments/study_007/evaluation/rubric_scores.json,2
s007_control_q13,s007_control,7,count_budget_control,Q13,"112,113,114,115,116,117,118,119,120",8147,7643,False,False,False,False,False,1.0,1,1,,experiments/study_007/evaluation/arm_B/responses.md,experiments/study_007/evaluation/rubric_scores.json,1
s007_control_q14,s007_control,7,count_budget_control,Q14,121,880,744,False,False,False,False,False,0.0,5,23,,experiments/study_007/evaluation/arm_B/responses.md,experiments/study_007/evaluation/rubric_scores.json,5
s009_l_q1,s009_l,9,L,Q1,112,285,229,False,False,False,False,False,1.0,2,2,,experiments/study_009/evaluation/arm_A/responses.md,experiments/study_009/evaluation/rubric_scores.json,2
s009_l_q2,s009_l,9,L,Q2,113,172,116,False,False,False,False,False,1.0,2,2,,experiments/study_009/evaluation/arm_A/responses.md,experiments/study_009/evaluation/rubric_scores.json,2
s009_l_q3,s009_l,9,L,Q3,114,569,513,False,False,False,False,False,1.0,2,2,,experiments/study_009/evaluation/arm_A/responses.md,experiments/study_009/evaluation/rubric_scores.json,2
s009_l_q4,s009_l,9,L,Q4,115,392,336,False,False,False,False,False,1.0,4,4,,experiments/study_009/evaluation/arm_A/responses.md,experiments/study_009/evaluation/rubric_scores.json,4
s009_l_q5,s009_l,9,L,Q5,116,839,783,False,False,False,False,False,1.0,1,2,F4,experiments/study_009/evaluation/arm_A/responses.md,experiments/study_009/evaluation/rubric_scores.json,1
s009_l_q6,s009_l,9,L,Q6,117,2140,2084,False,False,False,False,False,1.0,3,3,,experiments/study_009/evaluation/arm_A/responses.md,experiments/study_009/evaluation/rubric_scores.json,3
s009_l_q7,s009_l,9,L,Q7,118,757,701,False,False,False,False,False,1.0,4,4,,experiments/study_009/evaluation/arm_A/responses.md,experiments/study_009/evaluation/rubric_scores.json,4
s009_l_q8,s009_l,9,L,Q8,119,2797,2741,False,False,False,False,False,1.0,2,2,,experiments/study_009/evaluation/arm_A/responses.md,experiments/study_009/evaluation/rubric_scores.json,2
s009_l_q9,s009_l,9,L,Q9,117,2140,2084,False,False,False,False,False,1.0,2,2,,experiments/study_009/evaluation/arm_A/responses.md,experiments/study_009/evaluation/rubric_scores.json,2
s009_l_q10,s009_l,9,L,Q10,118,757,701,False,False,False,False,False,1.0,2,2,,experiments/study_009/evaluation/arm_A/responses.md,experiments/study_009/evaluation/rubric_scores.json,2
s009_l_q11,s009_l,9,L,Q11,120,3353,3297,False,False,False,False,False,0.0,10,17,,experiments/study_009/evaluation/arm_A/responses.md,experiments/study_009/evaluation/rubric_scores.json,10
s009_l_q12,s009_l,9,L,Q12,114,569,513,False,False,False,False,False,1.0,2,2,,experiments/study_009/evaluation/arm_A/responses.md,experiments/study_009/evaluation/rubric_scores.json,2
s009_l_q13,s009_l,9,L,Q13,"112,113,114,115,116,117,118,119,120",11320,10816,False,False,False,False,False,1.0,1,1,,experiments/study_009/evaluation/arm_A/responses.md,experiments/study_009/evaluation/rubric_scores.json,1
s009_l_q14,s009_l,9,L,Q14,121,610,474,False,False,False,False,False,0.5,7,23,F3,experiments/study_009/evaluation/arm_A/responses.md,experiments/study_009/evaluation/rubric_scores.json,7
s009_s_q1,s009_s,9,S,Q1,112,380,187,False,False,False,False,False,1.0,2,2,,experiments/study_009/evaluation/arm_B/responses.md,experiments/study_009/evaluation/rubric_scores.json,2
s009_s_q2,s009_s,9,S,Q2,113,309,151,False,False,False,False,False,1.0,2,2,,experiments/study_009/evaluation/arm_B/responses.md,experiments/study_009/evaluation/rubric_scores.json,2
s009_s_q3,s009_s,9,S,Q3,114,557,358,False,False,False,False,False,1.0,2,2,,experiments/study_009/evaluation/arm_B/responses.md,experiments/study_009/evaluation/rubric_scores.json,2
s009_s_q4,s009_s,9,S,Q4,115,361,205,False,False,False,False,False,1.0,4,4,,experiments/study_009/evaluation/arm_B/responses.md,experiments/study_009/evaluation/rubric_scores.json,4
s009_s_q5,s009_s,9,S,Q5,116,1078,913,False,False,False,False,False,0.0,0,2,,experiments/study_009/evaluation/arm_B/responses.md,experiments/study_009/evaluation/rubric_scores.json,0
s009_s_q6,s009_s,9,S,Q6,117,1426,1140,False,False,False,False,False,1.0,3,3,,experiments/study_009/evaluation/arm_B/responses.md,experiments/study_009/evaluation/rubric_scores.json,3
s009_s_q7,s009_s,9,S,Q7,118,649,474,False,False,False,False,False,1.0,3,4,F4,experiments/study_009/evaluation/arm_B/responses.md,experiments/study_009/evaluation/rubric_scores.json,4
s009_s_q8,s009_s,9,S,Q8,119,1986,1742,False,False,False,False,False,0.5,1,2,F2,experiments/study_009/evaluation/arm_B/responses.md,experiments/study_009/evaluation/rubric_scores.json,1
s009_s_q9,s009_s,9,S,Q9,117,1426,1140,False,False,False,False,False,1.0,2,2,,experiments/study_009/evaluation/arm_B/responses.md,experiments/study_009/evaluation/rubric_scores.json,2
s009_s_q10,s009_s,9,S,Q10,118,649,474,False,False,False,False,False,1.0,1,2,F2,experiments/study_009/evaluation/arm_B/responses.md,experiments/study_009/evaluation/rubric_scores.json,2
s009_s_q11,s009_s,9,S,Q11,120,2539,2282,False,False,False,False,False,0.0,7,17,,experiments/study_009/evaluation/arm_B/responses.md,experiments/study_009/evaluation/rubric_scores.json,7
s009_s_q12,s009_s,9,S,Q12,114,557,358,False,False,False,False,False,1.0,2,2,,experiments/study_009/evaluation/arm_B/responses.md,experiments/study_009/evaluation/rubric_scores.json,2
s009_s_q13,s009_s,9,S,Q13,"112,113,114,115,116,117,118,119,120",9301,7468,False,False,False,False,False,1.0,1,1,,experiments/study_009/evaluation/arm_B/responses.md,experiments/study_009/evaluation/rubric_scores.json,1
s009_s_q14,s009_s,9,S,Q14,121,1339,918,False,False,False,False,False,0.0,4,23,,experiments/study_009/evaluation/arm_B/responses.md,experiments/study_009/evaluation/rubric_scores.json,4
