question_id,question_content_sha256,sample_id,source_index,category,resolved_evidence_count,unresolved_evidence_count,complete_evaluable,evidence_episodes,flat_complete,tiered_complete,flat_any,tiered_any,flat_delivered,tiered_delivered,flat_chars,tiered_chars,tiered_recency,tiered_k,tiered_coverage,tiered_dropped,tiered_evidence_delivered,tiered_evidence_tiers,flat_evidence_delivered,flat_best_evidence_rank,flat_worst_evidence_rank,flat_budget_chars,tiered_budget_chars
ea53edf2240b88e8643025451bf8b0a91e4673ebee8a947749c64e3bef02e8a1,474246ed8448553d1bfdddeccbc210f8b3be21adf37dbf6ffcf855f17e5eccc3,conv-42,14,3,1,0,True,1,True,True,True,True,121,111,31939,31975,32,79,0,180,1,k,1,43,43,32000,32000
e752b2d87587dfb68ed870ec668580b7ca0465a265eb75cd05c69326300083e2,df58f5eaadafde51bde5993e163f5269b963d9e1fd370b32f85cd7f411fa92cf,conv-42,15,2,1,0,True,1,True,True,True,True,122,117,31997,31906,32,85,0,25,1,k,1,1,1,32000,32000
3c852f35c591afeec27ccb5a7906bf584426005cc24dd576609e7ba148dc84fe,6116527ae0e8b7763c8030a031e0192c2056c5b0df3470a749348b03ef5a3131,conv-42,16,2,2,0,True,2,True,True,True,True,114,113,31975,31987,32,56,25,21,2,k,2,1,26,32000,32000
62911317e28bfb6a246149bc470d9820366190e417d5f99e8af994964b0dcee1,178f3f414dcf288a659d3eda8481359966ae439ca7ce4efda7273fe13144821d,conv-42,17,2,1,0,True,1,True,True,True,True,112,110,31965,32000,32,30,48,23,1,coverage,1,71,71,32000,32000
2462636072dd6703ad03370bef3fdee5afe71747034c66438d114c607ce9e1c3,ccfac269d8d6c7c62d1ff6b5372ce95cd976eda8b18eccd0b0afcef03bbd113e,conv-42,18,2,1,0,True,1,True,True,True,True,112,108,31993,31974,32,76,0,23,1,k,1,5,5,32000,32000
7b8560cc2b221e25f260244375db06c72926e78359473f40b9cf09d69eb15030,2a1524c750413af04f3999a517128efd9c444ff9b8c81ca497a848ba131b8964,conv-42,19,1,2,0,True,2,True,True,True,True,106,100,31992,31940,32,22,46,29,2,k,2,1,2,32000,32000
47b387fb0b897623fad30bb25a69685435cb8b216d3cbbeaf23265ca5bd19964,9fd65bc532ec70a30c74eab115a8157ea5cc219b1382cbe83e89e6a5f7887bd2,conv-42,20,2,1,0,True,1,True,True,True,True,121,119,31995,31937,32,60,27,18,1,k,1,1,1,32000,32000
058c21128650279b721a539cf1ce5970b7e5d7b7ee3fc5a4bb4059659cc10ac5,b35122dfc53f026c7db9275eb8ca10ddc70a8f5cd550019d95c02ba22c95d3f9,conv-42,21,2,1,0,True,1,True,True,True,True,119,115,31999,31958,32,39,44,21,1,k,1,1,1,32000,32000
3e2b00c1068787d149a352fdbd75da29bf102cb1c78e2ab989abc1f93d02d54c,84d6cc9d24216029e13a7a9886cc34b44aa6d6befbe03f32cd9221712d946823,conv-42,22,2,2,0,True,1,True,True,True,True,101,100,31990,31994,32,45,23,25,1,k,1,46,46,32000,32000
23aa5a9cc2a9e022d953c26f48405defdf132d357997553f484011f7cef60dcd,e1e2c08cdcbfd9ac2186e2e7b090da8c400886fed70e00c38ebcbf3cb2e516fc,conv-42,23,1,5,0,True,5,True,True,True,True,103,103,31958,31975,32,31,40,23,5,k,5,1,12,32000,32000
8de8ac65359adb78c1d480e238341027a250dc2c52615a95c48bff92378331c5,944040f4ab63c01c5bd000ed4cc7ec6a018c253e759046bbcae833bf192b3f48,conv-42,24,2,1,0,True,1,True,False,True,False,118,116,31919,31917,32,84,0,92,0,,1,4,4,32000,32000
279cb8014f0fd09e2f49013cf5e31b786a46f9bf7f163fd93b229bae8e3fa55f,33cb0250fda0b04ce52606ea604a6f2a925ea50340e83b7002b8f9786cdf91be,conv-42,25,2,1,0,True,1,True,True,True,True,112,114,31968,31968,32,34,48,21,1,k,1,2,2,32000,32000
23378a83b8d403396793024a4363e3dbe42fae73998824c3794b27aaaa38b39a,83d0f226b117e63424802b008b92430cf448792d58ef722d46f68738ffd9d996,conv-42,26,2,1,0,True,1,True,True,True,True,116,112,31960,31991,32,30,50,25,1,k,1,10,10,32000,32000
fb118ca3cd7adf8790322ef7bcad6f0445fd1b5c71dfc91922e4664488e0f096,f2cd0bb13aa187c17dad7eb1364ae6329fe049d2137cac7d2ddede4eadd98b76,conv-42,27,1,2,0,True,2,True,True,True,True,100,104,31971,31966,32,72,0,44,2,k,2,2,8,32000,32000
d174ee73f64accbbde07f7b69ca9b88e873a754f0c1638caab57b6550ae207cf,c7b2a44950099d2607af68438b0c78b9b0b9d7e793b171116c6a3ceea3c8468d,conv-42,28,2,1,0,True,1,True,True,True,True,115,114,31981,31981,32,82,0,36,1,k,1,1,1,32000,32000
68db0e898dba0f4eefbafb66d86125fae4c9b83d6e1264b60347dcd965e805c0,eb1537af3f1b55b4077901be89856a75daf6af93c3921202cfa6fd7f36f3b7d5,conv-42,29,2,1,0,True,1,True,False,True,False,122,111,31962,31992,32,79,0,169,0,,1,5,5,32000,32000
7fd147b3cb2deb3677b72ea650c8453b67ff7f6a2e84e36d1d887c7a14608c85,f0d962c4da6133b8fe775c49a874989cfc30f5aa0ba94dfcf76a3a573a46e3d1,conv-42,30,1,4,0,True,4,True,False,True,True,105,106,31998,31975,32,74,0,65,1,k,4,3,55,32000,32000
c49905113defb259264bcc83e74a524fd1e3f6815c4d81d8e3857a537da3120e,7f2f60e2027c9411e8cf1f40130cdd0ae0bb55c05e15156bcf1330cdb8b727f0,conv-42,31,2,1,0,True,1,True,True,True,True,114,109,31986,31915,32,42,35,24,1,k,1,3,3,32000,32000
d336ecd481507b2632f26e04a91096b67fb0d26d8b4a74ba7fb8cee347a0b078,fe15f66de939a97c2cb3defdf68525c4289148525ef86c35d94a1072314bedd1,conv-42,32,2,1,0,True,1,True,True,True,True,107,107,31971,31974,32,7,68,21,1,k,1,2,2,32000,32000
fbc3c2230fafc70559c8b505c82a51565e376972d8c5d923e85cdf989751c53f,9e70a160fd5908cf482e21377034c46ce1f4d9aa8418e1482ab5f6f4451dbee8,conv-42,33,2,1,0,True,1,True,True,True,True,116,112,31987,31976,32,50,30,26,1,k,1,1,1,32000,32000
351a45c5455d0b869a0a5002511ee4a99fe6876b4015a46c155bd22d3b0cf361,fae9d39fe47fd2e44c4974cdce9f7026899e924599714482d7b2f2cfcb9d2043,conv-42,34,1,3,0,True,3,False,False,True,True,116,111,31986,31990,32,79,0,200,1,k,1,28,166,32000,32000
37caa40b6f5651d328ec986771e081a246bb2922e1ba7f34c3d8caeb57049351,446c35c58ff5ea76c98fb6c1e874ab539cce7c7acd92e1012668e0748c556195,conv-42,35,2,1,0,True,1,True,False,True,False,115,114,31992,31938,32,82,0,59,0,,1,1,1,32000,32000
64e790cf119943f76e4e7d40557d263730525613f693825a930b4b9b85605ae8,b4ccc31f169413b36a49f9611dfb3fb4647982d0bf60847aa9253a26a9d76cc8,conv-42,36,2,1,0,True,1,True,True,True,True,99,100,31956,31969,32,58,10,24,1,k,1,4,4,32000,32000
de597f5a520c1f0163d111f45cd6fac702d16f0cbcb50072f3fb03a8aa7fae46,21e2c872466e04f94a30bb66a6703920b8c50a11d8d754c0bf7221ffdbf30234,conv-42,37,2,1,0,True,1,True,True,True,True,115,109,31991,31999,32,56,21,29,1,k,1,1,1,32000,32000
52cc5d919bdffd019b5d2a6e48ea04b3f08657cc2efb2390e547e7588a55e591,9f62a11a8f498af471532d2ee335a3e20b889bb9fce57d9282fa000301bf7829,conv-42,38,2,1,0,True,1,True,True,True,True,107,107,31982,31887,32,58,17,21,1,k,1,42,42,32000,32000
730881879250923598d7f1bd2c315875fd1db0fc9e5b551e1805f6bb5f9ec9e0,75894040d3f2d97d1fd708ad8b1ff829b7bc88cea2ea320bbf39895474e1b02d,conv-42,39,2,1,0,True,1,True,True,True,True,118,114,31945,31885,32,82,0,23,1,k,1,3,3,32000,32000
1e93729add74f35e816e8dddb6000ad8f6b3e8cb6e832734325e43cbf8aaa4b4,1772a808c8fd07c85447a9d8bcfb0f296e5b150854f27a55941d36bc80a2f462,conv-42,40,2,1,0,True,1,True,True,True,True,110,113,31920,31974,32,67,14,22,1,k,1,1,1,32000,32000
ecb6bdcd037c1c2abca380593f7accf9acd56280196add1f5d47ec790c08b58b,368679f32fb4d93d652ff2ec4631837db40e8bf2edec9d0571beadc493d2c24f,conv-42,41,2,1,0,True,1,True,True,True,True,113,109,31962,31982,32,60,17,26,1,k,1,11,11,32000,32000
8fa3b13d692e80acac81f8e0a73f280687f7a3be4547c9cb2bd9f35cefe87cba,e153a93b34b67d7c40c818e66a5aff89e28ca676da269ac25ba354da62a10f6b,conv-42,42,1,3,0,True,3,True,False,True,True,118,110,31956,31999,32,78,0,144,1,k,3,16,95,32000,32000
54e9604bb28c4edd66f145907620d52556398916b2c85ec7d8979289c05dfbbe,3a11449dba58c07f7386e8287b33a00bae6a20679206cc964ac5c05bfe751be0,conv-42,43,2,2,0,True,2,True,True,True,True,101,99,31924,31973,32,46,21,27,2,k,2,3,6,32000,32000
af2d0a34fee6fd029bdd1c4d786dae84fc1380c357d4c88920be408d147cbcca,0332b1cdfa09a8e68ac22d62b017a4cc72fa1bab2c00ab881a99d9e59b019894,conv-42,44,2,1,0,True,1,True,True,True,True,110,108,31950,31901,32,75,1,25,1,k,1,23,23,32000,32000
56ef6dd634e505a6042446b520c32a554de19f4701fc259b9b7d5c6312ba8024,84820ad74a596bc927bb3c764437eb6075d20e8116c4b1e8b9532a4b5db3658e,conv-42,45,2,1,0,True,1,True,True,True,True,96,95,31946,31983,32,44,19,27,1,k,1,2,2,32000,32000
ba9d8027860573aeaeed0cd07013fbbc925e7e0113182298e78395925e538661,4616357278ca9cdd996707cbba4e070935df2e97af1ebdb66469cb0bf09d5a49,conv-42,46,1,2,0,True,2,True,False,True,True,112,112,31952,31907,32,80,0,28,1,k,2,5,26,32000,32000
c67cf4f99d135e595767179cca1cce876cad4e3bba1d5d594e32e3d2dab8fe8b,43380e5a0425fe9e8917052c4638264bb04208d386569e484b3a341db2721c51,conv-42,47,1,2,0,True,2,True,False,True,False,120,110,31986,32000,32,78,0,149,0,,2,2,49,32000,32000
1c4c72388a8e0930c9170c91f62326f682378a011616663a11d659fd7c47701b,549e096be8bb9e56179611d15e5288284cec3243928ae27e33f4c2255bd0868d,conv-42,48,2,1,0,True,1,True,False,True,False,114,115,31968,31952,32,83,0,81,0,,1,1,1,32000,32000
b0e0b32158697ba79d23a6cd8cd336e3eec9bc2e3c8247c9074b3184c5829c28,d6e2afaf3318c13826c230c8580c2731c44990c00fb7335890ec7dfd75ddbc0b,conv-42,49,1,2,0,True,2,True,True,True,True,102,104,31954,31998,32,28,44,23,2,k,2,2,6,32000,32000
2715207fe1f1624f541d0f192be48380020e8221d1cf9482fdc3a024ff5752f2,0c0aaeb016adcf0dba6ad21e69b32192df79bc69d5b2ff71fae3408422b6d55d,conv-42,50,1,2,0,True,2,True,False,True,False,119,111,31985,31990,32,79,0,205,0,,2,4,28,32000,32000
8b6a009c3d9ea30209f25596bbd9e672294203263aa4fd5a2af2db9a93011f6c,897e84050a40df8c08242952f5d46fd5711aca6498b63e3b3a9101e2060366a0,conv-42,51,1,2,0,True,2,True,False,True,False,118,110,31967,31950,32,78,0,153,0,,2,7,15,32000,32000
e2df68b5446ea69031bb053a1f2c174b1e9e10e5f1084423004c9bea4e428d98,096d4b07ddf09e43f222c2cdbd144e27557288304c225c7161037706deee8d82,conv-42,52,1,2,0,True,2,True,True,True,True,97,97,31925,31987,32,28,37,24,2,k,2,13,15,32000,32000
9e1a1be73a7975d28634a082da77a31fde088d055dfba5fd8fe758e5293a9d38,b6cc4afe2c9d3e0ad565f847b0fc806f8fb6d19a12ba9891155c8934fb6818e8,conv-42,53,1,2,0,True,2,True,False,True,True,120,117,31972,31962,32,85,0,27,1,k,2,1,68,32000,32000
45709546bc0ba26d967ccdecc38613b87a3c20fea7bd6c60906e48290538757f,b7e0910cef8bff6201cc93cd108b573e457414973281afd42d7dbf5c1897a852,conv-42,54,2,1,0,True,1,True,True,True,True,110,107,31924,31944,32,53,22,22,1,k,1,1,1,32000,32000
0bb8c16ab83966cc27014522c7251afedc317faedcf4da9e398fc46dfd73d488,f41afa992d72e36f0f3f6e74c1f05da96af0bc1237ad1342af29226affe90daf,conv-42,55,1,6,0,True,6,False,False,True,True,108,106,31926,31961,32,74,0,125,2,k,2,20,236,32000,32000
35f9d906e9b7e3290f7e5a301e589ad0a892b1c43c019b43f3894b7dfa0567ec,7312513569440ba43ed90a6e9d0a186ed01a8589d1027adc2022c803475c39ab,conv-42,56,1,2,0,True,2,True,False,True,True,122,109,31950,31950,32,77,0,156,1,k,2,14,21,32000,32000
b53ce915bdb62ca49733c1861052ee7f3fd06b0cac8c1f78ef05d1e78fcb644c,f53983e5358456b3ddaa0941f79bfb737da14146e50bf312416782ae0b729336,conv-42,57,2,1,0,True,1,True,False,True,False,116,108,31991,31975,32,76,0,176,0,,1,12,12,32000,32000
a3551164d7362aaf94fedeb8917cc1d76259749ed7535c204934bcc21cacded5,9b7a5d3d44320219231ff6733ba7bb30970f8c7225767e67663af7c0758d9957,conv-42,58,1,6,1,False,6,False,False,False,True,123,110,31936,31914,32,78,0,200,1,k,0,144,316,32000,32000
1784f1ad203a31c7d8b86711f6c6c426d045716ecff16643f845906eb6a2b6cc,f79bc4130c1a5f0b2b050cb4452c049d633438cd0c460f91dc26975cba881e77,conv-42,59,1,2,0,True,2,False,False,True,True,109,110,31959,31980,32,78,0,68,1,recency,1,11,118,32000,32000
806aa7d67b74698fa1e67fefe095d818b9f3cb4eee56b0954e12087bd4d1b7ed,10c21e73d2e1bce9ab85b49790ac9362630f768a0bf9a5194f005fb459fe7e3d,conv-42,60,3,1,0,True,1,True,False,True,False,118,117,31954,31937,32,85,0,62,0,,1,37,37,32000,32000
ac84559bcd514c32229a01e9db5ed502f5bd727ce0c57cb8c72c7acd30b811cb,6b5c17fd5cfbdc303e730b518dba7cd91d0317f2f9818d52d97ea2063142c287,conv-42,61,1,3,0,True,3,True,False,True,False,112,114,31963,31950,32,82,0,48,0,,3,2,78,32000,32000
c49b9e4e8dcd7d9a9f6b912bf9a45edc1102b5d09c94ad3defdfa49a51653967,be4423e7f5031f8fd442002a50207e9cd77d9baad342e5cd40798ba63bffa97b,conv-42,62,1,2,0,True,2,True,True,True,True,117,116,31967,31938,32,83,1,25,2,k,2,20,59,32000,32000
3b2c3eec1968b36ec524b6d1be37562a129d0200adf4c641d4fdcd36dd426fc7,12830b9730cac5a9dbe9a7abd300be496c5278031d28e2e73b0c6918ce839d71,conv-42,63,1,5,0,True,5,True,False,True,True,114,113,31945,31959,32,81,0,29,2,k,5,7,62,32000,32000
ce5a083637ca2ce6ba0ce336660ef0dc05ab3311d306011f551f7c4d75774a57,21fa5543d082d74c8cf6641d345b34c950417b1468b259afdb83ee2ab8327e92,conv-42,64,2,1,0,True,1,True,True,True,True,111,104,31994,31976,32,39,33,30,1,k,1,1,1,32000,32000
c7f924aebc7207c19dff83b944f915c93a81d5a5787250b68e70b28a6177e844,a512fca7b5482b03b4e302447c5337f0352bcfb6f63c3b27ec9086ae6572e3e5,conv-42,65,2,1,0,True,1,True,True,True,True,117,109,31979,31920,32,27,50,27,1,k,1,1,1,32000,32000
021530dae37f1fcd345b0f69e199cfb5ef26fde9061601ffa56d4b6462c03351,7e719e7be5edabed9d4af6bec1a90cde406647cd52fe4b23347ad81f8986d22e,conv-42,66,3,4,0,True,4,False,False,False,True,111,112,31953,31915,32,80,0,70,1,recency,0,131,298,32000,32000
d393f309ff9c9c61792ecec0b7d2ff542614a524721a13da5c9c7fef8afd9c82,4d6479cecf55622cd9a0728a987f90c3045cc411dda0178ec37b8cca7534a64a,conv-42,67,1,3,0,True,3,False,False,True,True,123,116,31943,31993,32,84,0,56,2,k|recency,2,25,186,32000,32000
632151c796951d2a62fbedff26ffd94bd9546244a8497d01994231b111ee263f,4f00e723689e6a255b12d05bf7ddac56d678345c72df05ebcbca9a65aff28539,conv-42,68,3,4,0,True,4,False,False,True,True,111,106,31991,31994,32,22,52,29,2,k|recency,3,9,207,32000,32000
a10194172b5d9f05c2381719e449e51c78b422f331a2dc1c567d7a79f37233d5,acec4a84c008d74cf3e7e8e7739eca5be4c52125f28b748a30645d91275e50f5,conv-42,69,1,2,0,True,2,False,False,True,True,122,120,31961,31993,32,88,0,36,1,recency,1,22,185,32000,32000
50370f80902f3cea6eddecd12a888e688e9f96e803a16709e89d946ce314cb01,3c14a3061bc84190e7411a5041fb77f4c835025a292d5834ff972bac51571bba,conv-42,70,1,3,0,True,3,True,False,True,True,116,113,31943,31959,32,81,0,120,1,recency,3,14,35,32000,32000
642285dd7808bba6528b84bb31636f5664d655f26386ec7ef2c1ec714115f734,2607c3acda8805bdf6f6ecf88f477e2f40cc1cdfabd8134c29d9990118c4d830,conv-42,71,1,2,0,True,2,True,False,True,True,121,110,31931,31968,32,78,0,195,1,recency,2,9,55,32000,32000
05ac76f5e94013bf1696ddc28ae760e0352a5c2982f87e0d1eb73c92f7c9bb53,1479637d032b379edc07b07e0374622873712b2d8fb04d833e0a1f7deb3fc1c6,conv-42,72,2,1,0,True,1,True,True,True,True,114,109,31982,31997,32,77,0,180,1,recency,1,2,2,32000,32000
3e974cac1d4830a82127c69504050609003cd5cd319202da4e48e1ae37fb7efd,539162f05d34ab435f32603366e8e68b4e3f350e7c7632dee7a6e50c581877b3,conv-42,73,3,1,0,True,1,True,True,True,True,109,104,31960,31962,32,15,57,24,1,recency,1,11,11,32000,32000
8196d9a50d8d2edeeb2934babfac6d1d92a399d5f581d996449942b57c6b19f5,439c99962d1d38a4a41de205745362878bbcf20c0898af60a5a38d94649a8fc5,conv-42,74,1,7,0,True,6,False,False,True,True,117,111,31986,31990,32,79,0,201,2,k,2,40,317,32000,32000
195cfa723f63a3c2c8be971c057ed1b2ee706b9183aad19e1c4b3cc442496d32,fa05d1866f7e43cd787658097e1c732299d9481aa8b763720e5ab5bc581c6d34,conv-42,75,1,4,0,True,4,True,False,True,True,112,110,31981,31947,32,78,0,32,3,k,4,2,46,32000,32000
f7bea5cf0138b778f6df3c9bd4a9ca109fdb22adfb55cd72b8d2efbaca5c1f84,6dab22a7da7b83ea93ccfa08309358919e45a4aa56b7417fc78054d5aa1a4b70,conv-42,76,1,2,0,True,2,True,False,True,False,116,115,31993,31950,32,83,0,87,0,,2,1,19,32000,32000
b469ca4c2ec1adc42a8f2d3962cfdb374bc3574d2d64572a3ecdab5f37661fef,c9f5e231e4ef707a0b65b18d3eece392170375233eeb417dc3f58467144f8ba0,conv-42,77,2,1,0,True,1,True,True,True,True,118,113,32000,31975,32,49,32,22,1,k,1,1,1,32000,32000
a41adcff1f3869760da18c4161fb06ce0ef820aab2706c20004ecf9fd3016d82,a3a20938fface4fa990c603ee8a8e6bad383aaea6a55661ea896c94e0b7853ac,conv-42,78,1,9,0,True,9,True,True,True,True,112,105,31990,31999,32,54,19,28,9,k,9,1,36,32000,32000
c0be5dc5bb6a516c1deed9f06c5c9cac280f332ce134f31733e55c3dbd4bb891,820555b311c0a4ff5e9d424176b62a0cd928f72666e5925f43f2d911e0b88a55,conv-42,79,1,5,0,True,4,True,False,True,True,100,98,31998,31960,32,37,29,26,3,k,4,1,87,32000,32000
440de6a51273a11240f18b288c4c37ec9227a46197abb84f3660f78eabf8c0d8,6a0644302c5e39d0387a101cba8a336f1f64d833d197d4abfefbf5a39c84676c,conv-42,80,1,7,0,True,7,True,True,True,True,113,109,31975,31980,32,66,11,24,7,k,7,2,40,32000,32000
e8d5aa16ecb8323e9e87ee9d1e05ff19890b5c80fd9d011ac3cb7bb7eb167d4b,2378ad7f8dc1b5ba557080c244c9718979630dfdc72c08f9b20afd30202adeb3,conv-42,81,1,9,0,True,9,False,False,True,True,115,113,31981,32000,32,81,0,35,3,k,7,4,120,32000,32000
10e2a14d5ba7ec84d1a88b21897a015f3df7af04f811ade630ebb4b5b1cad17d,952e7249b153dbcb3312e1bc878c3e9e687c9091466aa4dc6853c1e182734bb0,conv-42,82,1,2,0,True,2,True,True,True,True,124,113,32000,31922,32,81,0,138,2,k,2,12,109,32000,32000
953e6f03e72f7983c8c6fffcea9b4a247694f0c81f9525a7797e1d427ebd2bc9,13433968f10c929879c19f552adfb3302bfd7e1998dba7f752eb6aa26bef2750,conv-42,83,1,3,0,True,3,True,False,True,False,115,112,31967,31960,32,80,0,112,0,,3,1,54,32000,32000
62073229c03f67ec206128dddfff6c3e9a733a9af543c4d6e68cce576e41a063,76ec4204dbf5cfeed450243f93265a3fa54ebf70198f2713ccf6abe1ae198ed0,conv-42,84,3,2,0,True,2,False,False,True,False,112,109,31978,32000,32,77,0,147,0,,1,36,177,32000,32000
dcf003086f310b982a492c8fbcb4c863a9e442e4499aaec84f1a68bc579cbfdd,f30d90da1416570d8399be9c0e0a68bdee004b6f3e6f78e4faf662716280210a,conv-42,85,3,1,0,True,1,True,True,True,True,106,107,31990,31932,32,75,0,67,1,recency,1,3,3,32000,32000
3fe9fe73a2c84757f08e8194a36ba074e353962b4a58c3d280bef56cc4a61327,14bceb46c3960ca21eb39dee7baeb85cbb8cb4beefb11d9a1eef5a3860923bbe,conv-42,86,2,1,0,True,1,True,True,True,True,122,120,31959,31964,32,66,22,17,1,recency,1,11,11,32000,32000
fc39bd31a145fc95bd88e759331e054c430434359bc870b590201bdad1987653,05902ec0b96d7e8b65cecd8f333ef541b58899da2dfd40c38a225995131dd89c,conv-42,87,3,1,0,True,1,False,True,False,True,121,120,31935,31913,32,80,8,22,1,recency,0,170,170,32000,32000
7b0556250b6a62f8473eab04eb4376ed2f41ba1fe940a4e2c76ca00838c49673,5e0f1e2ffdf2f04ca8bf2ced582677512c3709524faa1f1a93d253106ed46fdd,conv-42,88,4,2,1,False,2,True,True,True,True,111,107,31979,31883,32,75,0,23,2,k,2,2,44,32000,32000
1e989154811fb99819e2e13e2df4e0fadb11c5856fe60f9984b06e1b44d11f00,99c560d283e8101183f508fece3a3896020042219ac957992299173397c8fae7,conv-42,89,4,2,0,True,2,True,True,True,True,127,123,31973,31891,32,76,15,22,2,k,2,1,2,32000,32000
a32826014d81d1c187660c43433565eeaa74d9ab2793fb27a736c44b30a3050e,f0a2233548a26e1cb22d6349d463c1e108544e65b415f059f775a80f487dd589,conv-42,90,4,1,0,True,1,True,True,True,True,114,113,31926,31925,32,65,16,18,1,k,1,2,2,32000,32000
8d65e60f881387322dd26db1fb9262b408649c6bec70f6d39d4bd572c3d0d768,985e9ae087b29618b12a9838d56e869b91b32d7ac0654640f9670d1d2fc0ddf4,conv-42,91,4,1,0,True,1,True,True,True,True,114,113,31965,31904,32,53,28,22,1,k,1,1,1,32000,32000
8d6ac8b55d5e0454c70627450fc34b91086e090a98e6d62d1635f7f646c34161,a69d7b55b2d172cd0360e26438602835585680e902df5d15d600db6231b55a37,conv-42,92,4,1,0,True,1,True,True,True,True,111,112,31983,31971,32,80,0,33,1,k,1,65,65,32000,32000
2093c9aa76d6ac319e9d56a97c52e2ee64ecce996626f3e6754a131ad226e8e9,dd73ed8984fbab6cfc8175f4a3be83ef9bc645dddcb6b17393792c54a64c036e,conv-42,93,4,2,0,True,2,True,True,True,True,113,115,31975,31991,32,83,0,49,2,k,2,1,14,32000,32000
8832212f6fa8c327c297d50f380df09b24548076ca57c151468113867ee5ab88,1eed8c9320084bb79ea1f5845d1a4a4a88e458d768408d1c47a0ec779b538fd1,conv-42,94,4,2,0,True,1,True,True,True,True,112,112,31916,31903,32,80,0,20,1,k,1,49,49,32000,32000
cb7715e53ea093ad22321befca2052267a9748b8bcf6e853043deea41e974741,a0f1c00963df5540ad715eb5d380729e6d296ca3a2d8182680557c35e8efc7a2,conv-42,95,4,2,0,True,2,True,False,True,False,110,109,31998,31949,32,77,0,25,0,,2,15,20,32000,32000
c45231a551790010b1d752977c4d922da96ae1ea55086a07f8b645855e4f2e1f,fafe02715b50e6ffda2c3c01452af9ebc20a26a134736d59657521a72a69db02,conv-42,96,4,1,0,True,1,True,True,True,True,115,113,31972,31971,32,61,20,22,1,k,1,2,2,32000,32000
4e91f5738d80a26d3351df6d5a280e9036686a86dd89514b17c13abfa5442eff,696d0c84cd3ef0c100509f3ee7649748613bb848bf1c2434e75e75fc8a4adc79,conv-42,97,4,1,0,True,1,True,True,True,True,106,106,31958,31987,32,74,0,24,1,k,1,1,1,32000,32000
300b1be42895da46ca1a94a4f988a69f1ed278fab5e27e452a256c39d452d648,90967b25ffe5408313cd2664bbf2fedd125bec5e539df74e9209c68bac7720e5,conv-42,98,4,1,0,True,1,True,True,True,True,109,108,31984,31922,32,76,0,22,1,k,1,16,16,32000,32000
62fdd8f715348602c02d07a0f9d46c81ee06f8a2edad57c7537b8137a4dba7f3,47bfaffed23d9e7d70fd77ce8954bd29e73de136b1b84d114caf55cdeb25ca16,conv-42,99,4,1,0,True,1,True,True,True,True,108,107,31917,31939,32,75,0,37,1,k,1,7,7,32000,32000
005b260e6c1b09927f1090a1e1408f63b1a1b6959848c6f06905b11983b582e2,4bd5dc313d6deadaf137a14bad243842f69063564ee9e4098ccff13add0a4db6,conv-42,100,4,1,0,True,1,True,True,True,True,117,118,31933,31987,32,86,0,18,1,k,1,5,5,32000,32000
1be78c5357bc8478553131dcacaf2db0b7743c1a4e176014fe70ee5a6e2954bd,1e315f91ab6e10f6a8feb0d9cc2e8796e1de6bacdc9f97f6a143472d3dd786d5,conv-42,101,4,1,0,True,1,True,True,True,True,116,114,31951,31997,32,82,0,106,1,k,1,16,16,32000,32000
3cdc893d056ef2fc084ae55d5213247db130e6c9eb53ef87bf3ab60052bc7551,7def084793b7cfd976acf845bfe5a80445c7f6ecbde161c85a4a770bbfe14af7,conv-42,102,4,1,0,True,1,True,True,True,True,113,109,31976,31975,32,76,1,26,1,k,1,1,1,32000,32000
b1e9c3b46aa613d90adf0920b8505dd8244fa341b00db9bcd8109ee0b83d0b03,0c52fcd211887e06a6e958d2f2914eaef300ed0f1d93a6e660d2314dc64b8610,conv-42,103,4,1,0,True,1,False,True,False,True,114,111,31983,31991,32,79,0,182,1,k,0,120,120,32000,32000
569aa83fd6d41fddc2eaa5aa7409d26064f6f9efd6b6ad9a585f325192606984,496be500688c7667ae617547b8e924f1e1821aec802612b43d35e5de2396b944,conv-42,104,4,1,0,True,1,True,True,True,True,104,105,31923,31998,32,28,45,25,1,k,1,1,1,32000,32000
49768a338dc170d3eadf9933bdef9370c77c3a8b5a8bc26d03300765150c921f,940bf1a7adb056e9359be2c27b86a0f39470e7e99cef4b61464b5b1a6f7e963f,conv-42,105,4,1,0,True,1,True,True,True,True,119,114,31909,31953,32,55,27,25,1,k,1,9,9,32000,32000
a2cbfde9359c2cfe470fcdd7240f032cc7e52607ce7262f1a145e9ab808a7c4b,c457b0219e0de429cf3ccf5c3c5bfcc05a6640c643009ec95f6a613b14d99e79,conv-42,106,4,1,0,True,1,True,True,True,True,99,101,31954,31942,32,61,8,21,1,k,1,17,17,32000,32000
731134a81544a28461e7fbc49dc641fe3e638442193f6039af698c4875d36232,ef5f71a5f12f0953d92d9af744aa7e37067902a0b06797e34e074223321605da,conv-42,107,4,1,0,True,1,True,True,True,True,112,114,31932,31992,32,82,0,113,1,k,1,3,3,32000,32000
6db5d86f40cbc7eacdea542613eb13788c3a5930cd8a21bc637d15dfd9b7deef,2236c48abe25fdb2de34ac5a57e6b2ae0c8e4527c873e8fe541cd234ac84ba99,conv-42,108,4,1,0,True,1,True,True,True,True,115,114,31982,31989,32,82,0,89,1,k,1,30,30,32000,32000
