question_id,question_content_sha256,sample_id,source_index,population,eligible,evidence_candidates,control_16000_complete,control_16000_any,control_16000_evidence_delivered,control_16000_delivered,control_16000_chars,control_16000_payload_sha256,control_16000_spread_evidence,control_16000_relevance_evidence,a3_16000_complete,a3_16000_any,a3_16000_evidence_delivered,a3_16000_delivered,a3_16000_chars,a3_16000_payload_sha256,a3_16000_spread_evidence,a3_16000_relevance_evidence,facility_16000_complete,facility_16000_any,facility_16000_evidence_delivered,facility_16000_delivered,facility_16000_chars,facility_16000_payload_sha256,facility_16000_spread_evidence,facility_16000_relevance_evidence,control_32000_complete,control_32000_any,control_32000_evidence_delivered,control_32000_delivered,control_32000_chars,control_32000_payload_sha256,control_32000_spread_evidence,control_32000_relevance_evidence,a3_32000_complete,a3_32000_any,a3_32000_evidence_delivered,a3_32000_delivered,a3_32000_chars,a3_32000_payload_sha256,a3_32000_spread_evidence,a3_32000_relevance_evidence,facility_32000_complete,facility_32000_any,facility_32000_evidence_delivered,facility_32000_delivered,facility_32000_chars,facility_32000_payload_sha256,facility_32000_spread_evidence,facility_32000_relevance_evidence
ac84559bcd514c32229a01e9db5ed502f5bd727ce0c57cb8c72c7acd30b811cb,6b5c17fd5cfbdc303e730b518dba7cd91d0317f2f9818d52d97ea2063142c287,conv-42,61,other,True,3,False,True,2,52,15920,b3cfc52d44b2c92bbbb24fc71f7dfea0839c8bd2a4731e006872cfab16c61971,0,2,False,True,2,55,15991,4ae37468096881e7db363135e281896e914753dbd8a11d388756454c2392429b,1,1,False,True,1,57,15955,80ea98da61d94f099c30fec800bedec294d325b04f3b399e7d6b1b1dc715f012,0,1,True,True,3,112,31963,cbd1e53ed2b9101d4e0ba22313451ae405e291773f3902b9da1e4c1819260a9c,0,3,True,True,3,113,31996,3e1a0a7475dc7563364476155f52bb714d3f3c3170eb9e135f544d653aee43aa,1,2,False,True,2,108,31919,288533381e5b1ade85ded5bfc9c0c0ee4e383db1c9e82e826f42f37b5831077e,0,2
c49b9e4e8dcd7d9a9f6b912bf9a45edc1102b5d09c94ad3defdfa49a51653967,be4423e7f5031f8fd442002a50207e9cd77d9baad342e5cd40798ba63bffa97b,conv-42,62,other,True,2,True,True,2,63,15995,f28d62578cb15a38fd12936469829173a7e6f82b8532be2f0dfc032963baffe8,0,2,False,True,1,63,15945,e53bd63665d60668df83728293ef97d2fbd4b4440add46a7368d45fc415e6e2c,0,1,True,True,2,62,15939,e700904beb78c4bc7d513ac81734f97212f99e867e0ff4d7b10b1c8feb37131f,1,1,True,True,2,117,31967,0dc21c6e03b5c03071b9de538e434142d5b991d526628c27dcb114086405e99d,0,2,True,True,2,117,31937,23028036ec72b0e452abff563990e73bda8d95fa0e824e50572b9caaaf0bebaf,0,2,True,True,2,115,31994,df9917072884d642f2b64ccacba2a843d5c96d778fc5eb9c00525584dcf85a0b,0,2
3b2c3eec1968b36ec524b6d1be37562a129d0200adf4c641d4fdcd36dd426fc7,12830b9730cac5a9dbe9a7abd300be496c5278031d28e2e73b0c6918ce839d71,conv-42,63,breadth,True,5,False,True,4,54,15912,025b626696690f6f4c124683290961b721e05b557be2329b062baf0ba14e6652,0,4,False,True,4,55,15980,52da3fc94e67b88a8fb17b93f0b8ca4c2102f2fab27b213c03e504e3bec8ce47,1,3,False,True,3,57,15954,6ca39b362885cea0bca62162b9fb058d2a59aaef512bd77e1dc7ae41f1a3b51b,0,3,True,True,5,114,31945,302027286ded54e2d1850453c36756a7f3bfeee73b475cf5ca217eef64cb31a1,0,5,True,True,5,113,31973,b3799e8dc7189e6ae0a9136f5027a24f1b141e6dacd265f61bf27a607cb3763a,1,4,True,True,5,109,31937,bb793128bc244b84cc194605d09eb9f4a025e51eb3f6c7f8d188a454ba8067fc,1,4
ce5a083637ca2ce6ba0ce336660ef0dc05ab3311d306011f551f7c4d75774a57,21fa5543d082d74c8cf6641d345b34c950417b1468b259afdb83ee2ab8327e92,conv-42,64,targeted,True,1,True,True,1,50,15973,2689de8b42cb3c48456d95f1768855df89aeb2cded0ea59335c08b49925b5a78,0,1,True,True,1,49,16000,0930cb7c9008a3442eca67520e211ae5d81f9866bceaeb4c2045a31b973e058c,0,1,True,True,1,53,15997,6cb2a577aa22c8dc600c7085886998dd08230f09c044dd9b27fe51d6ac2cf829,0,1,True,True,1,111,31994,cbfa786eb94241ededae7182f094661edbc52732eb449a779026b32485c3d245,0,1,True,True,1,110,31974,16dda638250109c55c2564372e1397a9ae4f3538987e92e37ed024e4a4157618,0,1,True,True,1,105,31990,4f75bf7fa3f29bd249891035d5924189388f6383b83def29f3c9f363f0be0526,0,1
c7f924aebc7207c19dff83b944f915c93a81d5a5787250b68e70b28a6177e844,a512fca7b5482b03b4e302447c5337f0352bcfb6f63c3b27ec9086ae6572e3e5,conv-42,65,targeted,True,1,True,True,1,55,15980,dcc0f7e59141539243877b42e28d77ae243225946e9f341740ab3fc51181c462,0,1,True,True,1,55,15940,5efd5f12e64dfcb91a33ccebfed0ce15a67ba5c274f56df5c20b41c42c2fb2a9,0,1,True,True,1,54,15932,4d17c154043388307f8b64e8852a02f2925f91c16d4808ea589ea87f2c82803e,0,1,True,True,1,117,31979,570494fbe5e2af1800eb2eea3521097743bc650645234676069568bc43ba1f8c,0,1,True,True,1,116,31970,1fe9f2e757deb07077f0f71b27a1728a5b3c496bd44f950de6fdb4171aa93786,0,1,True,True,1,108,31916,93e53c929d2612623b59319aca6b99a5e8a2fe22724747ebd43bffcb37d04215,0,1
021530dae37f1fcd345b0f69e199cfb5ef26fde9061601ffa56d4b6462c03351,7e719e7be5edabed9d4af6bec1a90cde406647cd52fe4b23347ad81f8986d22e,conv-42,66,breadth,True,4,False,False,0,50,15931,3083fc0c2624aec9b0abaa8858a2c53faac780147cb9fe5d21e99779eb074f96,0,0,False,False,0,51,15983,0327208129469c667ccd9e5c3342e255818264063fec1909099b82499ce0f69c,0,0,False,False,0,54,15972,9642909393dabcfb669895497866598faaf9263c4a8d5b7d862477b924eb5c9d,0,0,False,False,0,111,31953,8db8273615b9b9c44d833f2c06f583d99100c3e13b6ca643ca0b76b3a6ea62f6,0,0,False,True,1,111,31961,b2ef14b44da48ea2a1b706f3805b8f6bf0c2cf3f5937abf6b430aa85245c7abb,1,0,False,False,0,106,31973,95711305e445b91e82dd9bd79e2f741cea143ef9c9657a22c23fabfeba132258,0,0
d393f309ff9c9c61792ecec0b7d2ff542614a524721a13da5c9c7fef8afd9c82,4d6479cecf55622cd9a0728a987f90c3045cc411dda0178ec37b8cca7534a64a,conv-42,67,breadth,True,3,False,True,2,60,15997,6dee58bbf2d8b9570bbf6e2d0925244f2ae0bc804d93c21dbe5c6e77e5ba821c,0,2,False,True,2,60,15941,523c85ad318cab0b7fe64e7c98461dab58972764cb5b767371b26daa6ca7ff5a,1,1,False,True,2,57,15991,230a7aa08785b593da956dab4d644ab946ba885e40f2313e2fb658f804495837,1,1,False,True,2,123,31943,4100b4c3d1481b14f6e558c05a53ce363d5462f520ea6b17c13e217bfd259188,0,2,False,True,2,123,31913,f59d6f53f0b4a7b58b2577d121cd0ee9f32f85cfdfedd7b6e7bfbe1e04acd91a,0,2,True,True,3,113,31940,33546e63757e95421dea30e71e2b3d583c1263f64094f4f86309e9b2961e05ab,1,2
632151c796951d2a62fbedff26ffd94bd9546244a8497d01994231b111ee263f,4f00e723689e6a255b12d05bf7ddac56d678345c72df05ebcbca9a65aff28539,conv-42,68,breadth,True,4,False,True,1,57,15966,fd7831c326a0a0eb0338257e9b6915f46717509ae7e9b095cfa58328bc1bc6fd,0,1,False,True,1,55,15917,e8ee27117edd74c8585464f8a9b022d8d69b56f60b254af89f8d2ab5a56e9b2b,0,1,False,True,1,57,15930,8484aa22b897ae4056aff529f3392e9587d569f7a357823db0ec4aa9318f025d,0,1,False,True,3,111,31991,e4f1baa00c51346ac10acea24b072b06378dd275ac30c0bb71099895fb49efa0,0,3,False,True,3,111,31940,f869a1f42b38db409daefb0dbe37acbe3e0d09053ef19f6acd24c052604795fe,2,1,False,True,1,110,31940,1fd2cf853735064543d3f718eafb0ec8a20b539cf2eb4cd927591502dc6208e2,0,1
a10194172b5d9f05c2381719e449e51c78b422f331a2dc1c567d7a79f37233d5,acec4a84c008d74cf3e7e8e7739eca5be4c52125f28b748a30645d91275e50f5,conv-42,69,other,True,2,False,True,1,62,15992,449fa4e2a0a074111492299d0d3f179179e803ad646e16126e3e8c9a0fa74d5f,0,1,False,True,1,61,15954,3364f425e6c874c6b0ad66000c502fb4a385c069bbf02de4a8e4191d7e203d17,0,1,True,True,2,59,15989,0a65970bfd8024a26627df8f7617f3033355c0dc27307f7fd11aebabef171708,1,1,False,True,1,122,31961,7fefc66e53afa6c44fed25635f467ac5edf44a30e54a29abc2381f2e60648216,0,1,False,True,1,122,31932,d4539c57086921bc1217a7a8469d75a50f9f99691b3383c88281544139dca220,0,1,True,True,2,116,31995,cbd7c08ad8ac1125df1ec685caf28daeee8fe948b9087071a57a30dcc782ba5f,1,1
50370f80902f3cea6eddecd12a888e688e9f96e803a16709e89d946ce314cb01,3c14a3061bc84190e7411a5041fb77f4c835025a292d5834ff972bac51571bba,conv-42,70,other,True,3,True,True,3,57,15987,ddd849ab951fc7dc152e72834614b8ca0c03c2aba13534fdccedac828f8ac61f,0,3,True,True,3,59,15997,8103dc463f70cc776c51ab7a7d2f9c8c0bead2e6889a5c9a613c8ab5e88e9bbb,2,1,False,True,2,57,15978,d98ace3807aa5b4be03a628c525e304fda950945867627a0d5193073fdf5fd0c,1,1,True,True,3,116,31943,09cd661994d41a69121b82ab644d5a021ea134cbe4582d60e977096342338c78,0,3,True,True,3,117,31977,13e1e3c4072ffbf11697d37418b21096aaa85f7672322b6cff211710009560eb,0,3,True,True,3,111,31989,d4f9134157daf1230b11bd9d2127b1a4b45eaaba9d8f14e9219a12a5799af680,0,3
642285dd7808bba6528b84bb31636f5664d655f26386ec7ef2c1ec714115f734,2607c3acda8805bdf6f6ecf88f477e2f40cc1cdfabd8134c29d9990118c4d830,conv-42,71,other,True,2,True,True,2,63,15929,e7c99821a79fc18a52e8416667f6c0c5c7bc01002f2f0e81fcb3495bcfde1d76,0,2,True,True,2,64,15965,c80e17c8cf72b77c4cb3040d364a46f997a8b2f7412b8af6679a58aa35f20381,1,1,False,True,1,61,15954,b0239d15793d53d3b9df4cebe6495571091d4f806dc13950fdfb27ed6a1177f7,0,1,True,True,2,121,31931,dda1b1c9bb49244a0f4cdf003d536f148a6a8e4ab27c70818517817ca0785535,0,2,True,True,2,122,31987,c1b3c623264331505cca5fd6d4141f219d98258bfc1c6bee15bec56caa76431e,0,2,True,True,2,114,31923,b6338ba7ab01d1883d0e9d6b4e05659bb65f0a72fb2cb2691b72fa5854852111,0,2
05ac76f5e94013bf1696ddc28ae760e0352a5c2982f87e0d1eb73c92f7c9bb53,1479637d032b379edc07b07e0374622873712b2d8fb04d833e0a1f7deb3fc1c6,conv-42,72,targeted,True,1,True,True,1,62,15941,46054b6564dc4c033c06013502680ea3017b40727c16e6ccfcc7158033e8e7d5,0,1,True,True,1,62,15999,427ea1e7191ce40df4bd44da80d61fc7d893fc61b9d232a53ce3ffcca69430ca,0,1,True,True,1,61,15968,42a0fce5c8242b7dc6cd0a13beb1b188dbc6c73a2781300a6364750f9a170981,0,1,True,True,1,114,31982,979bbb6a2176d99af0e759819f5477fcfb67daf7c599649a7faef08e424dc1e8,0,1,True,True,1,116,31960,9b081bb8a6006130f82d634d7eb5ebea8b74c169988794b556789c4931ae6ef5,0,1,True,True,1,114,31976,a419727b6eb881a0fa63186405f6643be88cad20382a877ba1c8dc426cdb3ab0,0,1
3e974cac1d4830a82127c69504050609003cd5cd319202da4e48e1ae37fb7efd,539162f05d34ab435f32603366e8e68b4e3f350e7c7632dee7a6e50c581877b3,conv-42,73,targeted,True,1,True,True,1,52,15979,87be5f94b5a4465c48082adacaf76f6e610add96564faf53c059bb5f19f5ff2c,0,1,True,True,1,52,15936,0bbd6242f16a273b5fab2665936c90e6d279d7b842c64fd58a7a12978e8a1e60,0,1,True,True,1,55,15996,03d8b3481857f6c5538ce02cc98f0ad7785ca40a3fba700ffddd539901a07021,0,1,True,True,1,109,31960,a58ec67422c2308fad019beaf81f0a1f937e574e09c68df6f004496f724cbc73,0,1,True,True,1,108,31925,865b6f96c5c14316d2afb4e7e1fd179dba4e6af36aa9d68495fe62c44727bd65,0,1,True,True,1,106,31920,96c464ead0c3b6f04c8924a2d2018c95691649e14295653b3401faab21fac56d,0,1
8196d9a50d8d2edeeb2934babfac6d1d92a399d5f581d996449942b57c6b19f5,439c99962d1d38a4a41de205745362878bbcf20c0898af60a5a38d94649a8fc5,conv-42,74,breadth,True,6,False,True,1,65,15984,c80136d1551ea9e9190fe4fff812c2bf7e99a0a54a6e1f57ca1f6862ceaaddc9,0,1,False,True,1,66,15999,0d23b332fa1ee0e401fecb2f7218986f617f7f7a99be5dcbd936e77b3adb26f5,1,0,False,False,0,63,15975,dd45ad3e9533cde0519597289018406c72e9392ac4e366e2b1fe61d6eaa6d37d,0,0,False,True,2,117,31986,08a5f49d24032ed99a418246f1390732dc2986cee174ee5a2df1449d242e0d2f,0,2,False,True,2,118,31971,4469f8573ff914999d705eb906e5c88c535d7e9d9961396e023e4793ad770dca,1,1,False,True,2,117,31998,4088930cef349b81be620ebac57d34ae797d895ef27124782984d3944c7f4612,1,1
195cfa723f63a3c2c8be971c057ed1b2ee706b9183aad19e1c4b3cc442496d32,fa05d1866f7e43cd787658097e1c732299d9481aa8b763720e5ab5bc581c6d34,conv-42,75,other,True,4,True,True,4,59,15988,9a216e81f7c9aba626ac1b939f989d34ad8f44a6671414116116ec917e87ceea,0,4,True,True,4,60,15990,698a447c366517af904c6d450011e549232408acd05bd0dc74107802ac33afee,2,2,False,True,3,57,15974,04724a17ebf826fe62243da1c3b42100b461c293d53465cff0a6b6f1e5934816,1,2,True,True,4,112,31981,bf0eb5ec5f013e2ca2cbd5c1405af9e46908e98b0b0283b4c8c65615ad3ed2be,0,4,True,True,4,113,31992,e313b1efec7f8ccc66ee081f42edbb030451b5ece9a817ed6c9fcfd344933613,0,4,True,True,4,114,31978,bc10c21e4ab437932a402041a7ffac08b64c33dba16d97dd0e2faaa99b754246,0,4
f7bea5cf0138b778f6df3c9bd4a9ca109fdb22adfb55cd72b8d2efbaca5c1f84,6dab22a7da7b83ea93ccfa08309358919e45a4aa56b7417fc78054d5aa1a4b70,conv-42,76,other,True,2,True,True,2,53,15949,941500357504f7c21b02939d6930b68be6a3c30899bfa60ac5a24a03077e4009,0,2,True,True,2,55,15990,eb515c5b8e1ed9447d6fad1bad9634abfcfae33b37e27f90d65d26e8e06e4283,0,2,True,True,2,54,15927,0f174f438b28cca86515cfe7c5c3c0756554516b59be97ab770997bbc94f6b0a,0,2,True,True,2,116,31993,16b513d2c979a53ebed8c69eb1813b3dd94c794aeb4beb6a5402015b71bd118c,0,2,True,True,2,116,31982,86333ffb3ef06d5948e4247c9defb756bde4a911e880cb5cbcb30d522b9233dd,0,2,True,True,2,108,31995,d5263e5fdebea3bdd3a472a43acd096a47ebb6209742687eeee425e4fa987940,0,2
b469ca4c2ec1adc42a8f2d3962cfdb374bc3574d2d64572a3ecdab5f37661fef,c9f5e231e4ef707a0b65b18d3eece392170375233eeb417dc3f58467144f8ba0,conv-42,77,targeted,True,1,True,True,1,56,15954,e1c03eb2593820d1576d6d62d3968ef68be8eed495aa237c19ee7ede6a039a81,0,1,True,True,1,56,15968,030e753ce99655161c8fbf631ced17fd57298a3986d54810dfef8c78a8eb4fe0,0,1,True,True,1,54,15987,d4ebd7638f043098ac012785651f2e790b35f90de670d760a931bd4f0c24c43d,0,1,True,True,1,118,32000,211e98f485bebc2f738262266e37f853bcb20ff02f5eedb8c1828b3012f1d2b2,0,1,True,True,1,117,31900,ac530b3c664574a7cac3358351674b81c70c17fb6923972a7a4d6a0d437d9c93,0,1,True,True,1,109,31962,01c1c98c9d66e619a70e5275bfe021ddcb33c10046aa83d02f266f50f1ec471f,0,1
a41adcff1f3869760da18c4161fb06ce0ef820aab2706c20004ecf9fd3016d82,a3a20938fface4fa990c603ee8a8e6bad383aaea6a55661ea896c94e0b7853ac,conv-42,78,breadth,True,9,True,True,9,48,15942,bc45817101d3cb9824cce8424d46f7378ac522b88f35c125aa0f2fa7c172488a,0,9,True,True,9,50,15987,175d33dafe80795981bbae58269137ec0ee2120e460c092ad83a8f12459451ec,1,8,False,True,8,52,15916,deabdc5a1e2d9037298e8b2256fb2ccf88f7a3b3e6090679e5bfd89af946a79b,0,8,True,True,9,112,31990,926ef1977145da84fd74f256279c35c2dbb50ae7d6ca803b4163fdbfd2d6ab89,0,9,True,True,9,112,31950,ad1dd6eccdbc6d95178b2e37d278d1de2df8b7042626b0619a5b791cd8d708e7,0,9,True,True,9,104,31973,87c1742fcd27cff8b691fbfc52973e21a421e57a98a5bb4d9c5c3b02d1cfec0b,0,9
c0be5dc5bb6a516c1deed9f06c5c9cac280f332ce134f31733e55c3dbd4bb891,820555b311c0a4ff5e9d424176b62a0cd928f72666e5925f43f2d911e0b88a55,conv-42,79,breadth,True,4,False,True,3,44,15932,52c5b4aad0a1efc5bcc07bc9e8af1dafea4c3fab355e231b5f382510469dc8bb,0,3,False,True,3,46,15975,1ecc1e091a1efc98cb138d660529f3f23ff6a33ead3d551d682a1037de01d1d4,0,3,False,True,3,50,15975,da4795cd97eb64e91e5400bf08b050fb32fd3c52d05fb800f1d16550e32ce483,0,3,True,True,4,100,31998,ec0e258216685c3c339d4273d6530695d48c8b1324732b6037a56e42709d649d,0,4,True,True,4,98,31960,b79f50b024b7e4d5119b2834d374501afc8a38343a623d81cd9baf2a642cd481,1,3,False,True,3,100,31996,4ec214b15440aa81453f2bc837537629408518767c0569d635f324ffa9210df5,0,3
440de6a51273a11240f18b288c4c37ec9227a46197abb84f3660f78eabf8c0d8,6a0644302c5e39d0387a101cba8a336f1f64d833d197d4abfefbf5a39c84676c,conv-42,80,breadth,True,7,True,True,7,53,15990,eebb2f2fe3605c1f8394700e70181d78836420050c33a0293007293e366299b3,0,7,True,True,7,53,15960,e3435ac0d275ec73ae09780b2ec2e0f8b2069869b2066198d250d72d65708eec,1,6,False,True,6,54,15948,e645c6ce37408fa6000ac6e1c9fdad16f4a36ff8cdf2d5e96643ea941267e213,0,6,True,True,7,113,31975,f57a9d82bea631672d2555210f0b79951e5a9624a7f9ccfe2558e99c3d08617b,0,7,True,True,7,113,31916,45b1a671a16a4fb3dbac8eb125bba601a8f17aac9e64576ce08de38f4cb12033,0,7,True,True,7,107,31965,96f1e29b2fea9cf1736bb777402019f7130e07b13652afdbc5c57c6c50d0e01c,0,7
e8d5aa16ecb8323e9e87ee9d1e05ff19890b5c80fd9d011ac3cb7bb7eb167d4b,2378ad7f8dc1b5ba557080c244c9718979630dfdc72c08f9b20afd30202adeb3,conv-42,81,breadth,True,9,False,True,5,56,15990,06cb87531c60d62f5412d453f7a79cddd3a4a2eeb3ced0ee0db899e9a3d23717,0,5,False,True,5,56,15994,9c19d9ab894401b137ebf11986d278fe0e0525c302ee3385ac16fa7be8c1a93e,0,5,False,True,5,56,15970,78a8956aec4e5340b916d2011322e99b20716793d681d676ceac121e029c2385,0,5,False,True,7,115,31981,3990252a501d71d9fc3b1683ef7c548d39239e3e5bb8d9b3a3ffc2c623b7b932,0,7,False,True,6,114,31993,b8f21d6738716bd069ce0bda9327ff9287a7a092efdfd78c09430a3f118cc7cc,1,5,False,True,5,110,31919,0905b898a2818768c111766b2f9ab68474510a82fe1540839e635d83de53360e,0,5
10e2a14d5ba7ec84d1a88b21897a015f3df7af04f811ade630ebb4b5b1cad17d,952e7249b153dbcb3312e1bc878c3e9e687c9091466aa4dc6853c1e182734bb0,conv-42,82,other,True,2,False,True,1,59,15960,0fbbe8620c5524605981d43bdaec5ee9a31f9ddf8cfcc60e5ce6f2ae260a01ee,0,1,False,True,1,60,15966,4921e0664d32464062fc2f7557ebfcd78bb6633f1255ee39ea3d59e7309eea2f,0,1,False,True,1,59,15979,a6c3ba429c16329508057d00b444fb5a93241a2ff953a37fc7a4be327497e6c7,0,1,True,True,2,124,32000,9a30c670bd0210183c0182224dad4e9f3a5c53cbf08486dc592568b8f401e8f7,0,2,True,True,2,124,31969,646d43c7fa8d128b8707f74f1387d9c267b08e796f260291402a2230b5499687,1,1,False,True,1,113,31960,b38f10b3e0ca5366040ceadc65f9159234fde0eca03a3a60dfb6045d63b42791,0,1
953e6f03e72f7983c8c6fffcea9b4a247694f0c81f9525a7797e1d427ebd2bc9,13433968f10c929879c19f552adfb3302bfd7e1998dba7f752eb6aa26bef2750,conv-42,83,breadth,True,3,True,True,3,60,15967,93a085d9b47467ac6ebe3b1f152d63a2472f4dd62a77d3609fed734e2a706b63,0,3,False,True,2,62,15973,e8d97bf25137081754129983353dd52faee8d6e9242f18bf9636b40aa410f286,0,2,False,True,2,62,15982,040a97549296f86bfbeceae862667864df40f06cb0f5fa4a6376f084210c60bb,0,2,True,True,3,115,31967,c89f8993d83fc8c96024d531e663c49a3cadf7d7a624e7a9097ba172df367535,0,3,True,True,3,117,31932,ef3e8cba4e6b6755dbf5c068aa7497243743f4c954a4571625e1a403dfa3257c,0,3,True,True,3,114,31994,c9c0b711f30d7a4d782128d6f4f68dff7ecfea54d5505de090b91a64b797cfc0,0,3
62073229c03f67ec206128dddfff6c3e9a733a9af543c4d6e68cce576e41a063,76ec4204dbf5cfeed450243f93265a3fa54ebf70198f2713ccf6abe1ae198ed0,conv-42,84,other,True,2,False,True,1,59,15945,e60f09aada3bba4f1785cf782b12a690ca4982b651e1fae578656beabbdd179f,0,1,False,True,1,60,15967,30e4a181615673dc420ea63066fbea6c8f3c560e1dfc69db14ce6895c4c6a36d,1,0,False,False,0,59,15988,2c7692533c37b0f14464f340f8d00f838d8c5c23094d660f568209e7d3a4f253,0,0,False,True,1,112,31978,9496d0b3a9c31b23e6804c336eb845a75b6d9d51a9cc318d10ee665b7370afab,0,1,False,True,1,115,31966,0b9f154d6bcaa6f199a47ec1194bb45cb81c91a899cc9a72b5369700f88e3ba2,0,1,False,True,1,111,31973,22dd99939d0bf4dd11650546c442663670644a6607803888a30549e0b6258605,0,1
dcf003086f310b982a492c8fbcb4c863a9e442e4499aaec84f1a68bc579cbfdd,f30d90da1416570d8399be9c0e0a68bdee004b6f3e6f78e4faf662716280210a,conv-42,85,targeted,True,1,True,True,1,49,15942,57f9dcda1e8241df1cbcf5b790d8f551063838ef20c3f3a1535fc933ce7aadb5,0,1,True,True,1,51,15956,40143b083cda6a2b6bee2bfc32b6da1701928010edc3318232b1e59777b657e2,0,1,True,True,1,51,15926,e26e57909a44ffad8dc2e2ab2c004a35a1dec7efd5900488d4f0299d9857c1dd,0,1,True,True,1,106,31990,5ae6805b5fd6800e11c0fc1f7deb1d336ca7b3b2a3c52798f320b0c508ce15a4,0,1,True,True,1,106,31940,9e82490cd80516d5f30103e03c8290ba758702debaf32559c04a7a7ab123a1c1,0,1,True,True,1,104,31973,871e1d8b23d19ae937f29712f5604695a9e651c9283e8703ac6be88b60731744,0,1
3fe9fe73a2c84757f08e8194a36ba074e353962b4a58c3d280bef56cc4a61327,14bceb46c3960ca21eb39dee7baeb85cbb8cb4beefb11d9a1eef5a3860923bbe,conv-42,86,targeted,True,1,True,True,1,59,15949,71c7a39ed8b1f50ac767d3910a023d111c7be7717856cd744a46bf9c836118e1,0,1,True,True,1,57,15998,dfda50cc7023f116083fe511f384e2119fbd1f80c4a3dfee8f0bae2a26bc2af6,0,1,True,True,1,55,15980,bd43fe65ca662643c93571afbbaed73bf2c9ec1d8756638f45f462ea0ba320dd,0,1,True,True,1,122,31959,6c0c0de263f6d84dba9028d04c15554cd1247040750973b8fcffbc5e712f5d0f,0,1,True,True,1,123,31950,615e8018bf33da6962fb277a684800532ee25b517dcec689ea653dc53117432e,0,1,True,True,1,113,31995,f81533a94f056e86a822e25738b3e0cf35b8d67dcff812df87c8cb57718804d7,0,1
fc39bd31a145fc95bd88e759331e054c430434359bc870b590201bdad1987653,05902ec0b96d7e8b65cecd8f333ef541b58899da2dfd40c38a225995131dd89c,conv-42,87,targeted,True,1,False,False,0,65,15949,155088a0062d9bdb301f961436c8ccbc692e2c0e9ddebca274db7cbfb84a34d4,0,0,False,False,0,65,15952,0c7dce4735f155f70880620b8bf613e12d7c7544de336d8d60c6487dfa9523a6,0,0,False,False,0,62,15999,7fcc640f91e9cf8ea4dbdb51d19d60722bde0c9185460fa87801815509cd2d02,0,0,False,False,0,121,31935,671ed416fa24a65a8e8d2efddab4bd77545a67ab77660347755e7ea3fa58c453,0,0,False,False,0,122,31992,e072564853f43addc4bf17bcc92abc21f5fd1cf1a9dfa579e9e1ac5320a8fd86,0,0,False,False,0,118,32000,9c7de4ed67a6c5a6452b6ce0350ae38bcc8e87923955c0b8c6cb92af039ecb10,0,0
7b0556250b6a62f8473eab04eb4376ed2f41ba1fe940a4e2c76ca00838c49673,5e0f1e2ffdf2f04ca8bf2ced582677512c3709524faa1f1a93d253106ed46fdd,conv-42,88,ineligible,False,2,False,False,2,53,15977,852226e9b28efc5640f57eb7870f8441aa41aa23ebdf002727a8a44873a3d49e,0,2,False,False,2,55,15971,8f1b5e5d08a720aa002f33dc0620ab6f426ac86d40fe09d08570f10488d2a16d,1,1,False,False,1,55,15923,c6a70df58ab44f171b4644a249ba66a7cdfbf1efeb34546719c03803cf68fda5,0,1,False,False,2,111,31979,d141dbbb40ea73a1f8bc29f5015de6b66a1a12aed7de553e6f3ad419285079ab,0,2,False,False,2,112,31921,1e2847406cc61ccb72593d2c6c80c24bf03c6515a63d1e644eb71b71b1a042f1,0,2,False,False,2,109,31938,9bea8ead3d90f7b8f3496675860d1a7a074397ad9b9bf2af60d1dfcbc4f9224c,0,2
1e989154811fb99819e2e13e2df4e0fadb11c5856fe60f9984b06e1b44d11f00,99c560d283e8101183f508fece3a3896020042219ac957992299173397c8fae7,conv-42,89,other,True,2,True,True,2,70,16000,178f99552945b03b2d0ad28475f48afe2fb8d147d60f9f3c3fe1a9498b920bb7,0,2,True,True,2,69,15964,f6dd153e3cb20ea79d66850127ba49b9f06973fa8b22a0ca7170f8ba3a5bec96,0,2,True,True,2,62,15985,b4eec56fa1cb19b06b94922731bc72061695905690204eb3b2605fa861841c61,0,2,True,True,2,127,31973,72a5f070d8473ac980eafb78f0491bc8078005fcedc9563eede68d666e68538a,0,2,True,True,2,128,31986,1f37b621d59d4929ace44ffea756474ce6d5de42ac8747f0b5617f94f7a9ada3,0,2,True,True,2,120,31941,bae5a1906124f637bd3fd0c1df54c35cf79c12d3ceac8d8633d017b521c6640a,0,2
a32826014d81d1c187660c43433565eeaa74d9ab2793fb27a736c44b30a3050e,f0a2233548a26e1cb22d6349d463c1e108544e65b415f059f775a80f487dd589,conv-42,90,targeted,True,1,True,True,1,58,15964,ff58dd7ba72eb5c55e88494aec7864911e95a86d62f112dfa6af468e3ce68432,0,1,True,True,1,58,15923,02b350882f43f5f4f8757bddb1a23764534be944cb4c4b748fcccba3ce43ddaf,0,1,True,True,1,59,15971,9c4c65e543fc9e1267057c93ee0317c7f70375dc3de633bcbaa68e96238e2381,0,1,True,True,1,114,31926,00153e133c2b1bb545f984c2d14c5764a672d03d722e83f943fa0800b0b93dc8,0,1,True,True,1,116,31988,e1730ac62aeaea5b0ca435ed037eee5038ab05cd56eddb5f96510f1b97b9acaf,0,1,True,True,1,113,31999,348c13da9c4626b0e9f0b74f0ee383c4c6756202283d07833a1406dd8d30c8da,0,1
