question_id,sample_id,category,direction,evidence_episodes,flat_best_evidence_rank,flat_worst_evidence_rank,floors_dual_evidence_delivered,dual_evidence_delivered,floors_dual_evidence_tiers,dual_evidence_tiers,floors_dual_evidence_phases,dual_evidence_phases
808ea912f12590a34f77e81d2cebf3d27a5701408f7adae29019da77cdd38a3d,conv-47,5,gain,2,2,5,2,0,k,,contested,
85d4f7ce9f21268b21640a66ca48f11c23755f63e93e9d3eab02fa3e1ae3ca95,conv-47,5,gain,2,2,10,2,0,k,,contested,
dc15b1534b51ee6004e446df7a04bfc349e06cc998e0c873560a05f707fad78b,conv-47,5,gain,1,2,2,1,0,k,,contested,
3dd58845f9f21b3d8696be7fe0cb998ddf6eb3bb587d2c27ab15ddae09a9f144,conv-47,5,gain,1,9,9,1,0,k,,contested,
eb798c96b0e8f66f94f96549916e56954d4a3bac1b6223b7fbd051029ace227f,conv-48,1,gain,4,1,29,4,3,k,k,contested|reserved,
a25635fb8037d20663339b3b67a8d7efb97d59d7097522f54b553ffc53ae4665,conv-48,1,gain,5,3,23,5,2,k,k,contested|reserved,
d8559fe598e71b83244b62da8d851ca301ae9f7bf71e3258dc87856ddcf06420,conv-48,1,gain,3,1,7,3,1,k,k,contested|reserved,
3d75bf5a76608f67d1299fd419fb1d337014231acb0c9fc36c158aeeefc5394e,conv-48,4,gain,1,4,4,1,0,k,,contested,
495b4de5baf6198aca7d828af1609c2d463e303efac94d3cbe19c17eda60075e,conv-48,2,gain,1,11,11,1,0,k,,contested,
03a18424009bc08d9131a893445eaafda03d77e6296356077bf80c78a90fcdb6,conv-48,2,gain,1,1,1,1,0,k,,contested,
5f397ab6d2e384247ae8aabeaf66486459a516a9f27f3038a2e32f7eaf2c58da,conv-48,4,gain,2,1,12,2,1,k,k,contested,
dff115ed86358c15297a6e6f7b59948250e668de6e0ada1251f6b257a7fc0936,conv-48,3,gain,1,1,1,1,0,k,,contested,
6ff29e4120e3c169b0693e098c970b2e40435c035a09c988840bb4f9cf8b77e6,conv-48,2,gain,1,3,3,1,0,k,,contested,
3ee3ad4ccf64b58e3dae97b37f2f453d2de7f802a0216133f7605a6862020105,conv-48,1,gain,2,1,2,2,1,k,k,contested|reserved,
36cab067f1b73b634e3e3aec253ed54e43c2f3fe090e3e0c0d6a6f4aeee6430b,conv-48,4,gain,2,1,3,2,0,k,,contested,
01d798d4fedbb0e66f1a66e2e00960a0ce4041963ef35e1a216c4ddac828cdbf,conv-48,2,gain,1,1,1,1,0,k,,contested,
b53687f7d91afe03d49150dbce90e997e63ae3ec1259b88896607069aa1fb5dc,conv-48,1,gain,2,5,10,2,0,k,,contested,
be0eadd72188fa433073a005b0e5a461b66bf47b78e3529542bc21612a498b79,conv-48,1,gain,3,1,10,3,1,k,k,contested,
991198876cb39c1f9089c3ac33413787dd4530de94e568b70fc19fbb1fb9a741,conv-48,2,gain,1,18,18,1,0,k,,contested,
a8846dfb7b53b4d17bd3f91643fec8a4caa179d75b23e592b7fd39e2fa994120,conv-48,1,gain,2,1,4,2,0,k,,contested,
ccedc1740d69f02b9084c67fcac41fd82216a913b52c9525eed1362f3487ba51,conv-48,1,gain,3,2,41,3,2,k,k,contested|reserved,
e426318d990ba82b4cc4d7fa2471c4bcb8f12543a670dd9ae7129940f15c351a,conv-48,4,loss,1,35,35,0,1,,k,,
849ba027bb271231d2deb5986e0bccdd2707fba990fffb7460d12a9ff0f96943,conv-48,4,gain,1,2,2,1,0,k,,contested,
5dd398edda04cd976acea320a56bff115c370c52810531067ee36a956b28c194,conv-48,4,gain,1,4,4,1,0,k,,contested,
98eed85cde018fcb705716e8c43bfe7b45ecf2049e732ec0c9119fa60c7296a2,conv-48,4,gain,1,14,14,1,0,k,,contested,
5227bb5e16e43d0af93f7a719added80a4d003aa753f007b6b5af163ad0f8339,conv-48,4,gain,1,1,1,1,0,k,,contested,
7259cb53875af17a28d69eacc3fa0df40546bda45c3b46e53969c29cf5f3b30e,conv-48,4,gain,1,2,2,1,0,k,,contested,
d21bd33beed4e65239edbb4046587c92e68d594ffe181e19e46640edf63c5195,conv-48,4,gain,1,17,17,1,0,k,,contested,
ff8a18782f86024a14d3e7cf56f5de548adb5f521a10da3e618a9eae715ebbcb,conv-48,4,gain,1,1,1,1,0,k,,contested,
18679027af54f5661451e56bc1579dfd7fbb987a77123aa242ce0873494cd922,conv-48,4,gain,1,2,2,1,0,k,,contested,
354302a9c2fe1ef93b51cabe59c26431efd8043ac59eac52e7accbffff38bf18,conv-48,4,gain,1,1,1,1,0,k,,contested,
ce8621b4a9c16211a88be35befe28fac16efbf57a51878e8065d8e5e16e9de47,conv-48,4,gain,1,1,1,1,0,k,,contested,
7a01cfdff091f2b664b4eaeaa069fe9b7dd184cc82b36056baf0b94af4567273,conv-48,4,gain,1,16,16,1,0,k,,contested,
8bd1b296522a4a72b4633ee4907c3a2f9e611578273520bfec11b06e79567d31,conv-48,4,gain,1,1,1,1,0,k,,contested,
0124bc447d48d5a4ffe2de56bd8624392e560cd0e8f34147d972b8f7104e3991,conv-48,4,gain,1,2,2,1,0,k,,contested,
16648a3a77d3c3a4e2eea7d048165098adf0f3ad8e8c0f72bf14fd3a82710cc8,conv-48,4,gain,1,5,5,1,0,k,,contested,
1dd036332534d3ae739c45a15421914b6eba9375a96765fa0c412fdac3f192da,conv-48,4,gain,1,4,4,1,0,k,,contested,
243c156fa11611b2cf901f4207d5c906ebe9e5fe747ac376fbeaea97c703d089,conv-48,4,gain,1,1,1,1,0,k,,contested,
be974ebb1466ae28f51d4829fae1a1af9f5b85406eafdee7f33fa56eb443ec66,conv-48,4,gain,1,1,1,1,0,k,,contested,
9ad1338dccac101f040dd07f7035454048649cd065c37e4fb1a3cf80bece3751,conv-48,4,gain,1,3,3,1,0,k,,contested,
c3a3ce7ef3bebfae7a65a76246f4a310457f71f1991311b217a1bc4a164ea4f2,conv-48,4,gain,1,1,1,1,0,k,,contested,
4bdccb66e841cc9a2bc2ef8f0e3e4cefa42480b33590e8ee58fa98135f08c623,conv-48,4,gain,1,1,1,1,0,k,,contested,
f64c866df06fc6665006667d3d3a7cbafae4589d00398d32dcad10a914dc3f2d,conv-48,4,gain,1,12,12,1,0,k,,contested,
1ce5b8ae27e4922b3c9d95365112044cfb8bfc69d797c09d9dc864fcc8c811dd,conv-48,4,gain,1,6,6,1,0,k,,contested,
b05eaa37ad80de29e010805e0a5b311b8349924bb39d0c250feb271773cffe73,conv-48,4,gain,1,2,2,1,0,k,,contested,
10fef3238cdcc9a93155423171aeec3e3c2f71aa5aef159f1531ca4126bb9357,conv-48,4,gain,1,12,12,1,0,k,,contested,
c1269d74193f95f773c3acb9709b63c4164422f7b778358d9abf61cca1747d0c,conv-48,4,gain,1,18,18,1,0,k,,contested,
e72fdacd81c7f63e66dee7b1ea5637ccf111121f1a23cd9c7634904860831c71,conv-48,4,gain,1,1,1,1,0,k,,contested,
6ad8fdbe3adf599eb2605ddbd8d26a03c54f433ee2931382fbd1ba621925be17,conv-48,4,gain,1,14,14,1,0,k,,contested,
8b4726d8784d129888bdd701f91035e29ac612f037745379a70bc6005f952b71,conv-48,4,gain,1,1,1,1,0,k,,contested,
9295ee280ce583c3d9c06b75393d4d8016abf7ee01f8aaf51834989a83e3c209,conv-48,4,gain,1,2,2,1,0,k,,contested,
ffe6be1c1e6fc58a4ddfbe92cec29f9345522844751f689e581bb9dbdf7fab11,conv-48,4,gain,1,1,1,1,0,k,,contested,
d37b7904751d50d860e0fa5243c2a879c130e1d44c6a58000462ff278e66215b,conv-48,4,gain,1,1,1,1,0,k,,contested,
adc145ac4440adf59475fdbe13c15316e40bbda0d7c646b727dd6c84063cefdd,conv-48,4,gain,1,3,3,1,0,k,,contested,
6a2e2bcc4809c7591584ebe2c8dcb213190f8f77b286f45e99375a3f897af251,conv-48,4,gain,1,1,1,1,0,k,,contested,
4050bec28d8fef4657997f39711c3b8ddc40925db53ffb11cb483774297d7089,conv-48,4,gain,1,7,7,1,0,k,,contested,
46d16c4aa76190fda3a82b7ed3b2c27e6688bb15ccd98427096bd45602d55844,conv-48,4,gain,1,2,2,1,0,k,,contested,
8ac1505119250a68c0b7496a2561e178f88b859d8af29fdb1bc02fe4ce40d62e,conv-48,4,gain,1,10,10,1,0,k,,contested,
32f192999d0705a5e7f8b7ce8062615edcd31825efb76bf81ca84d73d93051fc,conv-48,4,gain,1,4,4,1,0,k,,contested,
6034dff6eb890315383e967c6beea1993a45a70bf4ebfcdf186b81f0d4c4054d,conv-48,4,gain,1,14,14,1,0,k,,contested,
8cb145b464aefb622c415b755278dba0aacb5110bad70de65420f7c6876700c9,conv-48,4,gain,1,20,20,1,0,k,,contested,
c6dd15b55a214128281ec84c47b8c6e4f178bb1c1341b4ea0d0bb423f0da9e6a,conv-48,4,gain,1,2,2,1,0,k,,contested,
5f1366f26decdae300b4a378f434b4a678863f5229c85e6038103207ec996629,conv-48,4,gain,1,1,1,1,0,k,,contested,
13f95e5436e58e7115280159897678df5bf8fdc940cc8b3624c2a620e52e2427,conv-48,4,gain,1,1,1,1,0,k,,contested,
2ca43863fdd8664ef8d6c37f4bebefd396e739a64554e6f5480902ca05cdbd21,conv-48,4,gain,1,9,9,1,0,k,,contested,
46cacc0f5e299e5728c5fbcf16ae8227e5c998bf8c7c036eb4c7d5020cbe81c8,conv-48,4,gain,1,1,1,1,0,k,,contested,
a51bfa9688aa5c407f78148344041cfd1cf9bfd9f6f9d3f693248aa1e2c95c5e,conv-48,4,gain,1,1,1,1,0,k,,contested,
203cd87ffd91055413799c69d905ea62348f2468a980f6a3325612f616f206b6,conv-48,5,gain,2,5,7,2,0,k,,contested,
5c4c93d7cc99aa55cfdcffd32f4a0a6b414d2648faf7bbcb7fb0243e3b9110d7,conv-48,5,loss,1,72,72,0,1,,k,,
70415c25a16e0f9a752cd3ee13007d11aeedf2ab5d63342c43e0614670dbb1fe,conv-48,5,gain,1,3,3,1,0,k,,contested,
cb1a53c11685f0569d7233dbfdd4ae9b15f021e106a187720c42d94a67e34669,conv-48,5,gain,1,7,7,1,0,k,,contested,
613a36700245091df93565ef47e1573b4230ead59e8209d9b63a978585225c2d,conv-48,5,gain,1,9,9,1,0,k,,contested,
6b0e7ce17934741fc4d59361e409528a48c13abd964a49db958f230b61cca047,conv-48,5,loss,1,64,64,0,1,,k,,
deca094b1125816dc3c1d359b0fda3b404cb7116efa1c0089ae231686558929a,conv-48,5,gain,1,26,26,1,0,k,,contested,
8d6bbfd1eee31fca46afffd13b4c7f7121031e781f7fc0c5d94b73cd6b54ab72,conv-48,5,gain,1,25,25,1,0,k,,contested,
84c29e1ce33ae2b1b94aff646d6c2ada96b8747c24f20c635b79fab41aed178a,conv-48,5,gain,1,1,1,1,0,k,,contested,
ed35d7c5f50a42cd9d85b7bbdd97881b5388bdc725ed3139c3b25ff210f370e2,conv-48,5,gain,1,1,1,1,0,k,,contested,
4a35315eceaa0c7d508450e8a70e13b3d05b3cf64343f1595f835c28292bd382,conv-48,5,gain,1,5,5,1,0,k,,contested,
4e1c16cba2b70dff2b404af312157eca9a03aac7a80490c2d4cb9d275e23ef92,conv-48,5,gain,1,1,1,1,0,k,,contested,
dad53a0b3c0cf4531ba0a453080e28738b9669970beb1e4274a0f1091594d136,conv-48,5,gain,1,2,2,1,0,k,,contested,
1ce26e69cb7b5f1f6750d8a98ac104321c1d6340d55c5164ec0d2625c962a7b1,conv-48,5,gain,1,1,1,1,0,k,,contested,
e076157a670b03aa1ffe8ec253f5830c723343f6ced9b10b902c41dd973e36ae,conv-48,5,gain,1,17,17,1,0,k,,contested,
13c19b8d93a465c21b9a9892c508e64ae7429f9607db045a29bacb7ef33059ae,conv-48,5,gain,1,1,1,1,0,k,,contested,
d3fd7d76a5877ef4479bef6306edb546a3b22ccc7d81130450f97ebcd94f1d2b,conv-48,5,gain,1,2,2,1,0,k,,contested,
c244b3cbaf33f1db1a3a8ab01a18abd9c55073309887d689936f1ee10eb59336,conv-48,5,loss,1,57,57,0,1,,k,,
a36d682e132882f017b92229666b85e86658056cc018f9011faa83607b61014d,conv-48,5,gain,1,1,1,1,0,k,,contested,
534b5d3b41067844f273f509b01fc1adbd251598f3496b6f4f5312d2f85f5af8,conv-48,5,gain,1,10,10,1,0,k,,contested,
a4978e92f4f77283dbd4bd460c89bbc5ed2545d5e6dd0c619f0bbf9cab10813f,conv-48,5,gain,1,1,1,1,0,k,,contested,
7ad881106513a3445ffcae63d5c236c0119fad38093ab2fd8445e5682bb0b879,conv-48,5,gain,1,1,1,1,0,k,,contested,
32ac06a0b932b227e4420cd542a6a81667a7d235367acdf4232353f9c18a0e4c,conv-48,5,gain,1,2,2,1,0,k,,contested,
